Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
359,,466227.781,4311871.204,2456.047,,-105.38976996,38.95514488,2442.053,Global,0.010,0.012,0.022,0.015,2.134,m,FIX,2024-04-24 19:10:01.4 UTC-06:00,2024-04-24 19:10:04.4 UTC-06:00,16,2.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.956,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
360,,466227.546,4311871.248,2456.072,,-105.38977268,38.95514527,2442.078,Global,0.011,0.011,0.021,0.015,2.134,m,FIX,2024-04-24 19:10:18.4 UTC-06:00,2024-04-24 19:10:21.4 UTC-06:00,16,2.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.920,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
361,,466227.358,4311871.300,2456.002,,-105.38977484,38.95514573,2442.008,Global,0.011,0.011,0.026,0.016,2.134,m,FIX,2024-04-24 19:10:32.8 UTC-06:00,2024-04-24 19:10:35.8 UTC-06:00,16,2.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.881,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
362,,466227.170,4311871.286,2456.025,,-105.38977702,38.95514560,2442.032,Global,0.011,0.019,0.021,0.021,2.134,m,FIX,2024-04-24 19:10:45.8 UTC-06:00,2024-04-24 19:10:48.8 UTC-06:00,16,2.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.918,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
363,,466226.934,4311871.300,2455.942,,-105.38977975,38.95514572,2441.949,Global,0.014,0.019,0.020,0.023,2.134,m,FIX,2024-04-24 19:11:03.8 UTC-06:00,2024-04-24 19:11:06.8 UTC-06:00,16,2.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.890,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
364,,466226.731,4311871.332,2455.939,,-105.38978208,38.95514599,2441.946,Global,0.011,0.012,0.017,0.017,2.134,m,FIX,2024-04-24 19:11:22.2 UTC-06:00,2024-04-24 19:11:25.2 UTC-06:00,16,2.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.851,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
365,,466226.544,4311871.207,2456.106,,-105.38978424,38.95514486,2442.112,Global,0.011,0.014,0.017,0.018,2.134,m,FIX,2024-04-24 19:11:49.2 UTC-06:00,2024-04-24 19:11:52.2 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.986,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
366,,466226.332,4311871.152,2456.020,,-105.38978668,38.95514436,2442.027,Global,0.012,0.011,0.015,0.016,2.134,m,FIX,2024-04-24 19:12:15.4 UTC-06:00,2024-04-24 19:12:18.4 UTC-06:00,16,2.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.043,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
367,,466226.183,4311871.212,2456.073,,-105.38978840,38.95514489,2442.080,Global,0.013,0.011,0.019,0.017,2.134,m,FIX,2024-04-24 19:12:33.8 UTC-06:00,2024-04-24 19:12:36.8 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.984,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
368,,466225.928,4311871.224,2456.185,,-105.38979135,38.95514500,2442.191,Global,0.011,0.011,0.013,0.016,2.134,m,FIX,2024-04-24 19:13:07.2 UTC-06:00,2024-04-24 19:13:10.2 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.977,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
369,,466225.759,4311871.216,2456.225,,-105.38979330,38.95514492,2442.232,Global,0.013,0.014,0.019,0.019,2.134,m,FIX,2024-04-24 19:13:23.0 UTC-06:00,2024-04-24 19:13:26.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.976,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
370,,466225.526,4311871.264,2456.302,,-105.38979599,38.95514534,2442.308,Global,0.015,0.011,0.018,0.019,2.134,m,FIX,2024-04-24 19:13:51.2 UTC-06:00,2024-04-24 19:13:54.2 UTC-06:00,16,2.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.940,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
371,,466225.371,4311871.258,2456.241,,-105.38979778,38.95514528,2442.248,Global,0.012,0.012,0.013,0.016,2.134,m,FIX,2024-04-24 19:14:05.0 UTC-06:00,2024-04-24 19:14:08.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.953,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
372,,466225.140,4311871.258,2456.371,,-105.38980045,38.95514527,2442.378,Global,0.011,0.011,0.013,0.016,2.134,m,FIX,2024-04-24 19:14:23.0 UTC-06:00,2024-04-24 19:14:26.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.943,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
373,,466224.955,4311871.236,2456.402,,-105.38980258,38.95514506,2442.408,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 19:14:45.0 UTC-06:00,2024-04-24 19:14:48.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.977,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
374,,466224.733,4311871.206,2456.408,,-105.38980513,38.95514479,2442.415,Global,0.012,0.012,0.017,0.017,2.134,m,FIX,2024-04-24 19:15:27.0 UTC-06:00,2024-04-24 19:15:30.0 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.997,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
375,,466224.559,4311871.235,2456.433,,-105.38980715,38.95514503,2442.439,Global,0.010,0.011,0.013,0.015,2.134,m,FIX,2024-04-24 19:15:49.8 UTC-06:00,2024-04-24 19:15:52.8 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.980,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
376,,466224.308,4311871.226,2456.494,,-105.38981004,38.95514494,2442.500,Global,0.010,0.012,0.019,0.016,2.134,m,FIX,2024-04-24 19:16:07.4 UTC-06:00,2024-04-24 19:16:10.4 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.986,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
377,,466224.130,4311871.225,2456.438,,-105.38981209,38.95514493,2442.445,Global,0.011,0.010,0.013,0.015,2.134,m,FIX,2024-04-24 19:16:25.0 UTC-06:00,2024-04-24 19:16:28.0 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.003,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
378,,466223.948,4311871.234,2456.469,,-105.38981420,38.95514501,2442.475,Global,0.012,0.011,0.017,0.016,2.134,m,FIX,2024-04-24 19:16:39.8 UTC-06:00,2024-04-24 19:16:42.8 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.002,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
379,,466223.702,4311871.227,2456.427,,-105.38981704,38.95514493,2442.434,Global,0.011,0.011,0.014,0.015,2.134,m,FIX,2024-04-24 19:16:58.2 UTC-06:00,2024-04-24 19:17:01.2 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.023,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
380,,466223.539,4311871.237,2456.604,,-105.38981892,38.95514502,2442.610,Global,0.010,0.012,0.015,0.016,2.134,m,FIX,2024-04-24 19:17:18.6 UTC-06:00,2024-04-24 19:17:21.6 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.001,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
381,,466223.331,4311871.276,2456.643,,-105.38982132,38.95514536,2442.650,Global,0.010,0.011,0.013,0.015,2.134,m,FIX,2024-04-24 19:17:44.6 UTC-06:00,2024-04-24 19:17:47.6 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.971,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
382,,466223.137,4311871.328,2456.484,,-105.38982356,38.95514582,2442.490,Global,0.011,0.010,0.018,0.015,2.134,m,FIX,2024-04-24 19:18:14.2 UTC-06:00,2024-04-24 19:18:17.2 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.936,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
383,,466222.958,4311871.271,2456.453,,-105.38982563,38.95514530,2442.459,Global,0.010,0.011,0.013,0.015,2.134,m,FIX,2024-04-24 19:18:31.0 UTC-06:00,2024-04-24 19:18:34.0 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.013,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
384,,466222.744,4311871.329,2456.453,,-105.38982810,38.95514581,2442.459,Global,0.011,0.010,0.015,0.015,2.134,m,FIX,2024-04-24 19:19:01.4 UTC-06:00,2024-04-24 19:19:04.4 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.965,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
385,,466222.551,4311871.330,2456.439,,-105.38983033,38.95514582,2442.445,Global,0.011,0.011,0.015,0.015,2.134,m,FIX,2024-04-24 19:19:15.8 UTC-06:00,2024-04-24 19:19:18.8 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.970,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
386,,466222.352,4311871.326,2456.445,,-105.38983262,38.95514577,2442.452,Global,0.011,0.010,0.020,0.015,2.134,m,FIX,2024-04-24 19:19:33.0 UTC-06:00,2024-04-24 19:19:36.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.985,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
387,,466222.154,4311871.343,2456.511,,-105.38983491,38.95514591,2442.518,Global,0.010,0.011,0.014,0.015,2.134,m,FIX,2024-04-24 19:19:50.8 UTC-06:00,2024-04-24 19:19:53.8 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.973,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
388,,466221.947,4311871.373,2456.460,,-105.38983730,38.95514618,2442.466,Global,0.011,0.011,0.015,0.016,2.134,m,FIX,2024-04-24 19:20:06.8 UTC-06:00,2024-04-24 19:20:09.8 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.941,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
389,,466221.755,4311871.365,2456.558,,-105.38983951,38.95514610,2442.565,Global,0.011,0.012,0.014,0.016,2.134,m,FIX,2024-04-24 19:20:23.2 UTC-06:00,2024-04-24 19:20:26.2 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.957,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
390,,466221.555,4311871.354,2456.546,,-105.38984182,38.95514599,2442.552,Global,0.010,0.011,0.013,0.015,2.134,m,FIX,2024-04-24 19:20:36.6 UTC-06:00,2024-04-24 19:20:39.6 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.981,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
391,,466221.355,4311871.373,2456.528,,-105.38984414,38.95514616,2442.535,Global,0.010,0.010,0.013,0.014,2.134,m,FIX,2024-04-24 19:20:54.0 UTC-06:00,2024-04-24 19:20:57.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.977,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
392,,466221.147,4311871.346,2456.597,,-105.38984653,38.95514591,2442.603,Global,0.010,0.013,0.017,0.016,2.134,m,FIX,2024-04-24 19:21:08.0 UTC-06:00,2024-04-24 19:21:11.0 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.006,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
393,,466220.954,4311871.381,2456.554,,-105.38984876,38.95514621,2442.561,Global,0.010,0.010,0.016,0.015,2.134,m,FIX,2024-04-24 19:21:23.8 UTC-06:00,2024-04-24 19:21:26.8 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.988,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
394,,466220.726,4311871.417,2456.594,,-105.38985139,38.95514653,2442.600,Global,0.010,0.010,0.015,0.015,2.134,m,FIX,2024-04-24 19:21:43.0 UTC-06:00,2024-04-24 19:21:46.0 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.964,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
395,,466220.510,4311871.377,2456.610,,-105.38985389,38.95514617,2442.617,Global,0.010,0.011,0.015,0.015,2.134,m,FIX,2024-04-24 19:22:01.4 UTC-06:00,2024-04-24 19:22:04.4 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.007,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
396,,466220.316,4311871.380,2456.600,,-105.38985612,38.95514618,2442.606,Global,0.010,0.011,0.017,0.015,2.134,m,FIX,2024-04-24 19:22:21.0 UTC-06:00,2024-04-24 19:22:24.0 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.025,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
397,,466220.128,4311871.391,2456.580,,-105.38985829,38.95514628,2442.587,Global,0.010,0.011,0.016,0.015,2.134,m,FIX,2024-04-24 19:22:38.0 UTC-06:00,2024-04-24 19:22:41.0 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.025,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
398,,466219.948,4311871.380,2456.566,,-105.38986037,38.95514617,2442.572,Global,0.010,0.011,0.020,0.015,2.134,m,FIX,2024-04-24 19:22:52.2 UTC-06:00,2024-04-24 19:22:55.2 UTC-06:00,16,2.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.038,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
399,,466219.756,4311871.402,2456.580,,-105.38986259,38.95514636,2442.586,Global,0.010,0.010,0.016,0.015,2.134,m,FIX,2024-04-24 19:23:11.0 UTC-06:00,2024-04-24 19:23:14.0 UTC-06:00,16,2.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.039,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
400,,466219.556,4311871.430,2456.561,,-105.38986490,38.95514660,2442.568,Global,0.011,0.010,0.021,0.015,2.134,m,FIX,2024-04-24 19:23:25.6 UTC-06:00,2024-04-24 19:23:28.6 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.023,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
401,,466219.331,4311871.441,2456.969,,-105.38986750,38.95514669,2442.976,Global,0.011,0.012,0.015,0.016,2.134,m,FIX,2024-04-24 19:23:45.2 UTC-06:00,2024-04-24 19:23:48.2 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.001,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
402,,466219.145,4311871.411,2457.008,,-105.38986964,38.95514641,2443.015,Global,0.011,0.018,0.019,0.022,2.134,m,FIX,2024-04-24 19:24:10.6 UTC-06:00,2024-04-24 19:24:13.6 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.046,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
403,,466218.946,4311871.471,2456.847,,-105.38987194,38.95514695,2442.853,Global,0.012,0.011,0.015,0.016,2.134,m,FIX,2024-04-24 19:24:36.8 UTC-06:00,2024-04-24 19:24:39.8 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.002,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
404,,466218.829,4311871.441,2456.591,,-105.38987329,38.95514667,2442.598,Global,0.010,0.010,0.013,0.015,2.134,m,FIX,2024-04-24 19:25:01.4 UTC-06:00,2024-04-24 19:25:04.4 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.062,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
405,,466218.749,4311871.459,2456.837,,-105.38987421,38.95514683,2442.844,Global,0.013,0.012,0.011,0.018,2.134,m,FIX,2024-04-24 19:25:20.4 UTC-06:00,2024-04-24 19:25:23.4 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.019,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
406,,466218.538,4311871.434,2456.982,,-105.38987665,38.95514660,2442.988,Global,0.011,0.017,0.013,0.020,2.134,m,FIX,2024-04-24 19:25:42.2 UTC-06:00,2024-04-24 19:25:45.2 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.032,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
407,,466218.371,4311871.423,2456.987,,-105.38987857,38.95514650,2442.993,Global,0.011,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 19:26:00.2 UTC-06:00,2024-04-24 19:26:03.2 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.075,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
408,,466218.160,4311871.423,2456.986,,-105.38988100,38.95514649,2442.993,Global,0.012,0.012,0.012,0.017,2.134,m,FIX,2024-04-24 19:26:22.4 UTC-06:00,2024-04-24 19:26:25.4 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.094,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
409,,466217.936,4311871.422,2456.939,,-105.38988360,38.95514647,2442.945,Global,0.012,0.011,0.011,0.016,2.134,m,FIX,2024-04-24 19:26:47.2 UTC-06:00,2024-04-24 19:26:50.2 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.119,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
410,,466217.766,4311871.396,2456.848,,-105.38988555,38.95514623,2442.855,Global,0.011,0.011,0.015,0.015,2.134,m,FIX,2024-04-24 19:27:08.0 UTC-06:00,2024-04-24 19:27:11.0 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.161,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
411,,466217.561,4311871.425,2456.789,,-105.38988792,38.95514648,2442.795,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-04-24 19:27:29.2 UTC-06:00,2024-04-24 19:27:32.2 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.146,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
412,,466217.357,4311871.421,2456.628,,-105.38989028,38.95514644,2442.634,Global,0.011,0.010,0.012,0.015,2.134,m,FIX,2024-04-24 19:27:45.8 UTC-06:00,2024-04-24 19:27:48.8 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.180,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
413,,466217.160,4311871.422,2456.638,,-105.38989255,38.95514644,2442.645,Global,0.011,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 19:28:02.6 UTC-06:00,2024-04-24 19:28:05.6 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.193,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
414,,466216.959,4311871.474,2456.672,,-105.38989487,38.95514690,2442.679,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 19:28:19.8 UTC-06:00,2024-04-24 19:28:22.8 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.149,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
415,,466216.720,4311871.464,2456.761,,-105.38989763,38.95514680,2442.768,Global,0.010,0.010,0.014,0.015,2.134,m,FIX,2024-04-24 19:28:45.6 UTC-06:00,2024-04-24 19:28:48.6 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.175,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
416,,466216.585,4311871.450,2456.788,,-105.38989919,38.95514667,2442.794,Global,0.011,0.011,0.012,0.016,2.134,m,FIX,2024-04-24 19:29:22.6 UTC-06:00,2024-04-24 19:29:25.6 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.194,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
417,,466216.346,4311871.466,2456.807,,-105.38990195,38.95514680,2442.813,Global,0.010,0.010,0.010,0.014,2.134,m,FIX,2024-04-24 19:29:52.6 UTC-06:00,2024-04-24 19:29:55.6 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.198,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
418,,466216.132,4311871.466,2456.938,,-105.38990442,38.95514679,2442.945,Global,0.011,0.011,0.016,0.015,2.134,m,FIX,2024-04-24 19:30:14.6 UTC-06:00,2024-04-24 19:30:17.6 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.216,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
419,,466215.975,4311871.451,2457.015,,-105.38990623,38.95514666,2443.022,Global,0.011,0.011,0.012,0.015,2.134,m,FIX,2024-04-24 19:30:33.4 UTC-06:00,2024-04-24 19:30:36.4 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.234,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
420,,466215.770,4311871.446,2457.093,,-105.38990860,38.95514660,2443.100,Global,0.010,0.010,0.012,0.015,2.134,m,FIX,2024-04-24 19:30:50.8 UTC-06:00,2024-04-24 19:30:53.8 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.246,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
421,,466215.562,4311871.449,2457.146,,-105.38991099,38.95514662,2443.153,Global,0.010,0.010,0.011,0.014,2.134,m,FIX,2024-04-24 19:31:06.8 UTC-06:00,2024-04-24 19:31:09.8 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.257,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
422,,466215.359,4311871.458,2457.140,,-105.38991334,38.95514669,2443.146,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 19:31:24.2 UTC-06:00,2024-04-24 19:31:27.2 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.272,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
423,,466215.058,4311871.483,2457.183,,-105.38991681,38.95514690,2443.190,Global,0.010,0.011,0.012,0.015,2.134,m,FIX,2024-04-24 19:31:56.2 UTC-06:00,2024-04-24 19:31:59.2 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.266,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
424,,466215.097,4311871.500,2457.360,,-105.38991636,38.95514706,2443.367,Global,0.010,0.010,0.010,0.014,2.134,m,FIX,2024-04-24 19:32:18.0 UTC-06:00,2024-04-24 19:32:21.0 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.238,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
425,,466215.191,4311871.262,2457.186,,-105.38991527,38.95514492,2443.193,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 19:32:52.2 UTC-06:00,2024-04-24 19:32:55.2 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.474,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
426,,466214.886,4311871.502,2457.196,,-105.38991879,38.95514707,2443.203,Global,0.010,0.010,0.013,0.015,2.134,m,FIX,2024-04-24 19:33:18.2 UTC-06:00,2024-04-24 19:33:21.2 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.266,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
427,,466215.101,4311871.712,2457.141,,-105.38991633,38.95514898,2443.148,Global,0.010,0.010,0.014,0.015,2.134,m,FIX,2024-04-24 19:33:37.2 UTC-06:00,2024-04-24 19:33:40.2 UTC-06:00,16,2.0,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.036,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
428,,466215.104,4311871.488,2457.381,,-105.38991628,38.95514695,2443.387,Global,0.010,0.010,0.011,0.014,2.134,m,FIX,2024-04-24 19:34:24.0 UTC-06:00,2024-04-24 19:34:27.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.247,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
