Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
140,,466229.688,4311985.017,2456.312,,-105.38975357,38.95617055,2442.320,Global,0.012,0.010,0.012,0.016,2.134,m,FIX,2024-04-24 17:10:05.8 UTC-06:00,2024-04-24 17:10:08.8 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,61.933,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
141,,466229.712,4311984.859,2456.359,,-105.38975329,38.95616912,2442.366,Global,0.011,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 17:10:25.8 UTC-06:00,2024-04-24 17:10:28.8 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.085,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
142,,466229.548,4311984.819,2456.143,,-105.38975517,38.95616876,2442.151,Global,0.012,0.017,0.010,0.021,2.134,m,FIX,2024-04-24 17:10:58.4 UTC-06:00,2024-04-24 17:11:01.4 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.186,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
143,,466229.378,4311984.762,2455.963,,-105.38975713,38.95616824,2441.971,Global,0.012,0.011,0.010,0.016,2.134,m,FIX,2024-04-24 17:11:22.8 UTC-06:00,2024-04-24 17:11:25.8 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.256,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
144,,466229.236,4311984.769,2455.905,,-105.38975877,38.95616830,2441.913,Global,0.013,0.010,0.011,0.017,2.134,m,FIX,2024-04-24 17:11:45.8 UTC-06:00,2024-04-24 17:11:48.8 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.265,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
145,,466228.975,4311984.703,2455.777,,-105.38976178,38.95616770,2441.784,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 17:12:16.4 UTC-06:00,2024-04-24 17:12:19.4 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.375,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
146,,466228.767,4311984.672,2455.708,,-105.38976418,38.95616741,2441.715,Global,0.011,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 17:12:43.6 UTC-06:00,2024-04-24 17:12:46.6 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.417,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
147,,466228.644,4311984.657,2455.679,,-105.38976560,38.95616727,2441.686,Global,0.011,0.013,0.011,0.017,2.134,m,FIX,2024-04-24 17:13:02.6 UTC-06:00,2024-04-24 17:13:05.6 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.452,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
148,,466228.546,4311984.642,2455.682,,-105.38976673,38.95616713,2441.689,Global,0.012,0.010,0.010,0.016,2.134,m,FIX,2024-04-24 17:13:24.2 UTC-06:00,2024-04-24 17:13:27.2 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.468,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
149,,466228.409,4311984.676,2455.600,,-105.38976831,38.95616743,2441.607,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 17:14:08.6 UTC-06:00,2024-04-24 17:14:11.6 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.451,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
150,,466228.176,4311984.619,2455.551,,-105.38977100,38.95616691,2441.559,Global,0.010,0.012,0.010,0.016,2.134,m,FIX,2024-04-24 17:14:40.4 UTC-06:00,2024-04-24 17:14:43.4 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.519,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
151,,466227.955,4311984.564,2455.805,,-105.38977355,38.95616640,2441.813,Global,0.011,0.011,0.015,0.016,2.134,m,FIX,2024-04-24 17:15:54.8 UTC-06:00,2024-04-24 17:15:57.8 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.535,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
152,,466227.733,4311984.538,2455.525,,-105.38977611,38.95616616,2441.532,Global,0.010,0.010,0.010,0.014,2.134,m,FIX,2024-04-24 17:16:43.4 UTC-06:00,2024-04-24 17:16:46.4 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.629,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
153,,466227.570,4311984.511,2455.546,,-105.38977799,38.95616590,2441.553,Global,0.010,0.010,0.010,0.014,2.134,m,FIX,2024-04-24 17:17:07.8 UTC-06:00,2024-04-24 17:17:10.8 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.657,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
154,,466227.374,4311984.475,2455.508,,-105.38978025,38.95616558,2441.515,Global,0.012,0.010,0.011,0.016,2.134,m,FIX,2024-04-24 17:17:26.0 UTC-06:00,2024-04-24 17:17:29.0 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.710,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
155,,466227.207,4311984.424,2455.629,,-105.38978218,38.95616511,2441.637,Global,0.011,0.011,0.015,0.015,2.134,m,FIX,2024-04-24 17:18:05.2 UTC-06:00,2024-04-24 17:18:08.2 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.744,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
156,,466226.966,4311984.408,2455.562,,-105.38978496,38.95616496,2441.570,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:18:24.4 UTC-06:00,2024-04-24 17:18:27.4 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.787,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
157,,466226.780,4311984.405,2455.530,,-105.38978710,38.95616492,2441.537,Global,0.011,0.010,0.016,0.015,2.134,m,FIX,2024-04-24 17:18:43.0 UTC-06:00,2024-04-24 17:18:46.0 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.812,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
158,,466226.588,4311984.374,2455.407,,-105.38978932,38.95616464,2441.415,Global,0.010,0.012,0.016,0.015,2.134,m,FIX,2024-04-24 17:19:00.6 UTC-06:00,2024-04-24 17:19:03.6 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.865,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
159,,466226.387,4311984.312,2455.411,,-105.38979164,38.95616407,2441.419,Global,0.010,0.012,0.016,0.016,2.134,m,FIX,2024-04-24 17:19:20.4 UTC-06:00,2024-04-24 17:19:23.4 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.949,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
160,,466226.171,4311984.253,2455.431,,-105.38979413,38.95616353,2441.439,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:19:38.0 UTC-06:00,2024-04-24 17:19:41.0 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,63.014,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
161,,466226.006,4311984.209,2455.394,,-105.38979602,38.95616313,2441.402,Global,0.010,0.011,0.013,0.015,2.134,m,FIX,2024-04-24 17:20:02.0 UTC-06:00,2024-04-24 17:20:05.0 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,63.076,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
162,,466225.774,4311984.202,2455.424,,-105.38979870,38.95616305,2441.431,Global,0.011,0.011,0.014,0.016,2.134,m,FIX,2024-04-24 17:20:22.4 UTC-06:00,2024-04-24 17:20:25.4 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,63.097,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
163,,466225.617,4311984.154,2455.414,,-105.38980051,38.95616262,2441.421,Global,0.012,0.010,0.012,0.016,2.134,m,FIX,2024-04-24 17:20:39.0 UTC-06:00,2024-04-24 17:20:42.0 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,63.163,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
164,,466225.388,4311984.082,2455.408,,-105.38980315,38.95616196,2441.415,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 17:20:58.2 UTC-06:00,2024-04-24 17:21:01.2 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,63.245,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
165,,466225.215,4311983.999,2455.442,,-105.38980514,38.95616120,2441.450,Global,0.010,0.011,0.012,0.015,2.134,m,FIX,2024-04-24 17:21:15.2 UTC-06:00,2024-04-24 17:21:18.2 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,63.337,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
166,,466225.014,4311984.029,2455.371,,-105.38980746,38.95616147,2441.378,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 17:21:31.0 UTC-06:00,2024-04-24 17:21:34.0 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,63.345,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
167,,466224.844,4311984.013,2455.347,,-105.38980943,38.95616132,2441.354,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-04-24 17:21:49.0 UTC-06:00,2024-04-24 17:21:52.0 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,63.380,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
168,,466224.615,4311983.983,2455.314,,-105.38981207,38.95616104,2441.322,Global,0.011,0.011,0.012,0.015,2.134,m,FIX,2024-04-24 17:22:03.4 UTC-06:00,2024-04-24 17:22:06.4 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,63.435,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
169,,466224.419,4311983.943,2455.319,,-105.38981432,38.95616067,2441.327,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-04-24 17:22:21.8 UTC-06:00,2024-04-24 17:22:24.8 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,63.488,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
170,,466224.207,4311983.958,2455.304,,-105.38981677,38.95616080,2441.312,Global,0.010,0.012,0.010,0.016,2.134,m,FIX,2024-04-24 17:22:38.4 UTC-06:00,2024-04-24 17:22:41.4 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,63.499,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
171,,466224.032,4311983.895,2455.319,,-105.38981879,38.95616022,2441.327,Global,0.010,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 17:23:02.0 UTC-06:00,2024-04-24 17:23:05.0 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,63.579,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
172,,466223.840,4311983.847,2455.299,,-105.38982101,38.95615978,2441.306,Global,0.011,0.011,0.013,0.015,2.134,m,FIX,2024-04-24 17:23:25.0 UTC-06:00,2024-04-24 17:23:28.0 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,63.642,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
173,,466223.642,4311983.713,2455.275,,-105.38982328,38.95615857,2441.283,Global,0.012,0.012,0.012,0.017,2.134,m,FIX,2024-04-24 17:23:44.0 UTC-06:00,2024-04-24 17:23:47.0 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,63.800,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
174,,466223.420,4311983.607,2455.246,,-105.38982584,38.95615760,2441.253,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-04-24 17:24:02.4 UTC-06:00,2024-04-24 17:24:05.4 UTC-06:00,16,1.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,63.937,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
175,,466223.262,4311983.554,2455.247,,-105.38982766,38.95615712,2441.255,Global,0.011,0.012,0.011,0.016,2.134,m,FIX,2024-04-24 17:24:21.8 UTC-06:00,2024-04-24 17:24:24.8 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,64.011,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
176,,466223.074,4311983.502,2455.177,,-105.38982982,38.95615664,2441.185,Global,0.011,0.011,0.010,0.016,2.134,m,FIX,2024-04-24 17:24:41.4 UTC-06:00,2024-04-24 17:24:44.4 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,64.102,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
177,,466222.919,4311983.435,2455.175,,-105.38983161,38.95615604,2441.183,Global,0.014,0.012,0.011,0.019,2.134,m,FIX,2024-04-24 17:25:04.4 UTC-06:00,2024-04-24 17:25:07.4 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,64.192,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
178,,466222.732,4311983.350,2455.142,,-105.38983377,38.95615526,2441.150,Global,0.011,0.012,0.011,0.016,2.134,m,FIX,2024-04-24 17:25:27.2 UTC-06:00,2024-04-24 17:25:30.2 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,64.309,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
179,,466222.550,4311983.337,2455.147,,-105.38983586,38.95615514,2441.155,Global,0.012,0.014,0.011,0.019,2.134,m,FIX,2024-04-24 17:25:47.6 UTC-06:00,2024-04-24 17:25:50.6 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,64.313,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
180,,466222.328,4311983.238,2455.098,,-105.38983842,38.95615424,2441.106,Global,0.011,0.013,0.011,0.017,2.134,m,FIX,2024-04-24 17:26:14.0 UTC-06:00,2024-04-24 17:26:17.0 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,64.450,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
181,,466222.160,4311983.182,2455.049,,-105.38984037,38.95615372,2441.057,Global,0.016,0.012,0.010,0.019,2.134,m,FIX,2024-04-24 17:26:38.4 UTC-06:00,2024-04-24 17:26:41.4 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,64.548,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
182,,466221.958,4311983.085,2455.006,,-105.38984269,38.95615285,2441.014,Global,0.014,0.013,0.011,0.019,2.134,m,FIX,2024-04-24 17:27:09.4 UTC-06:00,2024-04-24 17:27:12.4 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,64.685,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
183,,466221.788,4311983.056,2454.979,,-105.38984464,38.95615257,2440.987,Global,0.013,0.013,0.011,0.018,2.134,m,FIX,2024-04-24 17:27:38.8 UTC-06:00,2024-04-24 17:27:41.8 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,64.740,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
184,,466221.552,4311983.064,2455.041,,-105.38984737,38.95615263,2441.048,Global,0.011,0.012,0.011,0.016,2.134,m,FIX,2024-04-24 17:28:16.2 UTC-06:00,2024-04-24 17:28:19.2 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,64.741,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
185,,466221.379,4311982.913,2455.318,,-105.38984936,38.95615127,2441.325,Global,0.011,0.014,0.012,0.018,2.134,m,FIX,2024-04-24 17:29:22.2 UTC-06:00,2024-04-24 17:29:25.2 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,64.841,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
186,,466221.163,4311982.773,2455.500,,-105.38985185,38.95615000,2441.508,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-04-24 17:29:41.0 UTC-06:00,2024-04-24 17:29:44.0 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,64.971,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
187,,466220.950,4311982.768,2455.559,,-105.38985430,38.95614995,2441.567,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 17:30:03.0 UTC-06:00,2024-04-24 17:30:06.0 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.007,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
188,,466220.730,4311982.699,2455.546,,-105.38985685,38.95614932,2441.553,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:30:25.0 UTC-06:00,2024-04-24 17:30:28.0 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.101,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
189,,466220.535,4311982.693,2455.494,,-105.38985910,38.95614926,2441.502,Global,0.011,0.012,0.011,0.016,2.134,m,FIX,2024-04-24 17:30:57.2 UTC-06:00,2024-04-24 17:31:00.2 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.160,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
190,,466220.361,4311982.643,2455.446,,-105.38986110,38.95614880,2441.454,Global,0.011,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 17:31:26.8 UTC-06:00,2024-04-24 17:31:29.8 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.243,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
191,,466220.181,4311982.620,2455.323,,-105.38986317,38.95614858,2441.330,Global,0.010,0.010,0.010,0.014,2.134,m,FIX,2024-04-24 17:31:53.0 UTC-06:00,2024-04-24 17:31:56.0 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.313,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
192,,466219.953,4311982.609,2455.578,,-105.38986581,38.95614848,2441.585,Global,0.010,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 17:32:19.4 UTC-06:00,2024-04-24 17:32:22.4 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.311,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
193,,466219.787,4311982.614,2455.655,,-105.38986772,38.95614851,2441.663,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 17:32:53.4 UTC-06:00,2024-04-24 17:32:56.4 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.316,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
194,,466219.572,4311982.656,2455.563,,-105.38987020,38.95614889,2441.571,Global,0.010,0.011,0.010,0.016,2.134,m,FIX,2024-04-24 17:33:12.6 UTC-06:00,2024-04-24 17:33:15.6 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.334,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
195,,466219.364,4311982.670,2455.324,,-105.38987261,38.95614901,2441.332,Global,0.011,0.012,0.011,0.016,2.134,m,FIX,2024-04-24 17:33:42.2 UTC-06:00,2024-04-24 17:33:45.2 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.392,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
196,,466219.135,4311982.643,2455.331,,-105.38987525,38.95614875,2441.339,Global,0.011,0.013,0.013,0.017,2.134,m,FIX,2024-04-24 17:34:04.2 UTC-06:00,2024-04-24 17:34:07.2 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.465,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
197,,466218.996,4311982.639,2455.320,,-105.38987685,38.95614871,2441.328,Global,0.011,0.013,0.014,0.017,2.134,m,FIX,2024-04-24 17:34:28.8 UTC-06:00,2024-04-24 17:34:31.8 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.490,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
198,,466218.763,4311982.554,2455.576,,-105.38987953,38.95614793,2441.583,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 17:34:49.6 UTC-06:00,2024-04-24 17:34:52.6 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.567,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
199,,466218.578,4311982.522,2455.600,,-105.38988167,38.95614764,2441.608,Global,0.010,0.012,0.012,0.016,2.134,m,FIX,2024-04-24 17:35:12.8 UTC-06:00,2024-04-24 17:35:15.8 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.630,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
200,,466218.374,4311982.511,2455.568,,-105.38988402,38.95614753,2441.576,Global,0.013,0.011,0.010,0.017,2.134,m,FIX,2024-04-24 17:35:33.6 UTC-06:00,2024-04-24 17:35:36.6 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.680,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
201,,466218.180,4311982.498,2455.506,,-105.38988626,38.95614740,2441.514,Global,0.011,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 17:35:55.2 UTC-06:00,2024-04-24 17:35:58.2 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.744,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
202,,466217.973,4311982.462,2455.248,,-105.38988865,38.95614708,2441.256,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:36:13.2 UTC-06:00,2024-04-24 17:36:16.2 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.876,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
203,,466217.785,4311982.416,2455.274,,-105.38989082,38.95614665,2441.282,Global,0.010,0.013,0.011,0.016,2.134,m,FIX,2024-04-24 17:36:31.0 UTC-06:00,2024-04-24 17:36:34.0 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,65.931,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
204,,466217.569,4311982.337,2455.236,,-105.38989330,38.95614594,2441.244,Global,0.010,0.011,0.012,0.015,2.134,m,FIX,2024-04-24 17:36:55.0 UTC-06:00,2024-04-24 17:36:58.0 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,66.077,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
205,,466217.398,4311982.288,2455.249,,-105.38989528,38.95614549,2441.257,Global,0.011,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 17:37:11.4 UTC-06:00,2024-04-24 17:37:14.4 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,66.141,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
206,,466217.183,4311982.179,2455.291,,-105.38989775,38.95614449,2441.298,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-04-24 17:37:27.8 UTC-06:00,2024-04-24 17:37:30.8 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,66.292,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
207,,466217.007,4311982.126,2455.330,,-105.38989978,38.95614401,2441.338,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 17:37:47.2 UTC-06:00,2024-04-24 17:37:50.2 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,66.359,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
208,,466216.822,4311982.031,2455.393,,-105.38990191,38.95614315,2441.401,Global,0.011,0.010,0.013,0.015,2.134,m,FIX,2024-04-24 17:38:04.2 UTC-06:00,2024-04-24 17:38:07.2 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,66.484,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
209,,466216.583,4311982.020,2455.428,,-105.38990467,38.95614304,2441.436,Global,0.010,0.011,0.012,0.015,2.134,m,FIX,2024-04-24 17:38:22.2 UTC-06:00,2024-04-24 17:38:25.2 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,66.532,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
210,,466216.403,4311981.982,2455.355,,-105.38990675,38.95614269,2441.363,Global,0.010,0.012,0.011,0.016,2.134,m,FIX,2024-04-24 17:38:38.2 UTC-06:00,2024-04-24 17:38:41.2 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,66.625,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
211,,466216.213,4311981.986,2455.388,,-105.38990893,38.95614272,2441.396,Global,0.010,0.012,0.011,0.016,2.134,m,FIX,2024-04-24 17:38:55.0 UTC-06:00,2024-04-24 17:38:58.0 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,66.645,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
212,,466216.021,4311981.971,2455.356,,-105.38991115,38.95614258,2441.364,Global,0.010,0.011,0.012,0.015,2.134,m,FIX,2024-04-24 17:39:11.4 UTC-06:00,2024-04-24 17:39:14.4 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,66.710,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
