,index,Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,northing_adj,easting_adj,elevation_adj,geometry
266,266,267,,466207.736,4311980.06,2455.56,,-105.3900067,38.95612503,2441.568,Global,0.011,0.011,0.01,0.016,2.134,m,FIX,2024-07-22 15:36:17.4 UTC-06:00,2024-07-22 15:36:20.4 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,70.197,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,7,0,4311979.478,466209.40099999995,2453.562,POINT Z (466209.40099999995 4311979.478 2453.562)
267,267,268,,466207.603,4311979.96,2455.539,,-105.3900082,38.95612413,2441.547,Global,0.011,0.011,0.012,0.016,2.134,m,FIX,2024-07-22 15:36:30.0 UTC-06:00,2024-07-22 15:36:33.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,70.323,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,7,0,4311979.3780000005,466209.268,2453.541,POINT Z (466209.268 4311979.3780000005 2453.541)
268,268,269,,466207.366,4311980.055,2455.205,,-105.3900109,38.95612497,2441.213,Global,0.011,0.011,0.01,0.016,2.134,m,FIX,2024-07-22 15:36:46.2 UTC-06:00,2024-07-22 15:36:49.2 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,70.377,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,7,0,4311979.473,466209.03099999996,2453.207,POINT Z (466209.03099999996 4311979.473 2453.207)
269,269,270,,466207.193,4311980.07,2455.114,,-105.3900129,38.9561251,2441.122,Global,0.011,0.012,0.01,0.016,2.134,m,FIX,2024-07-22 15:37:01.4 UTC-06:00,2024-07-22 15:37:04.4 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,70.449,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,7,0,4311979.488000001,466208.858,2453.116,POINT Z (466208.858 4311979.488000001 2453.116)
270,270,271,,466206.971,4311980.052,2455.076,,-105.3900155,38.95612493,2441.084,Global,0.011,0.011,0.01,0.016,2.134,m,FIX,2024-07-22 15:37:19.6 UTC-06:00,2024-07-22 15:37:22.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,70.532,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,7,0,4311979.470000001,466208.636,2453.078,POINT Z (466208.636 4311979.470000001 2453.078)
271,271,272,,466206.796,4311980.054,2455.048,,-105.3900175,38.95612494,2441.056,Global,0.015,0.01,0.01,0.018,2.134,m,FIX,2024-07-22 15:37:31.4 UTC-06:00,2024-07-22 15:37:34.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,70.604,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,7,0,4311979.472,466208.46099999995,2453.0499999999997,POINT Z (466208.46099999995 4311979.472 2453.0499999999997)
272,272,273,,466206.574,4311980.04,2455.052,,-105.3900201,38.95612481,2441.06,Global,0.012,0.018,0.012,0.022,2.134,m,FIX,2024-07-22 15:37:43.0 UTC-06:00,2024-07-22 15:37:46.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,70.664,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,6,6,0,4311979.458000001,466208.239,2453.054,POINT Z (466208.239 4311979.458000001 2453.054)
273,273,274,,466206.405,4311980.022,2455.076,,-105.390022,38.95612464,2441.084,Global,0.01,0.013,0.011,0.016,2.134,m,FIX,2024-07-22 15:37:51.4 UTC-06:00,2024-07-22 15:37:54.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,70.755,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,7,0,4311979.44,466208.07,2453.078,POINT Z (466208.07 4311979.44 2453.078)
274,274,275,,466206.205,4311980.022,2455.108,,-105.3900243,38.95612464,2441.116,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-07-22 15:38:02.0 UTC-06:00,2024-07-22 15:38:05.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,70.817,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311979.44,466207.87,2453.11,POINT Z (466207.87 4311979.44 2453.11)
275,275,276,,466206.002,4311979.972,2455.109,,-105.3900267,38.95612417,2441.117,Global,0.011,0.015,0.01,0.019,2.134,m,FIX,2024-07-22 15:38:10.2 UTC-06:00,2024-07-22 15:38:13.2 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,70.942,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,7,0,4311979.390000001,466207.66699999996,2453.111,POINT Z (466207.66699999996 4311979.390000001 2453.111)
276,276,277,,466205.833,4311979.904,2455.117,,-105.3900286,38.95612356,2441.124,Global,0.019,0.018,0.01,0.027,2.134,m,FIX,2024-07-22 15:38:17.4 UTC-06:00,2024-07-22 15:38:20.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.042,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,6,0,4311979.322000001,466207.49799999996,2453.119,POINT Z (466207.49799999996 4311979.322000001 2453.119)
277,277,278,,466205.615,4311979.908,2455.124,,-105.3900311,38.95612358,2441.132,Global,0.013,0.011,0.011,0.017,2.134,m,FIX,2024-07-22 15:38:27.0 UTC-06:00,2024-07-22 15:38:30.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.115,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,6,0,4311979.326,466207.27999999997,2453.1259999999997,POINT Z (466207.27999999997 4311979.326 2453.1259999999997)
278,278,279,,466205.436,4311979.848,2455.175,,-105.3900332,38.95612304,2441.183,Global,0.011,0.012,0.01,0.016,2.134,m,FIX,2024-07-22 15:38:36.0 UTC-06:00,2024-07-22 15:38:39.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.237,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,6,0,4311979.266000001,466207.10099999997,2453.177,POINT Z (466207.10099999997 4311979.266000001 2453.177)
279,279,280,,466205.213,4311979.822,2455.24,,-105.3900358,38.9561228,2441.248,Global,0.012,0.018,0.011,0.021,2.134,m,FIX,2024-07-22 15:38:45.6 UTC-06:00,2024-07-22 15:38:48.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.338,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,6,0,4311979.24,466206.87799999997,2453.2419999999997,POINT Z (466206.87799999997 4311979.24 2453.2419999999997)
280,280,281,,466204.944,4311979.807,2455.303,,-105.3900389,38.95612265,2441.311,Global,0.011,0.011,0.01,0.015,2.134,m,FIX,2024-07-22 15:38:58.8 UTC-06:00,2024-07-22 15:39:01.8 UTC-06:00,16,1.2,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.419,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,5,0,4311979.225000001,466206.609,2453.305,POINT Z (466206.609 4311979.225000001 2453.305)
281,281,282,,466204.826,4311979.842,2455.313,,-105.3900403,38.95612296,2441.321,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-07-22 15:39:19.8 UTC-06:00,2024-07-22 15:39:22.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.422,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,6,0,4311979.260000001,466206.491,2453.315,POINT Z (466206.491 4311979.260000001 2453.315)
282,282,283,,466204.613,4311979.897,2455.322,,-105.3900427,38.95612345,2441.329,Global,0.012,0.011,0.01,0.016,2.134,m,FIX,2024-07-22 15:39:31.6 UTC-06:00,2024-07-22 15:39:34.6 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.44,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4311979.315,466206.278,2453.324,POINT Z (466206.278 4311979.315 2453.324)
283,283,284,,466204.422,4311979.886,2455.353,,-105.3900449,38.95612334,2441.361,Global,0.011,0.012,0.01,0.016,2.134,m,FIX,2024-07-22 15:39:40.2 UTC-06:00,2024-07-22 15:39:43.2 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.505,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4311979.3040000005,466206.087,2453.355,POINT Z (466206.087 4311979.3040000005 2453.355)
284,284,285,,466204.21,4311979.869,2455.569,,-105.3900474,38.95612318,2441.577,Global,0.012,0.011,0.01,0.017,2.134,m,FIX,2024-07-22 15:39:54.0 UTC-06:00,2024-07-22 15:39:57.0 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.565,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4311979.2870000005,466205.875,2453.571,POINT Z (466205.875 4311979.2870000005 2453.571)
285,285,286,,466204.063,4311979.828,2455.668,,-105.3900491,38.9561228,2441.676,Global,0.015,0.013,0.011,0.02,2.134,m,FIX,2024-07-22 15:40:06.4 UTC-06:00,2024-07-22 15:40:09.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.653,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,6,0,4311979.246,466205.728,2453.67,POINT Z (466205.728 4311979.246 2453.67)
286,286,287,,466203.869,4311979.807,2455.714,,-105.3900513,38.95612261,2441.722,Global,0.012,0.013,0.01,0.018,2.134,m,FIX,2024-07-22 15:40:19.4 UTC-06:00,2024-07-22 15:40:22.4 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.742,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,5,6,0,4311979.225000001,466205.534,2453.716,POINT Z (466205.534 4311979.225000001 2453.716)
287,287,288,,466203.712,4311979.907,2456.11,,-105.3900531,38.9561235,2442.118,Global,0.013,0.011,0.01,0.017,2.134,m,FIX,2024-07-22 15:40:58.0 UTC-06:00,2024-07-22 15:41:01.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.608,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,6,0,4311979.325,466205.377,2454.112,POINT Z (466205.377 4311979.325 2454.112)
288,288,289,,466203.699,4311979.657,2455.69,,-105.3900533,38.95612125,2441.698,Global,0.012,0.012,0.01,0.017,2.134,m,FIX,2024-07-22 15:41:25.8 UTC-06:00,2024-07-22 15:41:28.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.939,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,6,0,4311979.075,466205.364,2453.692,POINT Z (466205.364 4311979.075 2453.692)
289,289,290,,466203.383,4311979.861,2455.749,,-105.3900569,38.95612307,2441.757,Global,0.011,0.011,0.01,0.015,2.134,m,FIX,2024-07-22 15:41:42.8 UTC-06:00,2024-07-22 15:41:45.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.844,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4311979.279,466205.04799999995,2453.7509999999997,POINT Z (466205.04799999995 4311979.279 2453.7509999999997)
290,290,291,,466203.682,4311980.138,2455.714,,-105.3900535,38.95612558,2441.722,Global,0.011,0.012,0.01,0.017,2.134,m,FIX,2024-07-22 15:41:55.0 UTC-06:00,2024-07-22 15:41:58.0 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.486,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4311979.556000001,466205.34699999995,2453.716,POINT Z (466205.34699999995 4311979.556000001 2453.716)
291,291,292,,466203.913,4311979.921,2455.682,,-105.3900508,38.95612364,2441.69,Global,0.011,0.011,0.012,0.015,2.134,m,FIX,2024-07-22 15:42:14.6 UTC-06:00,2024-07-22 15:42:17.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.603,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,5,6,0,4311979.339000001,466205.578,2453.6839999999997,POINT Z (466205.578 4311979.339000001 2453.6839999999997)
292,292,293,,466203.706,4311979.87,2455.721,,-105.3900532,38.95612317,2441.729,Global,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-07-22 15:42:27.2 UTC-06:00,2024-07-22 15:42:30.2 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.723,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,5,6,0,4311979.288000001,466205.371,2453.723,POINT Z (466205.371 4311979.288000001 2453.723)
293,293,294,,466203.709,4311979.902,2456.098,,-105.3900532,38.95612346,2442.106,Global,0.012,0.011,0.013,0.016,2.134,m,FIX,2024-07-22 15:43:26.6 UTC-06:00,2024-07-22 15:43:29.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.624,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4311979.32,466205.37399999995,2454.1,POINT Z (466205.37399999995 4311979.32 2454.1)
294,294,295,,466203.672,4311979.904,2456.097,,-105.3900536,38.95612347,2442.105,Global,0.017,0.013,0.012,0.021,2.134,m,FIX,2024-07-22 15:44:41.4 UTC-06:00,2024-07-22 15:45:11.4 UTC-06:00,151,1.4,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,71.634,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4311979.322000001,466205.337,2454.099,POINT Z (466205.337 4311979.322000001 2454.099)
295,295,1,,466251.157,4312190.496,2454.933,,-105.3895159,38.958023,2440.942,Global,0.011,0.013,0.01,0.017,2.134,m,FIX,2024-07-22 16:27:10.2 UTC-06:00,2024-07-22 16:27:40.2 UTC-06:00,151,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,147.59,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4312189.914000001,466252.822,2452.935,POINT Z (466252.822 4312189.914000001 2452.935)
296,296,2,,466250.952,4312190.305,2454.933,,-105.3895183,38.95802126,2440.943,Global,0.01,0.014,0.011,0.017,2.134,m,FIX,2024-07-22 16:28:26.0 UTC-06:00,2024-07-22 16:28:29.0 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,147.384,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,7,0,4312189.723,466252.61699999997,2452.935,POINT Z (466252.61699999997 4312189.723 2452.935)
297,297,3,,466251.331,4312190.208,2454.927,,-105.3895139,38.95802041,2440.936,Global,0.011,0.012,0.012,0.016,2.134,m,FIX,2024-07-22 16:28:45.6 UTC-06:00,2024-07-22 16:28:48.6 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,147.327,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,7,0,4312189.626,466252.996,2452.929,POINT Z (466252.996 4312189.626 2452.929)
298,298,4,,466251.343,4312190.673,2454.901,,-105.3895138,38.9580246,2440.91,Global,0.012,0.015,0.01,0.019,2.134,m,FIX,2024-07-22 16:28:59.8 UTC-06:00,2024-07-22 16:29:02.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,147.81,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,6,6,0,4312190.091000001,466253.008,2452.903,POINT Z (466253.008 4312190.091000001 2452.903)
299,299,5,,466250.995,4312190.752,2454.827,,-105.3895178,38.9580253,2440.836,Global,0.01,0.011,0.012,0.015,2.134,m,FIX,2024-07-22 16:29:16.4 UTC-06:00,2024-07-22 16:29:19.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,147.831,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312190.170000001,466252.66,2452.829,POINT Z (466252.66 4312190.170000001 2452.829)
300,300,6,,466251.16,4312190.488,2454.91,,-105.3895159,38.95802292,2440.919,Global,0.011,0.016,0.013,0.019,2.134,m,FIX,2024-07-22 16:29:41.6 UTC-06:00,2024-07-22 16:29:44.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,147.577,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312189.906,466252.82499999995,2452.912,POINT Z (466252.82499999995 4312189.906 2452.912)
301,301,7,,466251.205,4312190.558,2454.932,,-105.3895154,38.95802355,2440.941,Global,0.012,0.013,0.012,0.017,2.134,m,FIX,2024-07-22 16:29:50.2 UTC-06:00,2024-07-22 16:29:53.2 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,147.644,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312189.976000001,466252.87,2452.9339999999997,POINT Z (466252.87 4312189.976000001 2452.9339999999997)
302,302,8,,466251.174,4312190.557,2454.928,,-105.3895157,38.95802354,2440.938,Global,0.011,0.01,0.011,0.015,2.134,m,FIX,2024-07-22 16:29:55.4 UTC-06:00,2024-07-22 16:29:58.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,147.65,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312189.975000001,466252.839,2452.93,POINT Z (466252.839 4312189.975000001 2452.93)
303,303,9,,466251.053,4312190.663,2454.87,,-105.3895171,38.9580245,2440.879,Global,0.011,0.012,0.01,0.017,2.134,m,FIX,2024-07-22 16:30:42.8 UTC-06:00,2024-07-22 16:30:45.8 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,147.731,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,7,0,4312190.081,466252.718,2452.872,POINT Z (466252.718 4312190.081 2452.872)
304,304,10,,466250.979,4312190.775,2454.801,,-105.389518,38.9580255,2440.81,Global,0.011,0.011,0.01,0.015,2.134,m,FIX,2024-07-22 16:30:53.0 UTC-06:00,2024-07-22 16:30:56.0 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,147.849,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,7,0,4312190.193000001,466252.644,2452.803,POINT Z (466252.644 4312190.193000001 2452.803)
305,305,11,,466250.852,4312190.982,2454.783,,-105.3895195,38.95802736,2440.793,Global,0.011,0.014,0.01,0.018,2.134,m,FIX,2024-07-22 16:31:01.4 UTC-06:00,2024-07-22 16:31:04.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,148.032,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4312190.4,466252.517,2452.785,POINT Z (466252.517 4312190.4 2452.785)
306,306,12,,466250.699,4312191.099,2454.77,,-105.3895212,38.95802841,2440.779,Global,0.012,0.011,0.011,0.017,2.134,m,FIX,2024-07-22 16:31:09.0 UTC-06:00,2024-07-22 16:31:12.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,148.146,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4312190.517000001,466252.364,2452.772,POINT Z (466252.364 4312190.517000001 2452.772)
307,307,13,,466250.599,4312191.284,2454.765,,-105.3895224,38.95803008,2440.774,Global,0.012,0.014,0.01,0.018,2.134,m,FIX,2024-07-22 16:31:15.4 UTC-06:00,2024-07-22 16:31:18.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,148.293,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4312190.7020000005,466252.26399999997,2452.767,POINT Z (466252.26399999997 4312190.7020000005 2452.767)
308,308,14,,466250.484,4312191.439,2454.72,,-105.3895238,38.95803146,2440.729,Global,0.046,0.017,0.011,0.049,2.134,m,FIX,2024-07-22 16:31:23.0 UTC-06:00,2024-07-22 16:31:26.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,148.428,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312190.857000001,466252.149,2452.7219999999998,POINT Z (466252.149 4312190.857000001 2452.7219999999998)
309,309,15,,466250.259,4312191.558,2454.671,,-105.3895264,38.95803253,2440.681,Global,0.012,0.01,0.014,0.016,2.134,m,FIX,2024-07-22 16:31:35.4 UTC-06:00,2024-07-22 16:31:38.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,148.54,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4312190.976000001,466251.924,2452.673,POINT Z (466251.924 4312190.976000001 2452.673)
310,310,16,,466250.123,4312191.699,2454.604,,-105.3895279,38.95803379,2440.614,Global,0.011,0.013,0.011,0.017,2.134,m,FIX,2024-07-22 16:31:51.0 UTC-06:00,2024-07-22 16:31:54.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,148.645,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4312191.117000001,466251.788,2452.6059999999998,POINT Z (466251.788 4312191.117000001 2452.6059999999998)
311,311,17,,466249.99,4312191.788,2454.596,,-105.3895295,38.95803459,2440.605,Global,0.01,0.011,0.011,0.015,2.134,m,FIX,2024-07-22 16:31:57.8 UTC-06:00,2024-07-22 16:32:00.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,148.732,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4312191.206,466251.65499999997,2452.598,POINT Z (466251.65499999997 4312191.206 2452.598)
312,312,18,,466249.872,4312191.941,2454.579,,-105.3895308,38.95803597,2440.588,Global,0.018,0.028,0.011,0.034,2.134,m,FIX,2024-07-22 16:32:18.8 UTC-06:00,2024-07-22 16:32:21.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,148.827,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312191.359,466251.53699999995,2452.581,POINT Z (466251.53699999995 4312191.359 2452.581)
313,313,19,,466249.871,4312191.92,2454.479,,-105.3895309,38.95803578,2440.488,Global,0.012,0.012,0.011,0.017,2.134,m,FIX,2024-07-22 16:32:31.0 UTC-06:00,2024-07-22 16:32:34.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,148.861,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4312191.338,466251.53599999996,2452.4809999999998,POINT Z (466251.53599999996 4312191.338 2452.4809999999998)
314,314,20,,466249.775,4312192.15,2454.42,,-105.389532,38.95803785,2440.43,Global,0.041,0.024,0.015,0.048,2.134,m,FIX,2024-07-22 16:32:44.0 UTC-06:00,2024-07-22 16:32:47.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,149.057,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312191.568000001,466251.44,2452.422,POINT Z (466251.44 4312191.568000001 2452.422)
315,315,21,,466249.61,4312192.282,2454.246,,-105.3895339,38.95803903,2440.255,Global,0.013,0.011,0.01,0.017,2.134,m,FIX,2024-07-22 16:32:53.0 UTC-06:00,2024-07-22 16:32:56.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,149.209,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312191.7,466251.27499999997,2452.248,POINT Z (466251.27499999997 4312191.7 2452.248)
316,316,22,,466249.481,4312192.477,2454.23,,-105.3895354,38.95804078,2440.239,Global,0.011,0.01,0.015,0.015,2.134,m,FIX,2024-07-22 16:33:00.0 UTC-06:00,2024-07-22 16:33:03.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,149.383,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312191.8950000005,466251.146,2452.232,POINT Z (466251.146 4312191.8950000005 2452.232)
317,317,23,,466249.351,4312192.588,2454.243,,-105.3895369,38.95804177,2440.253,Global,0.022,0.016,0.011,0.027,2.134,m,FIX,2024-07-22 16:33:06.8 UTC-06:00,2024-07-22 16:33:09.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,149.473,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312192.006000001,466251.016,2452.245,POINT Z (466251.016 4312192.006000001 2452.245)
318,318,24,,466249.25,4312192.785,2454.226,,-105.3895381,38.95804355,2440.235,Global,0.019,0.01,0.013,0.022,2.134,m,FIX,2024-07-22 16:33:14.0 UTC-06:00,2024-07-22 16:33:17.0 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,149.655,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,7,0,4312192.203000001,466250.915,2452.228,POINT Z (466250.915 4312192.203000001 2452.228)
319,319,25,,466249.145,4312192.935,2454.216,,-105.3895393,38.9580449,2440.225,Global,0.012,0.011,0.01,0.017,2.134,m,FIX,2024-07-22 16:33:20.4 UTC-06:00,2024-07-22 16:33:23.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,149.788,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,7,0,4312192.353,466250.81,2452.218,POINT Z (466250.81 4312192.353 2452.218)
