,index,Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,northing_adj,easting_adj,elevation_adj,geometry
428,428,134,,466234.688,4312209.026,2455.216,,-105.3897069,38.95818933,2441.226,Global,0.01,0.013,0.011,0.016,2.134,m,FIX,2024-07-22 16:50:47.2 UTC-06:00,2024-07-22 16:50:50.2 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,164.602,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4312208.444,466236.353,2453.218,POINT Z (466236.353 4312208.444 2453.218)
429,429,135,,466235.167,4312209.031,2455.192,,-105.3897014,38.9581894,2441.202,Global,0.011,0.012,0.01,0.016,2.134,m,FIX,2024-07-22 16:51:05.0 UTC-06:00,2024-07-22 16:51:08.0 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,164.613,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,6,0,4312208.449000001,466236.832,2453.194,POINT Z (466236.832 4312208.449000001 2453.194)
430,430,136,,466235.158,4312208.617,2455.115,,-105.3897015,38.95818567,2441.125,Global,0.011,0.015,0.01,0.019,2.134,m,FIX,2024-07-22 16:51:21.2 UTC-06:00,2024-07-22 16:51:24.2 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,164.222,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4312208.035,466236.823,2453.1169999999997,POINT Z (466236.823 4312208.035 2453.1169999999997)
431,431,137,,466234.911,4312208.798,2455.19,,-105.3897043,38.95818729,2441.2,Global,0.011,0.01,0.012,0.015,2.134,m,FIX,2024-07-22 16:51:43.0 UTC-06:00,2024-07-22 16:51:46.0 UTC-06:00,16,1.7,2.0,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,164.371,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,5,6,0,4312208.216000001,466236.576,2453.192,POINT Z (466236.576 4312208.216000001 2453.192)
432,432,138,,466234.88,4312208.757,2455.238,,-105.3897047,38.95818692,2441.247,Global,0.012,0.011,0.011,0.016,2.134,m,FIX,2024-07-22 16:52:12.6 UTC-06:00,2024-07-22 16:52:15.6 UTC-06:00,16,1.6,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,164.328,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,5,0,4312208.175000001,466236.545,2453.24,POINT Z (466236.545 4312208.175000001 2453.24)
433,433,139,,466234.87,4312208.842,2455.23,,-105.3897048,38.95818769,2441.24,Global,0.011,0.012,0.013,0.016,2.134,m,FIX,2024-07-22 16:53:02.2 UTC-06:00,2024-07-22 16:53:32.2 UTC-06:00,151,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,164.41,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,8,6,6,0,4312208.260000001,466236.535,2453.232,POINT Z (466236.535 4312208.260000001 2453.232)
434,434,140,,466251.738,4312189.721,2454.924,,-105.3895092,38.95801603,2440.933,Global,0.011,0.01,0.025,0.015,2.134,m,FIX,2024-07-22 17:13:41.2 UTC-06:00,2024-07-22 17:13:44.2 UTC-06:00,16,1.7,2.0,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,146.908,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,4,5,0,4312189.139,466253.403,2452.926,POINT Z (466253.403 4312189.139 2452.926)
435,435,141,,466252.029,4312189.345,2454.953,,-105.3895058,38.95801266,2440.962,Global,0.011,0.011,0.029,0.015,2.134,m,FIX,2024-07-22 17:13:58.8 UTC-06:00,2024-07-22 17:14:01.8 UTC-06:00,16,1.7,2.0,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,146.582,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,4,5,0,4312188.763,466253.69399999996,2452.955,POINT Z (466253.69399999996 4312188.763 2452.955)
436,436,142,,466252.329,4312188.936,2454.935,,-105.3895023,38.95800898,2440.944,Global,0.01,0.012,0.03,0.016,2.134,m,FIX,2024-07-22 17:14:18.4 UTC-06:00,2024-07-22 17:14:21.4 UTC-06:00,16,1.7,2.0,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,146.223,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,4,6,0,4312188.354,466253.994,2452.937,POINT Z (466253.994 4312188.354 2452.937)
437,437,143,,466252.618,4312188.526,2454.968,,-105.389499,38.95800529,2440.977,Global,0.01,0.01,0.024,0.015,2.134,m,FIX,2024-07-22 17:14:52.0 UTC-06:00,2024-07-22 17:14:55.0 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,145.86,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,4,6,0,4312187.944,466254.283,2452.97,POINT Z (466254.283 4312187.944 2452.97)
438,438,144,,466252.899,4312188.125,2455.021,,-105.3894957,38.95800169,2441.03,Global,0.01,0.01,0.02,0.015,2.134,m,FIX,2024-07-22 17:15:13.0 UTC-06:00,2024-07-22 17:15:16.0 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,145.505,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,4,5,0,4312187.5430000005,466254.56399999995,2453.023,POINT Z (466254.56399999995 4312187.5430000005 2453.023)
439,439,145,,466253.189,4312187.733,2454.986,,-105.3894924,38.95799817,2440.995,Global,0.01,0.01,0.02,0.015,2.134,m,FIX,2024-07-22 17:15:27.8 UTC-06:00,2024-07-22 17:15:30.8 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,145.166,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,4,5,0,4312187.151000001,466254.854,2452.988,POINT Z (466254.854 4312187.151000001 2452.988)
440,440,146,,466253.506,4312187.323,2454.997,,-105.3894887,38.95799449,2441.006,Global,0.01,0.01,0.018,0.015,2.134,m,FIX,2024-07-22 17:15:43.0 UTC-06:00,2024-07-22 17:15:46.0 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,144.812,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,4,5,0,4312186.741,466255.171,2452.999,POINT Z (466255.171 4312186.741 2452.999)
441,441,147,,466253.803,4312186.927,2454.996,,-105.3894852,38.95799094,2441.005,Global,0.01,0.01,0.022,0.014,2.134,m,FIX,2024-07-22 17:15:58.0 UTC-06:00,2024-07-22 17:16:01.0 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,144.471,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,4,5,0,4312186.345000001,466255.468,2452.998,POINT Z (466255.468 4312186.345000001 2452.998)
442,442,148,,466254.104,4312186.529,2454.995,,-105.3894817,38.95798736,2441.005,Global,0.013,0.011,0.041,0.017,2.134,m,FIX,2024-07-22 17:16:12.6 UTC-06:00,2024-07-22 17:16:15.6 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,144.13,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,4,6,0,4312185.947000001,466255.769,2452.997,POINT Z (466255.769 4312185.947000001 2452.997)
443,443,149,,466254.389,4312186.116,2455.091,,-105.3894784,38.95798365,2441.1,Global,0.01,0.01,0.012,0.014,2.134,m,FIX,2024-07-22 17:16:27.4 UTC-06:00,2024-07-22 17:16:30.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,143.762,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,5,6,0,4312185.534000001,466256.054,2453.093,POINT Z (466256.054 4312185.534000001 2453.093)
444,444,150,,466254.677,4312185.715,2455.116,,-105.3894751,38.95798005,2441.125,Global,0.01,0.011,0.011,0.015,2.134,m,FIX,2024-07-22 17:16:40.6 UTC-06:00,2024-07-22 17:16:43.6 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,143.426,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,4,6,0,4312185.133,466256.342,2453.118,POINT Z (466256.342 4312185.133 2453.118)
445,445,151,,466255.005,4312185.313,2455.116,,-105.3894713,38.95797644,2441.125,Global,0.01,0.01,0.021,0.014,2.134,m,FIX,2024-07-22 17:17:03.0 UTC-06:00,2024-07-22 17:17:06.0 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,143.08,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,4,5,0,4312184.731000001,466256.67,2453.118,POINT Z (466256.67 4312184.731000001 2453.118)
446,446,152,,466255.265,4312184.916,2455.177,,-105.3894682,38.95797287,2441.186,Global,0.01,0.011,0.014,0.015,2.134,m,FIX,2024-07-22 17:17:17.4 UTC-06:00,2024-07-22 17:17:20.4 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,142.739,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,4,5,0,4312184.334000001,466256.93,2453.179,POINT Z (466256.93 4312184.334000001 2453.179)
447,447,153,,466255.583,4312184.517,2455.217,,-105.3894646,38.95796929,2441.226,Global,0.01,0.01,0.022,0.015,2.134,m,FIX,2024-07-22 17:17:31.6 UTC-06:00,2024-07-22 17:17:34.6 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,142.394,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,4,5,0,4312183.9350000005,466257.24799999996,2453.219,POINT Z (466257.24799999996 4312183.9350000005 2453.219)
448,448,154,,466255.874,4312184.126,2455.239,,-105.3894612,38.95796577,2441.248,Global,0.011,0.01,0.034,0.015,2.134,m,FIX,2024-07-22 17:17:48.6 UTC-06:00,2024-07-22 17:17:51.6 UTC-06:00,16,1.7,2.0,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,142.048,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,4,5,0,4312183.544000001,466257.539,2453.241,POINT Z (466257.539 4312183.544000001 2453.241)
449,449,155,,466256.157,4312183.713,2455.283,,-105.3894579,38.95796206,2441.292,Global,0.011,0.01,0.016,0.015,2.134,m,FIX,2024-07-22 17:18:06.0 UTC-06:00,2024-07-22 17:18:09.0 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,141.711,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,4,6,0,4312183.131000001,466257.822,2453.285,POINT Z (466257.822 4312183.131000001 2453.285)
450,450,156,,466256.469,4312183.327,2455.3,,-105.3894543,38.95795859,2441.309,Global,0.011,0.011,0.02,0.015,2.134,m,FIX,2024-07-22 17:18:39.8 UTC-06:00,2024-07-22 17:18:42.8 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,141.388,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,4,4,0,4312182.745,466258.13399999996,2453.302,POINT Z (466258.13399999996 4312182.745 2453.302)
451,451,157,,466256.773,4312182.927,2455.319,,-105.3894507,38.957955,2441.328,Global,0.01,0.011,0.025,0.015,2.134,m,FIX,2024-07-22 17:19:03.4 UTC-06:00,2024-07-22 17:19:06.4 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,141.05,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,4,5,0,4312182.345000001,466258.43799999997,2453.321,POINT Z (466258.43799999997 4312182.345000001 2453.321)
452,452,158,,466257.051,4312182.5,2455.32,,-105.3894475,38.95795117,2441.329,Global,0.01,0.011,0.012,0.015,2.134,m,FIX,2024-07-22 17:19:29.6 UTC-06:00,2024-07-22 17:19:32.6 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,140.677,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,4,6,0,4312181.9180000005,466258.71599999996,2453.322,POINT Z (466258.71599999996 4312181.9180000005 2453.322)
453,453,159,,466257.367,4312182.111,2455.343,,-105.3894439,38.95794768,2441.352,Global,0.01,0.01,0.019,0.014,2.134,m,FIX,2024-07-22 17:19:53.6 UTC-06:00,2024-07-22 17:19:56.6 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,140.36,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,4,6,0,4312181.529,466259.032,2453.345,POINT Z (466259.032 4312181.529 2453.345)
454,454,160,,466257.663,4312181.7,2455.384,,-105.3894404,38.95794398,2441.393,Global,0.01,0.011,0.013,0.015,2.134,m,FIX,2024-07-22 17:20:11.4 UTC-06:00,2024-07-22 17:20:14.4 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,140.012,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,8,4,6,0,4312181.118000001,466259.328,2453.386,POINT Z (466259.328 4312181.118000001 2453.386)
455,455,161,,466257.936,4312181.313,2455.405,,-105.3894372,38.95794051,2441.414,Global,0.011,0.01,0.011,0.015,2.134,m,FIX,2024-07-22 17:20:26.8 UTC-06:00,2024-07-22 17:20:29.8 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,139.69,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,8,6,6,0,4312180.731000001,466259.60099999997,2453.407,POINT Z (466259.60099999997 4312180.731000001 2453.407)
456,456,162,,466258.253,4312180.904,2455.321,,-105.3894336,38.95793683,2441.33,Global,0.01,0.011,0.013,0.015,2.134,m,FIX,2024-07-22 17:20:48.4 UTC-06:00,2024-07-22 17:20:51.4 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,139.36,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,8,5,6,0,4312180.322000001,466259.918,2453.323,POINT Z (466259.918 4312180.322000001 2453.323)
457,457,163,,466258.557,4312180.523,2455.338,,-105.38943,38.95793341,2441.347,Global,0.011,0.011,0.019,0.015,2.134,m,FIX,2024-07-22 17:21:05.8 UTC-06:00,2024-07-22 17:21:08.8 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,139.046,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,8,5,6,0,4312179.941000001,466260.22199999995,2453.34,POINT Z (466260.22199999995 4312179.941000001 2453.34)
458,458,164,,466258.849,4312180.125,2455.388,,-105.3894266,38.95792983,2441.397,Global,0.012,0.011,0.017,0.016,2.134,m,FIX,2024-07-22 17:21:20.8 UTC-06:00,2024-07-22 17:21:23.8 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,138.718,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,8,4,5,0,4312179.5430000005,466260.51399999997,2453.39,POINT Z (466260.51399999997 4312179.5430000005 2453.39)
459,459,165,,466259.158,4312179.721,2455.391,,-105.3894231,38.95792621,2441.4,Global,0.011,0.011,0.017,0.015,2.134,m,FIX,2024-07-22 17:21:39.2 UTC-06:00,2024-07-22 17:21:42.2 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,138.39,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,8,5,6,0,4312179.139,466260.823,2453.393,POINT Z (466260.823 4312179.139 2453.393)
460,460,166,,466259.453,4312179.322,2455.416,,-105.3894196,38.95792263,2441.425,Global,0.01,0.01,0.013,0.014,2.134,m,FIX,2024-07-22 17:21:53.4 UTC-06:00,2024-07-22 17:21:56.4 UTC-06:00,16,1.8,2.1,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,138.054,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,8,5,6,0,4312178.74,466261.11799999996,2453.418,POINT Z (466261.11799999996 4312178.74 2453.418)
461,461,167,,466259.767,4312178.957,2455.467,,-105.389416,38.95791934,2441.476,Global,0.012,0.015,0.02,0.019,2.134,m,FIX,2024-07-22 17:22:06.0 UTC-06:00,2024-07-22 17:22:09.0 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,137.742,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,5,6,0,4312178.375000001,466261.432,2453.469,POINT Z (466261.432 4312178.375000001 2453.469)
462,462,168,,466260.014,4312178.51,2455.442,,-105.3894131,38.95791532,2441.451,Global,0.01,0.01,0.015,0.014,2.134,m,FIX,2024-07-22 17:22:19.2 UTC-06:00,2024-07-22 17:22:22.2 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,137.386,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,8,5,6,0,4312177.928,466261.679,2453.444,POINT Z (466261.679 4312177.928 2453.444)
463,463,169,,466260.322,4312178.111,2455.47,,-105.3894095,38.95791174,2441.479,Global,0.01,0.011,0.02,0.015,2.134,m,FIX,2024-07-22 17:22:31.4 UTC-06:00,2024-07-22 17:22:34.4 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,137.06,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,8,5,6,0,4312177.529,466261.98699999996,2453.4719999999998,POINT Z (466261.98699999996 4312177.529 2453.4719999999998)
464,464,170,,466260.624,4312177.722,2455.553,,-105.389406,38.95790825,2441.562,Global,0.01,0.01,0.015,0.015,2.134,m,FIX,2024-07-22 17:22:46.8 UTC-06:00,2024-07-22 17:22:49.8 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,136.737,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,8,5,6,0,4312177.140000001,466262.289,2453.555,POINT Z (466262.289 4312177.140000001 2453.555)
465,465,171,,466260.924,4312177.374,2455.593,,-105.3894026,38.95790512,2441.602,Global,0.014,0.011,0.018,0.018,2.134,m,FIX,2024-07-22 17:22:59.4 UTC-06:00,2024-07-22 17:23:02.4 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,136.464,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,8,5,5,0,4312176.792,466262.589,2453.595,POINT Z (466262.589 4312176.792 2453.595)
466,466,172,,466261.22,4312176.962,2455.592,,-105.3893991,38.95790142,2441.601,Global,0.01,0.01,0.015,0.014,2.134,m,FIX,2024-07-22 17:23:12.0 UTC-06:00,2024-07-22 17:23:15.0 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,136.134,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,8,5,6,0,4312176.380000001,466262.88499999995,2453.594,POINT Z (466262.88499999995 4312176.380000001 2453.594)
467,467,173,,466261.536,4312176.583,2455.63,,-105.3893955,38.95789802,2441.639,Global,0.01,0.011,0.021,0.015,2.134,m,FIX,2024-07-22 17:23:25.6 UTC-06:00,2024-07-22 17:23:28.6 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,135.835,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,8,5,5,0,4312176.001,466263.201,2453.632,POINT Z (466263.201 4312176.001 2453.632)
468,468,174,,466261.82,4312176.207,2455.726,,-105.3893922,38.95789464,2441.735,Global,0.01,0.01,0.021,0.014,2.134,m,FIX,2024-07-22 17:23:37.2 UTC-06:00,2024-07-22 17:23:40.2 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,135.531,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,8,5,6,0,4312175.625000001,466263.485,2453.728,POINT Z (466263.485 4312175.625000001 2453.728)
469,469,175,,466262.117,4312175.805,2455.787,,-105.3893887,38.95789103,2441.796,Global,0.01,0.013,0.022,0.016,2.134,m,FIX,2024-07-22 17:23:49.6 UTC-06:00,2024-07-22 17:23:52.6 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,135.196,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,8,5,6,0,4312175.223,466263.782,2453.7889999999998,POINT Z (466263.782 4312175.223 2453.7889999999998)
470,470,176,,466262.338,4312175.491,2455.985,,-105.3893862,38.95788821,2441.994,Global,0.01,0.011,0.013,0.015,2.134,m,FIX,2024-07-22 17:24:04.8 UTC-06:00,2024-07-22 17:24:07.8 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,134.926,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4312174.909000001,466264.00299999997,2453.987,POINT Z (466264.00299999997 4312174.909000001 2453.987)
471,471,177,,466262.616,4312175.138,2456.249,,-105.3893829,38.95788504,2442.258,Global,0.01,0.01,0.013,0.014,2.134,m,FIX,2024-07-22 17:24:17.2 UTC-06:00,2024-07-22 17:24:20.2 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,134.638,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,8,4,6,0,4312174.556000001,466264.28099999996,2454.2509999999997,POINT Z (466264.28099999996 4312174.556000001 2454.2509999999997)
472,472,178,,466263.48,4312173.993,2457.203,,-105.3893729,38.95787476,2443.212,Global,0.011,0.011,0.014,0.015,2.134,m,FIX,2024-07-22 17:24:47.6 UTC-06:00,2024-07-22 17:24:50.6 UTC-06:00,16,1.7,2.0,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,133.651,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,8,4,5,0,4312173.411,466265.14499999996,2455.205,POINT Z (466265.14499999996 4312173.411 2455.205)
473,473,179,,466234.623,4312209.164,2455.217,,-105.3897077,38.95819058,2441.227,Global,0.01,0.01,0.021,0.015,2.134,m,FIX,2024-07-22 17:28:10.8 UTC-06:00,2024-07-22 17:28:13.8 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,164.731,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,5,0,4312208.582,466236.288,2453.219,POINT Z (466236.288 4312208.582 2453.219)
474,474,180,,466234.302,4312209.493,2455.273,,-105.3897114,38.95819353,2441.283,Global,0.012,0.01,0.03,0.016,2.134,m,FIX,2024-07-22 17:28:21.4 UTC-06:00,2024-07-22 17:28:24.4 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,165.047,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,8,5,4,0,4312208.911,466235.967,2453.275,POINT Z (466235.967 4312208.911 2453.275)
475,475,181,,466234.004,4312209.893,2455.376,,-105.3897149,38.95819712,2441.386,Global,0.011,0.01,0.015,0.015,2.134,m,FIX,2024-07-22 17:28:32.6 UTC-06:00,2024-07-22 17:28:35.6 UTC-06:00,16,1.7,2.0,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,165.426,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,8,5,5,0,4312209.311000001,466235.669,2453.378,POINT Z (466235.669 4312209.311000001 2453.378)
476,476,182,,466233.676,4312210.251,2455.453,,-105.3897187,38.95820034,2441.463,Global,0.011,0.01,0.013,0.015,2.134,m,FIX,2024-07-22 17:28:44.8 UTC-06:00,2024-07-22 17:28:47.8 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,165.772,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,5,5,0,4312209.669000001,466235.34099999996,2453.455,POINT Z (466235.34099999996 4312209.669000001 2453.455)
477,477,183,,466233.334,4312210.624,2455.493,,-105.3897226,38.95820368,2441.503,Global,0.013,0.012,0.02,0.017,2.134,m,FIX,2024-07-22 17:29:00.6 UTC-06:00,2024-07-22 17:29:03.6 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,166.145,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,5,5,0,4312210.042,466234.99899999995,2453.495,POINT Z (466234.99899999995 4312210.042 2453.495)
478,478,184,,466233.018,4312211.018,2455.521,,-105.3897263,38.95820722,2441.531,Global,0.01,0.012,0.013,0.015,2.134,m,FIX,2024-07-22 17:29:19.2 UTC-06:00,2024-07-22 17:29:22.2 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,166.527,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,8,4,5,0,4312210.436000001,466234.68299999996,2453.523,POINT Z (466234.68299999996 4312210.436000001 2453.523)
479,479,185,,466232.715,4312211.4,2455.619,,-105.3897298,38.95821065,2441.628,Global,0.011,0.011,0.014,0.015,2.134,m,FIX,2024-07-22 17:29:34.0 UTC-06:00,2024-07-22 17:29:37.0 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,166.884,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,5,5,0,4312210.818000001,466234.38,2453.621,POINT Z (466234.38 4312210.818000001 2453.621)
480,480,186,,466232.408,4312211.761,2455.729,,-105.3897334,38.9582139,2441.739,Global,0.01,0.01,0.013,0.014,2.134,m,FIX,2024-07-22 17:29:46.6 UTC-06:00,2024-07-22 17:29:49.6 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,167.24,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,8,6,5,0,4312211.1790000005,466234.073,2453.7309999999998,POINT Z (466234.073 4312211.1790000005 2453.7309999999998)
