point,easting,northing,elevationj,code
971,4328378.935,988206.128,2407.543,tr
972,4328378.758,988206.173,2407.892,tr
973,4328378.556,988206.262,2407.885,tr
974,4328378.352,988206.256,2407.688,tr
975,4328378.131,988206.239,2407.552,tr
976,4328377.94,988206.284,2407.48,tr
977,4328377.66,988206.376,2407.377,tr
978,4328377.376,988206.432,2407.304,tr
979,4328377.198,988206.451,2407.323,tr
980,4328376.989,988206.508,2407.222,tr
981,4328376.81,988206.578,2407.111,tr
982,4328376.582,988206.55,2407.138,tr
983,4328376.404,988206.621,2407.095,tr
984,4328376.215,988206.673,2407.08,tr
985,4328376.017,988206.703,2407.021,tr
986,4328375.874,988206.721,2406.93,tr
987,4328375.642,988206.791,2406.748,tr
988,4328375.424,988206.864,2406.735,tr
989,4328375.228,988206.8,2406.861,tr
990,4328375.009,988206.858,2406.753,tr
991,4328374.793,988206.884,2406.745,tr
992,4328374.603,988206.942,2406.774,tr
993,4328374.456,988207.002,2406.798,tr
994,4328374.257,988207.039,2406.805,tr
995,4328374.039,988207.054,2406.688,tr
996,4328373.838,988207.11,2406.754,tr
997,4328373.672,988207.215,2406.789,tr
998,4328373.444,988207.285,2406.831,tr
999,4328373.264,988207.222,2406.906,tr
1000,4328373.073,988207.332,2406.96,tr
1001,4328372.899,988207.397,2406.97,tr
1002,4328372.693,988207.478,2406.961,tr
1003,4328372.494,988207.477,2406.986,tr
1004,4328372.284,988207.435,2407.012,tr
1005,4328372.102,988207.548,2407.037,tr
1006,4328371.873,988207.531,2407.053,tr
1007,4328371.684,988207.531,2407.053,tr
1008,4328371.478,988207.589,2407.076,tr
1009,4328371.304,988207.652,2407.089,tr
1010,4328371.085,988207.645,2407.065,tr
1011,4328370.905,988207.689,2407.054,tr
1012,4328370.701,988207.72,2407.053,tr
1013,4328370.53,988207.789,2407.067,tr
1014,4328370.308,988207.844,2407.084,tr
1015,4328370.117,988207.888,2407.061,tr
1016,4328369.929,988207.948,2407.094,tr
1017,4328369.721,988207.98,2407.067,tr
1018,4328369.508,988208.02,2407.065,tr
1019,4328369.33,988208.062,2407.031,tr
1020,4328369.14,988208.132,2407.033,tr
1021,4328368.949,988208.172,2407.052,tr
1022,4328368.951,988208.161,2407.043,tr
1023,4328368.754,988208.261,2407.076,tr
1024,4328368.542,988208.228,2407.117,tr
1025,4328368.347,988208.264,2407.124,tr
1026,4328368.143,988208.284,2407.12,tr
1027,4328367.986,988208.387,2407.073,tr
1028,4328367.771,988208.352,2407.038,tr
1029,4328367.551,988208.395,2406.99,tr
1030,4328367.357,988208.459,2406.947,tr
1031,4328367.161,988208.473,2406.919,tr
1032,4328366.961,988208.526,2406.899,tr
1033,4328366.798,988208.577,2406.902,tr
1034,4328366.588,988208.629,2406.943,tr
1035,4328366.383,988208.644,2406.984,tr
1036,4328366.207,988208.717,2407.043,tr
1037,4328365.999,988208.794,2407.047,tr
1038,4328365.769,988208.679,2407.059,tr
1039,4328365.593,988208.716,2407.047,tr
1040,4328365.38,988208.758,2407.045,tr
1041,4328365.194,988208.852,2407.047,tr
1042,4328364.991,988208.856,2407.049,tr
1043,4328364.782,988208.914,2407.063,tr
1044,4328364.616,988208.971,2407.074,tr
1045,4328364.401,988209.025,2407.068,tr
1046,4328364.212,988209.046,2407.075,tr
1047,4328364.023,988209.08,2407.099,tr
1048,4328363.81,988209.116,2407.101,tr
1049,4328363.618,988209.105,2407.093,tr
1050,4328363.418,988209.166,2407.101,tr
1051,4328363.225,988209.273,2407.079,tr
1052,4328363.044,988209.279,2407.091,tr
1053,4328362.833,988209.324,2407.078,tr
1054,4328362.643,988209.382,2407.055,tr
1055,4328362.465,988209.456,2407.004,tr
1056,4328362.266,988209.508,2407.004,tr
1057,4328362.058,988209.506,2406.983,tr
1058,4328361.866,988209.524,2406.977,tr
1059,4328361.645,988209.539,2407.026,tr
1060,4328361.471,988209.633,2407.023,tr
1061,4328361.281,988209.694,2407.003,tr
1062,4328361.085,988209.713,2407.019,tr
1063,4328360.879,988209.758,2406.99,tr
1064,4328360.647,988209.757,2406.961,tr
1065,4328360.478,988209.81,2406.994,tr
1066,4328360.301,988209.813,2406.926,tr
1067,4328360.088,988209.858,2406.937,tr
1068,4328359.877,988209.891,2406.993,tr
1069,4328359.694,988209.929,2406.932,tr
1070,4328359.523,988209.989,2406.88,tr
1071,4328359.295,988210.034,2406.884,tr
1072,4328359.15,988210.089,2406.918,tr
1073,4328358.917,988210.146,2406.899,tr
1074,4328358.712,988210.188,2406.915,tr
1075,4328358.522,988210.184,2406.874,tr
1076,4328358.324,988210.217,2406.865,tr
1077,4328358.123,988210.263,2406.953,tr
1078,4328357.952,988210.294,2406.946,tr
1079,4328357.721,988210.341,2406.969,tr
1080,4328357.529,988210.35,2406.993,tr
1081,4328357.339,988210.44,2406.969,tr
1082,4328357.135,988210.445,2406.963,tr
1083,4328356.947,988210.492,2406.961,tr
1084,4328356.739,988210.517,2406.966,tr
1085,4328356.525,988210.53,2407.01,tr
1086,4328356.362,988210.577,2407.084,tr
1087,4328356.133,988210.604,2407.184,tr
1088,4328355.945,988210.656,2407.245,tr
1089,4328355.73,988210.686,2407.287,tr
1090,4328355.658,988210.675,2407.324,tr
1091,4328355.558,988210.758,2407.512,tr
1092,4328355.485,988210.765,2407.611,tr
1093,4328355.369,988210.778,2407.662,tr
1094,4328355.175,988210.812,2407.655,tr
1095,4328354.988,988210.852,2407.64,tr
1096,4328354.795,988210.872,2407.646,tr
1097,4328354.603,988210.944,2407.661,tr
1098,4328354.441,988210.975,2407.684,tr
415,4328354.035,988211.073,2407.65,tr
416,4328353.505,988211.149,2407.64,tr
417,4328352.918,988211.28,2407.695,tr
418,4328352.2,988211.376,2407.692,tr
419,4328351.536,988211.522,2407.797,tr
420,4328350.91,988211.644,2407.879,tr
421,4328350.487,988211.752,2407.918,tr
422,4328349.992,988211.877,2407.951,tr
423,4328349.359,988212.005,2407.917,tr
424,4328348.809,988212.176,2407.857,tr
425,4328348.219,988212.344,2407.903,tr
426,4328347.715,988212.477,2407.919,tr
427,4328347.113,988212.623,2407.956,tr
428,4328346.533,988212.779,2407.94,tr
429,4328345.88,988212.957,2407.905,tr
430,4328345.248,988213.139,2407.912,tr
431,4328344.463,988213.279,2407.883,tr
432,4328343.933,988213.483,2407.903,tr
433,4328343.444,988213.61,2407.912,tr
434,4328343.019,988213.686,2407.898,tr
435,4328342.533,988213.832,2407.814,tr
436,4328341.92,988213.915,2407.795,tr
437,4328341.434,988214.017,2407.788,tr
438,4328340.804,988214.161,2407.741,tr
439,4328340.131,988214.341,2407.757,tr
440,4328339.511,988214.482,2407.763,tr
441,4328338.945,988214.633,2407.775,tr
442,4328338.323,988214.8,2407.774,tr
443,4328337.733,988214.912,2407.735,tr
444,4328337.126,988215.1,2407.713,tr
445,4328336.559,988215.233,2407.729,tr
446,4328335.834,988215.376,2407.636,tr
447,4328335.252,988215.502,2407.579,tr
448,4328334.672,988215.669,2407.514,tr
449,4328334.262,988215.745,2407.527,tr
450,4328333.625,988215.912,2407.502,tr
451,4328332.945,988216.116,2407.577,tr
452,4328332.244,988216.282,2407.552,tr
453,4328331.664,988216.433,2407.528,tr
454,4328330.995,988216.592,2407.564,tr
455,4328330.431,988216.733,2407.529,tr
456,4328329.882,988216.865,2407.495,tr
457,4328329.34,988217.003,2407.505,tr
458,4328328.68,988217.139,2407.481,tr
459,4328327.957,988217.31,2407.412,tr
460,4328327.397,988217.476,2407.438,tr
461,4328326.736,988217.703,2407.436,tr
462,4328326.147,988217.833,2407.468,tr
463,4328325.533,988218.004,2407.461,tr
464,4328324.931,988218.151,2407.477,tr
465,4328324.308,988217.942,2407.509,tr
466,4328323.6,988218.104,2407.703,tr
467,4328323.096,988218.21,2408.01,tr
468,4328322.508,988218.769,2408.384,tr
469,4328322.147,988219.06,2408.606,tr
470,4328321.763,988219.137,2408.737,tr
471,4328321.275,988219.301,2408.798,tr
472,4328320.879,988219.401,2408.827,tr
473,4328320.219,988219.471,2409.004,tr
474,4328319.466,988219.046,2409.163,tr
475,4328318.794,988219.198,2409.142,tr
476,4328318.136,988219.14,2409.145,tr
477,4328317.333,988219.043,2409.135,tr
478,4328316.594,988219.252,2409.179,tr
479,4328315.83,988219.28,2409.424,tr
480,4328315.193,988219.318,2409.681,tr
481,4328314.766,988219.325,2409.835,tr
482,4328314.223,988219.302,2410.078,tr
483,4328313.918,988219.265,2410.22,tr
new_s_dn_1,4328313.548,988219.294,2410.465,ctl_new
1099,4328331.079,987985.167,2411.962,tr
1100,4328331.198,987985.213,2411.949,tr
1101,4328331.377,987985.269,2411.936,tr
1102,4328331.589,987985.278,2411.835,tr
1103,4328331.788,987985.346,2411.684,tr
1104,4328331.983,987985.396,2411.6,tr
1105,4328332.189,987985.457,2411.51,tr
1106,4328332.353,987985.448,2411.117,tr
1107,4328332.496,987985.439,2411.083,tr
1108,4328332.584,987985.555,2411.512,tr
1109,4328332.762,987985.575,2411.575,tr
1110,4328332.928,987985.633,2411.709,tr
1111,4328333.153,987985.711,2411.764,tr
1112,4328333.348,987985.911,2411.533,tr
1113,4328333.702,987985.883,2411.38,tr
1114,4328333.885,987985.948,2411.311,tr
1115,4328334.062,987986.025,2411.229,tr
1116,4328334.291,987986.109,2411.125,tr
1117,4328334.363,987986.077,2410.86,tr
1118,4328334.519,987986.118,2410.77,tr
1119,4328334.684,987986.134,2410.723,tr
1120,4328334.906,987986.193,2410.667,tr
1121,4328335.081,987986.254,2410.65,tr
1122,4328335.263,987986.311,2410.61,tr
1123,4328335.456,987986.296,2410.643,tr
1124,4328335.729,987986.333,2410.889,tr
1125,4328335.569,987986.297,2410.84,tr
1126,4328335.881,987986.38,2410.68,tr
1127,4328336.071,987986.419,2410.579,tr
1128,4328336.242,987986.489,2410.601,tr
1129,4328336.487,987986.537,2410.595,tr
1130,4328336.647,987986.581,2410.556,tr
1131,4328336.788,987986.705,2410.519,tr
1132,4328336.978,987986.836,2410.495,tr
1133,4328337.186,987986.812,2410.48,tr
1134,4328337.41,987986.87,2410.435,tr
1135,4328337.548,987986.963,2410.409,tr
1136,4328337.756,987987.032,2410.381,tr
1137,4328337.954,987987.058,2410.413,tr
1138,4328338.149,987987.103,2410.374,tr
1139,4328338.338,987987.15,2410.385,tr
1140,4328338.533,987987.197,2410.362,tr
1141,4328338.719,987987.248,2410.34,tr
1142,4328338.911,987987.323,2410.335,tr
1143,4328339.097,987987.364,2410.318,tr
1144,4328339.283,987987.461,2410.31,tr
1145,4328339.501,987987.483,2410.31,tr
1146,4328339.704,987987.563,2410.306,tr
1147,4328339.906,987987.587,2410.305,tr
1148,4328340.267,987987.656,2410.303,tr
1149,4328340.488,987987.718,2410.35,tr
1150,4328340.673,987987.774,2410.358,tr
1151,4328340.85,987987.845,2410.365,tr
1152,4328341.047,987987.914,2410.335,tr
1153,4328341.227,987987.975,2410.344,tr
1154,4328341.436,987988.035,2410.296,tr
1155,4328341.601,987988.076,2410.286,tr
1156,4328341.816,987988.085,2410.252,tr
1157,4328341.997,987988.182,2410.255,tr
1158,4328342.189,987988.231,2410.272,tr
1159,4328342.382,987988.316,2410.287,tr
1160,4328342.571,987988.413,2410.25,tr
1161,4328342.934,987988.46,2410.28,tr
1162,4328343.142,987988.5,2410.293,tr
1163,4328343.338,987988.536,2410.322,tr
1164,4328343.546,987988.553,2410.349,tr
1165,4328343.759,987988.61,2410.345,tr
1166,4328343.96,987988.673,2410.331,tr
1167,4328344.158,987988.752,2410.326,tr
1168,4328344.324,987988.812,2410.315,tr
1169,4328344.512,987988.836,2410.324,tr
1170,4328344.729,987988.864,2410.307,tr
1171,4328344.913,987988.962,2410.308,tr
1172,4328345.083,987989.03,2410.307,tr
1173,4328345.28,987989.04,2410.307,tr
1174,4328345.458,987989.127,2410.333,tr
1175,4328345.679,987989.177,2410.347,tr
1176,4328345.854,987989.307,2410.321,tr
1177,4328346.067,987989.27,2410.346,tr
1178,4328346.222,987989.375,2410.369,tr
1179,4328346.454,987989.381,2410.382,tr
1180,4328346.652,987989.458,2410.378,tr
1181,4328346.847,987989.492,2410.339,tr
1182,4328347.059,987989.555,2410.371,tr
1183,4328347.254,987989.634,2410.4,tr
1184,4328347.424,987989.673,2410.534,tr
1185,4328347.643,987989.674,2410.422,tr
1186,4328347.742,987989.683,2410.315,tr
1187,4328347.834,987989.757,2410.277,tr
1188,4328348.004,987989.764,2410.247,tr
1189,4328348.204,987989.831,2410.127,tr
1190,4328348.378,987989.877,2410.138,tr
1191,4328348.569,987990.01,2410.119,tr
1192,4328348.757,987990.052,2410.125,tr
1193,4328348.954,987990.072,2410.173,tr
1194,4328349.054,987990.069,2410.172,tr
1195,4328349.122,987990.054,2410.424,tr
1196,4328349.211,987990.094,2410.463,tr
1197,4328349.327,987990.166,2410.501,tr
1198,4328349.547,987990.224,2410.45,tr
1199,4328349.7,987990.299,2410.441,tr
1200,4328349.93,987990.353,2410.419,tr
1201,4328350.13,987990.374,2410.376,tr
1202,4328350.306,987990.501,2410.366,tr
1203,4328350.421,987990.477,2410.385,tr
1204,4328350.525,987990.543,2410.561,tr
1205,4328350.626,987990.522,2410.622,tr
1206 log,4328350.678,987990.542,2411.046,tr
1207 log,4328350.829,987990.56,2411.107,tr
1208 log,4328350.93,987990.57,2411.081,tr
1209,4328351.046,987990.487,2410.297,tr
1210,4328351.263,987990.586,2410.355,tr
1211,4328351.49,987990.588,2410.372,tr
1212,4328351.497,987990.744,2411.185,tr
1213,4328351.705,987990.752,2411.298,tr
1214,4328351.885,987990.825,2411.437,tr
1215,4328351.998,987990.981,2411.501,tr
1216,4328352.237,987991.009,2411.631,tr
1217,4328352.426,987991.082,2411.635,tr
1218,4328352.609,987991.121,2411.596,tr
1219,4328352.917,987991.213,2411.138,tr
1220,4328352.787,987991.132,2411.471,tr
1221,4328353.002,987991.265,2411.18,tr
1206,4328353.204,987991.243,2411.306,tr
1207,4328353.397,987991.298,2411.408,tr
1208,4328353.565,987991.353,2411.463,tr
1222,4328353.767,987991.393,2411.506,tr
1223,4328353.928,987991.407,2411.595,tr
1224,4328353.992,987991.373,2412.244,tr
1225,4328354.161,987991.443,2412.399,tr
1226,4328354.371,987991.459,2412.37,tr
1227,4328354.543,987991.528,2412.4,tr
1228,4328354.728,987991.556,2412.391,tr
1229,4328354.88,987991.688,2412.365,tr
1230,4328355.088,987991.713,2412.325,tr
1231,4328355.252,987991.777,2412.141,tr
1232log,4328355.289,987991.8,2412.457,tr
1233 log,4328355.368,987991.827,2412.511,tr
1234log,4328355.432,987991.843,2412.492,tr
1235,4328355.539,987991.862,2412.489,tr
1236,4328355.64,987991.859,2411.889,tr
1237,4328355.885,987991.943,2411.891,tr
1238,4328355.977,987991.966,2412.144,tr
1239,4328356.176,987992.053,2412.135,tr
1240,4328356.337,987992.097,2412.262,tr
1241,4328356.505,987992.173,2412.142,tr
1242,4328358.657,988029.02,2411.643,tr
1243,4328358.459,988028.99,2411.593,tr
1244,4328358.253,988028.936,2411.426,tr
1245,4328357.986,988028.869,2411.298,tr
1246,4328357.879,988028.852,2411.214,tr
1247,4328357.673,988028.768,2411.189,tr
1248,4328357.513,988028.73,2411.098,tr
1249,4328357.459,988028.697,2411.047,tr
1250,4328357.282,988028.663,2410.971,tr
1251,4328357.117,988028.586,2410.911,tr
1252,4328356.904,988028.55,2410.85,tr
1253,4328356.718,988028.504,2410.776,tr
1232,4328356.536,988028.445,2410.709,tr
1233,4328356.497,988028.405,2410.579,tr
1234,4328356.321,988028.394,2410.45,tr
1254,4328356.135,988028.345,2410.328,tr
1255,4328355.942,988028.3,2410.279,tr
1256,4328355.768,988028.22,2410.241,tr
1257,4328355.572,988028.199,2410.227,tr
1258,4328355.478,988028.154,2410.243,tr
1259,4328355.363,988028.1,2410.233,tr
1260,4328355.123,988028.12,2410.179,tr
1261,4328354.947,988028.017,2410.084,tr
1262,4328354.753,988027.963,2410.134,tr
1263,4328354.59,988027.917,2410.144,tr
1264,4328354.388,988027.875,2410.189,tr
1265,4328354.209,988027.824,2410.175,tr
1266,4328354.024,988027.819,2410.183,tr
1267,4328353.787,988027.768,2410.263,tr
1268,4328353.611,988027.673,2410.271,tr
1269,4328353.434,988027.65,2410.242,tr
1270,4328353.188,988027.575,2410.302,tr
1271,4328353.027,988027.552,2410.268,tr
1272,4328352.82,988027.517,2410.29,tr
1273,4328352.624,988027.451,2410.253,tr
1274,4328352.447,988027.366,2410.255,tr
1275,4328352.237,988027.361,2410.264,tr
1276,4328352.074,988027.166,2410.218,tr
1277,4328351.87,988027.195,2410.162,tr
1278,4328351.698,988027.089,2410.179,tr
1279,4328351.477,988027.104,2410.153,tr
1280,4328351.289,988027.096,2410.147,tr
1281,4328351.102,988027.007,2410.144,tr
1282,4328350.892,988026.972,2410.157,tr
1283,4328350.703,988026.938,2410.167,tr
1284,4328350.514,988026.914,2410.164,tr
1285,4328350.305,988026.875,2410.177,tr
1286,4328350.204,988026.799,2410.165,tr
1287,4328349.939,988026.697,2410.187,tr
1288,4328349.77,988026.654,2410.2,tr
1289,4328349.53,988026.61,2410.228,tr
1290,4328349.363,988026.529,2410.259,tr
1291,4328349.175,988026.502,2410.277,tr
1292,4328348.99,988026.433,2410.271,tr
1293,4328348.799,988026.383,2410.272,tr
1294,4328348.578,988026.329,2410.278,tr
1295,4328348.384,988026.274,2410.283,tr
1296,4328348.199,988026.228,2410.275,tr
1297,4328348.009,988026.166,2410.283,tr
1298,4328347.81,988026.121,2410.249,tr
1299,4328347.613,988026.072,2410.212,tr
1300,4328347.426,988026.009,2410.138,tr
1301,4328347.202,988025.953,2410.092,tr
1302,4328347.007,988025.889,2410.096,tr
1303,4328346.847,988025.833,2410.059,tr
1304,4328346.635,988025.77,2410.05,tr
1305,4328346.443,988025.748,2410.024,tr
1306,4328346.268,988025.713,2410.01,tr
1307,4328346.063,988025.654,2410.009,tr
1308,4328345.88,988025.604,2409.984,tr
1309,4328345.679,988025.56,2409.982,tr
1310,4328345.494,988025.511,2409.96,tr
1311,4328345.28,988025.48,2409.934,tr
1312,4328345.109,988025.418,2409.922,tr
1313,4328344.916,988025.358,2409.916,tr
1314,4328344.709,988025.293,2409.922,tr
1315,4328344.533,988025.24,2409.909,tr
1316,4328344.317,988025.193,2409.93,tr
1317,4328344.146,988025.157,2409.937,tr
1318,4328343.948,988025.166,2409.994,tr
1319,4328343.71,988025.102,2410.04,tr
1320,4328343.554,988024.991,2410.131,tr
1321,4328343.352,988024.971,2410.2,tr
1322,4328343.152,988024.919,2410.248,tr
1323,4328342.97,988024.859,2410.298,tr
1324,4328342.77,988024.816,2410.359,tr
1325,4328342.574,988024.785,2410.395,tr
1326,4328342.388,988024.724,2410.414,tr
1327,4328342.177,988024.671,2410.435,tr
1328,4328341.996,988024.551,2410.43,tr
1329,4328341.799,988024.454,2410.44,tr
1330,4328341.634,988024.402,2410.458,tr
1331,4328341.422,988024.377,2410.483,tr
1332,4328341.219,988024.337,2410.525,tr
1333,4328341.016,988024.4,2410.53,tr
1334,4328340.819,988024.355,2410.547,tr
1335,4328340.618,988024.348,2410.571,tr
1336,4328340.44,988024.309,2410.595,tr
1337,4328340.235,988024.244,2410.6,tr
1338,4328340.03,988024.184,2410.615,tr
1339,4328339.853,988024.167,2410.634,tr
1340,4328339.65,988024.115,2410.628,tr
1341,4328339.447,988024.05,2410.631,tr
1342,4328339.245,988024.011,2410.638,tr
1343,4328339.063,988023.993,2410.638,tr
1344,4328338.86,988023.97,2410.626,tr
1345,4328338.685,988023.844,2410.624,tr
1346,4328338.483,988023.817,2410.624,tr
1347,4328338.282,988023.754,2410.616,tr
1348,4328338.094,988023.702,2410.627,tr
1349,4328337.91,988023.667,2410.607,tr
1350,4328337.724,988023.612,2410.602,tr
1351,4328337.518,988023.578,2410.602,tr
1352,4328337.316,988023.513,2410.587,tr
1353,4328337.149,988023.436,2410.59,tr
1354,4328336.921,988023.365,2410.578,tr
1355,4328336.762,988023.32,2410.575,tr
1356,4328336.572,988023.296,2410.566,tr
1357,4328336.353,988023.258,2410.558,tr
1358,4328336.159,988023.198,2410.552,tr
1359,4328335.977,988023.119,2410.547,tr
1360,4328335.772,988023.052,2410.531,tr
1361,4328335.55,988023.034,2410.513,tr
1362,4328335.358,988022.988,2410.51,tr
1363,4328335.172,988022.941,2410.505,tr
1364,4328335,988022.899,2410.491,tr
1365,4328334.792,988022.832,2410.502,tr
1366,4328334.626,988022.776,2410.512,tr
1367,4328334.395,988022.725,2410.514,tr
1368,4328334.199,988022.674,2410.507,tr
1369,4328334.028,988022.622,2410.502,tr
1370,4328333.813,988022.562,2410.504,tr
1371,4328333.622,988022.516,2410.495,tr
1372,4328333.451,988022.424,2410.508,tr
1373,4328333.246,988022.39,2410.538,tr
1374,4328333.054,988022.341,2410.586,tr
1375,4328332.879,988022.27,2410.577,tr
1376,4328332.684,988022.23,2410.55,tr
1377,4328332.478,988022.192,2410.565,tr
1378,4328332.27,988022.137,2410.563,tr
1379,4328332.099,988022.077,2410.58,tr
1380,4328331.883,988022.055,2410.579,tr
1381,4328331.691,988022.017,2410.608,tr
1382,4328331.501,988021.939,2410.631,tr
1383,4328331.337,988021.854,2410.623,tr
1384,4328331.131,988021.808,2410.638,tr
1385,4328330.929,988021.772,2410.652,tr
1386,4328330.723,988021.714,2410.643,tr
1387,4328330.546,988021.69,2410.654,tr
1388,4328330.366,988021.615,2410.654,tr
1389,4328330.151,988021.567,2410.672,tr
1390,4328329.966,988021.489,2410.671,tr
1391,4328329.769,988021.418,2410.657,tr
1392,4328329.569,988021.377,2410.659,tr
1393,4328329.374,988021.34,2410.648,tr
1394,4328329.202,988021.295,2410.648,tr
1395,4328328.996,988021.205,2410.645,tr
1396,4328328.803,988021.168,2410.646,tr
1397,4328328.616,988021.139,2410.632,tr
1398,4328328.422,988021.069,2410.628,tr
1399,4328328.208,988021.025,2410.63,tr
1400,4328328.02,988020.983,2410.632,tr
1401,4328327.82,988020.924,2410.628,tr
1402,4328327.642,988020.893,2410.601,tr
1403,4328327.442,988020.832,2410.563,tr
1404,4328327.261,988020.759,2410.513,tr
1405,4328327.041,988020.711,2410.502,tr
1406,4328326.865,988020.661,2410.472,tr
1407,4328326.662,988020.642,2410.51,tr
1408,4328326.461,988020.595,2410.514,tr
1409,4328326.284,988020.519,2410.477,tr
1410,4328326.075,988020.476,2410.401,tr
1411,4328325.893,988020.449,2410.362,tr
1412,4328325.702,988020.368,2410.34,tr
1413,4328325.493,988020.397,2410.265,tr
1414,4328325.325,988020.328,2410.253,tr
1415,4328325.122,988020.227,2410.34,tr
1416,4328324.923,988020.167,2410.292,tr
1417,4328324.885,988020.135,2410.129,tr
1418,4328324.72,988020.093,2410.173,tr
1419,4328324.558,988020.04,2410.186,tr
1420,4328324.325,988019.975,2410.2,tr
1421,4328324.117,988019.945,2410.17,tr
1422,4328323.928,988019.929,2410.183,tr
1423,4328323.719,988019.908,2410.287,tr
1424,4328323.555,988019.812,2410.396,tr
1425,4328323.354,988019.753,2410.572,tr
1426,4328323.194,988019.707,2410.474,tr
1427,4328322.981,988019.629,2410.602,tr
1428,4328322.778,988019.579,2410.6,tr
1429,4328322.649,988019.492,2410.659,tr
1430,4328322.646,988019.567,2411.091,tr
1431,4328322.408,988019.465,2411.309,tr
1432,4328322.214,988019.447,2411.239,tr
1433,4328322.021,988019.415,2411.245,tr
1434,4328354.921,988082.985,2410.947,tr
1435,4328354.682,988082.99,2410.795,tr
1436,4328354.536,988082.96,2410.638,tr
1437,4328354.243,988082.962,2410.611,tr
1438,4328354.052,988082.959,2410.566,tr
1439,4328353.887,988082.941,2410.514,tr
1440,4328353.661,988082.908,2410.434,tr
1441,4328353.447,988082.929,2410.357,tr
1442,4328353.253,988082.949,2410.279,tr
1443,4328353.071,988082.944,2410.205,tr
1444,4328352.847,988082.928,2410.137,tr
1445,4328352.634,988082.909,2410.08,tr
1446,4328352.439,988082.925,2409.98,tr
1447,4328352.264,988082.929,2409.913,tr
1448,4328352.048,988082.93,2409.876,tr
1449,4328351.868,988082.857,2409.826,tr
1450,4328351.669,988082.891,2409.841,tr
1451,4328351.474,988082.834,2409.87,tr
1452,4328351.273,988082.882,2409.911,tr
1453,4328351.074,988082.888,2409.933,tr
1454,4328350.83,988082.932,2409.998,tr
1455,4328350.662,988082.96,2410.007,tr
1456,4328350.476,988082.88,2410.032,tr
1457,4328350.232,988082.823,2410.083,tr
1458,4328350.034,988082.817,2410.102,tr
1459,4328349.87,988082.792,2410.124,tr
1460,4328349.701,988082.8,2410.148,tr
1461,4328349.457,988082.85,2410.196,tr
1462,4328349.259,988082.855,2410.22,tr
1463,4328349.059,988082.888,2410.239,tr
1464,4328348.858,988082.875,2410.252,tr
1465,4328348.645,988082.904,2410.3,tr
1466,4328348.435,988082.95,2410.306,tr
1467,4328348.236,988082.939,2410.311,tr
1468,4328348.036,988082.993,2410.328,tr
1469,4328347.868,988082.907,2410.327,tr
1470,4328347.652,988082.754,2410.313,tr
1471,4328347.452,988082.748,2410.301,tr
1472,4328347.242,988082.718,2410.288,tr
1473,4328347.026,988082.717,2410.286,tr
1474,4328346.865,988082.723,2410.274,tr
1475,4328346.645,988082.718,2410.263,tr
1476,4328346.429,988082.654,2410.302,tr
1477,4328346.235,988082.69,2410.308,tr
1478,4328346.048,988082.72,2410.349,tr
1479,4328345.843,988082.692,2410.312,tr
1480,4328345.631,988082.781,2410.307,tr
1481,4328345.434,988082.803,2410.326,tr
1482,4328345.23,988082.753,2410.337,tr
1483,4328345.042,988082.755,2410.373,tr
1484,4328344.845,988082.778,2410.303,tr
1485,4328344.631,988082.731,2410.339,tr
1486,4328344.436,988082.625,2410.321,tr
1487,4328344.254,988082.676,2410.313,tr
1488,4328344.02,988082.68,2410.259,tr
1489,4328343.842,988082.677,2410.205,tr
1490,4328343.655,988082.69,2410.146,tr
1491,4328343.439,988082.695,2410.09,tr
1492,4328343.243,988082.652,2410.055,tr
1493,4328343.026,988082.651,2410.086,tr
1494,4328342.827,988082.654,2410.072,tr
1495,4328342.636,988082.677,2410.066,tr
1496,4328342.433,988082.658,2410.11,tr
1497,4328342.247,988082.652,2410.084,tr
1498,4328342.014,988082.715,2410.24,tr
1499,4328341.833,988082.696,2410.286,tr
1500,4328341.651,988082.606,2410.32,tr
1501,4328341.427,988082.714,2410.34,tr
1502,4328341.243,988082.704,2410.364,tr
1503,4328341.038,988082.615,2410.384,tr
1504,4328340.829,988082.614,2410.364,tr
1505,4328340.621,988082.636,2410.357,tr
1506,4328340.449,988082.627,2410.374,tr
1507,4328340.234,988082.638,2410.356,tr
1508,4328340.043,988082.603,2410.36,tr
1509,4328339.87,988082.626,2410.378,tr
1510,4328339.635,988082.593,2410.39,tr
1511,4328339.446,988082.615,2410.388,tr
1512,4328339.213,988082.682,2410.399,tr
1513,4328338.991,988082.741,2410.405,tr
1514,4328338.84,988082.705,2410.404,tr
1515,4328338.619,988082.6,2410.39,tr
1516,4328338.43,988082.556,2410.395,tr
1517,4328338.226,988082.523,2410.41,tr
1518,4328338.023,988082.509,2410.414,tr
1519,4328337.83,988082.502,2410.404,tr
1520,4328337.631,988082.484,2410.404,tr
1521,4328337.417,988082.503,2410.399,tr
1522,4328337.118,988082.494,2410.392,tr
1523,4328337.236,988082.45,2410.389,tr
1524,4328337.027,988082.484,2410.394,tr
1525,4328336.824,988082.439,2410.394,tr
1526,4328336.626,988082.409,2410.404,tr
1527,4328336.417,988082.42,2410.38,tr
1528,4328336.214,988082.464,2410.392,tr
1529,4328336.018,988082.435,2410.397,tr
1530,4328335.831,988082.383,2410.399,tr
1531,4328335.646,988082.419,2410.4,tr
1532,4328335.419,988082.406,2410.408,tr
1533,4328335.244,988082.419,2410.4,tr
