number,point,easting,northing,elevationj,code,date,reach,transect,point_type,nb_sb,notes
1,manitou,4344627.864,1010977.779,2350.911,base,,,,base,,
2,dam_1,4328330.596,988157.867,2412.341,base,7/10/2023,,,base,,
3,nb_up_3,4328355.114,988082.994,2411.023,ctl_old,7/10/2023,us,3,observed control point,nb,
4,nb_up_2,4328358.775,988029.126,2411.684,ctl_old,7/10/2023,us,2,observed control point,nb,
5,nb_up_1,4328356.755,987992.2,2412.194,ctl_old,7/10/2023,us,1,observed control point,nb,
6,sb_up_1,4328331.061,987985.115,2411.96,ctl_old,7/10/2023,us,1,observed control point,sb,
7,sb_up_2,4328321.881,988019.3,2411.248,ctl_old,7/10/2023,us,2,observed control point,sb,
8,sb_up_3,4328312.392,988081.883,2411.063,ctl_old,7/10/2023,us,3,observed control point,sb,
9,sb_dn_1,4328354.302,988211.057,2407.652,ctl_old,7/10/2023,ds,1,observed control point,sb,
10,sb_dn_2,4328374.838,988244.622,2407.606,ctl_old,7/10/2023,ds,2,observed control point,sb,
11,nb_dn_1,4328380.806,988205.791,2408.134,ctl_old,7/10/2023,ds,1,observed control point,nb,
12,nb_dn_2,4328393.763,988235.993,2407.798,ctl_old,7/10/2023,ds,2,observed control point,nb,
13,nb_dn_3,4328441.867,988314.73,2407.585,ctl_old,7/10/2023,ds,3,observed control point,nb,
14,sb_dn_3,4328436.253,988332.964,2407.825,ctl_old,7/10/2023,ds,3,observed control point,sb,
15,new_nb_dn_3,4328457.088,988266.471,2409.241,ctl_new,7/10/2023,ds,3,observed control point,nb,
16,1,4328456.992,988266.879,2409.163,tr,7/11/2023,ds,3,rapid,,
17,2,4328456.892,988267.264,2409.065,tr,7/11/2023,ds,3,rapid,,
18,3,4328456.707,988267.706,2408.901,tr,7/11/2023,ds,3,rapid,,
19,4,4328456.571,988268.151,2408.743,tr,7/11/2023,ds,3,rapid,,
20,5,4328456.186,988269.506,2408.414,tr,7/11/2023,ds,3,rapid,,
21,6,4328456.103,988270.063,2408.524,tr,7/11/2023,ds,3,rapid,,
22,7,4328455.82,988270.548,2408.143,tr,7/11/2023,ds,3,rapid,,
23,8,4328455.629,988271.079,2407.991,tr,7/11/2023,ds,3,rapid,,
24,9,4328455.545,988271.4,2407.916,tr,7/11/2023,ds,3,rapid,,
25,10,4328455.404,988271.776,2407.811,tr,7/11/2023,ds,3,rapid,,
26,11,4328455.278,988272.21,2407.698,tr,7/11/2023,ds,3,rapid,,
27,12,4328455.054,988272.679,2407.66,tr,7/11/2023,ds,3,rapid,,
28,13,4328454.995,988273.098,2407.561,tr,7/11/2023,ds,3,rapid,,
29,14,4328454.814,988273.687,2407.541,tr,7/11/2023,ds,3,rapid,,
30,15,4328454.705,988274.322,2407.515,tr,7/11/2023,ds,3,rapid,,
31,16,4328454.543,988274.732,2407.478,tr,7/11/2023,ds,3,rapid,,
32,17,4328454.292,988275.359,2407.49,tr,7/11/2023,ds,3,rapid,,
33,18,4328454.174,988275.973,2407.474,tr,7/11/2023,ds,3,rapid,,
34,19,4328453.901,988276.604,2407.47,tr,7/11/2023,ds,3,rapid,,
35,20,4328453.815,988277.161,2407.389,tr,7/11/2023,ds,3,rapid,,
36,21,4328453.611,988277.731,2407.425,tr,7/11/2023,ds,3,rapid,,
37,22,4328453.483,988278.24,2407.427,tr,7/11/2023,ds,3,rapid,,
38,23,4328453.339,988278.784,2407.428,tr,7/11/2023,ds,3,rapid,,
39,24,4328453.215,988279.27,2407.397,tr,7/11/2023,ds,3,rapid,,
40,25,4328452.982,988279.966,2407.347,tr,7/11/2023,ds,3,rapid,,
41,26,4328452.747,988280.724,2407.315,tr,7/11/2023,ds,3,rapid,,
42,27,4328452.5,988281.404,2407.367,tr,7/11/2023,ds,3,rapid,,
43,28,4328452.273,988281.986,2407.373,tr,7/11/2023,ds,3,rapid,,
44,29,4328452.101,988282.541,2407.439,tr,7/11/2023,ds,3,rapid,,
45,30,4328451.876,988283.161,2407.469,tr,7/11/2023,ds,3,rapid,,
46,31,4328451.713,988283.669,2407.466,tr,7/11/2023,ds,3,rapid,,
47,32,4328451.577,988284.098,2407.509,tr,7/11/2023,ds,3,rapid,,
48,33,4328451.36,988284.751,2407.489,tr,7/11/2023,ds,3,rapid,,
49,34,4328451.172,988285.47,2407.548,tr,7/11/2023,ds,3,rapid,,
50,35,4328451.002,988286.12,2407.536,tr,7/11/2023,ds,3,rapid,,
51,36,4328450.763,988286.683,2407.587,tr,7/11/2023,ds,3,rapid,,
52,37,4328450.411,988287.767,2407.582,tr,7/11/2023,ds,3,rapid,,
53,38,4328450.253,988288.36,2407.62,tr,7/11/2023,ds,3,rapid,,
54,39,4328450.105,988288.774,2407.602,tr,7/11/2023,ds,3,rapid,,
55,40,4328449.855,988289.452,2407.57,tr,7/11/2023,ds,3,rapid,,
56,41,4328449.731,988289.927,2407.535,tr,7/11/2023,ds,3,rapid,,
57,42,4328449.464,988290.765,2407.555,tr,7/11/2023,ds,3,rapid,,
58,43,4328449.216,988291.439,2407.563,tr,7/11/2023,ds,3,rapid,,
59,44,4328449.006,988292.201,2407.552,tr,7/11/2023,ds,3,rapid,,
60,45,4328448.764,988292.998,2407.586,tr,7/11/2023,ds,3,rapid,,
61,46,4328448.581,988293.474,2407.588,tr,7/11/2023,ds,3,rapid,,
62,47,4328448.381,988294.158,2407.631,tr,7/11/2023,ds,3,rapid,,
63,48,4328448.197,988294.756,2407.654,tr,7/11/2023,ds,3,rapid,,
64,49,4328448.003,988295.369,2407.665,tr,7/11/2023,ds,3,rapid,,
65,50,4328447.766,988296.088,2407.661,tr,7/11/2023,ds,3,rapid,,
66,51,4328447.583,988296.718,2407.657,tr,7/11/2023,ds,3,rapid,,
67,52,4328447.417,988297.177,2407.572,tr,7/11/2023,ds,3,rapid,,
68,53,4328447.293,988297.59,2407.578,tr,7/11/2023,ds,3,rapid,,
69,54,4328447.129,988298.134,2407.604,tr,7/11/2023,ds,3,rapid,,
70,55,4328446.932,988298.696,2407.584,tr,7/11/2023,ds,3,rapid,,
71,56,4328446.79,988299.183,2407.618,tr,7/11/2023,ds,3,rapid,,
72,57,4328446.671,988299.694,2407.611,tr,7/11/2023,ds,3,rapid,,
73,58,4328446.427,988300.351,2407.599,tr,7/11/2023,ds,3,rapid,,
74,59,4328446.3,988300.774,2407.599,tr,7/11/2023,ds,3,rapid,,
75,60,4328446.158,988301.298,2407.589,tr,7/11/2023,ds,3,rapid,,
76,61,4328445.99,988301.74,2407.603,tr,7/11/2023,ds,3,rapid,,
77,62,4328445.84,988302.248,2407.567,tr,7/11/2023,ds,3,rapid,,
78,63,4328445.678,988302.815,2407.58,tr,7/11/2023,ds,3,rapid,,
79,64,4328445.451,988303.509,2407.495,tr,7/11/2023,ds,3,rapid,,
80,65,4328445.271,988304.205,2407.489,tr,7/11/2023,ds,3,rapid,,
81,66,4328445.104,988304.744,2407.537,tr,7/11/2023,ds,3,rapid,,
82,67,4328444.913,988305.27,2407.588,tr,7/11/2023,ds,3,rapid,,
83,68,4328444.777,988305.749,2407.576,tr,7/11/2023,ds,3,rapid,,
84,69,4328444.598,988306.226,2407.55,tr,7/11/2023,ds,3,rapid,,
85,70,4328444.405,988306.733,2407.528,tr,7/11/2023,ds,3,rapid,,
86,71,4328444.264,988307.29,2407.526,tr,7/11/2023,ds,3,rapid,,
87,72,4328444.1,988307.87,2407.475,tr,7/11/2023,ds,3,rapid,,
88,73,4328443.945,988308.313,2407.444,tr,7/11/2023,ds,3,rapid,,
89,74,4328443.765,988308.774,2407.457,tr,7/11/2023,ds,3,rapid,,
90,75,4328443.533,988309.523,2407.473,tr,7/11/2023,ds,3,rapid,,
91,76,4328443.341,988310.03,2407.478,tr,7/11/2023,ds,3,rapid,,
92,77,4328443.22,988310.533,2407.453,tr,7/11/2023,ds,3,rapid,,
93,78,4328443.049,988311.029,2407.442,tr,7/11/2023,ds,3,rapid,,
94,79,4328442.896,988311.531,2407.422,tr,7/11/2023,ds,3,rapid,,
95,80,4328442.746,988311.944,2407.442,tr,7/11/2023,ds,3,rapid,,
96,81,4328442.619,988312.402,2407.472,tr,7/11/2023,ds,3,rapid,,
97,82,4328442.433,988312.946,2407.468,tr,7/11/2023,ds,3,rapid,,
98,83,4328442.288,988313.365,2407.489,tr,7/11/2023,ds,3,rapid,,
99,84,4328442.203,988313.894,2407.535,tr,7/11/2023,ds,3,rapid,,
100,85,4328442.048,988314.425,2407.587,tr,7/11/2023,ds,3,rapid,,
101,86,4328441.933,988314.822,2407.601,tr,7/11/2023,ds,3,rapid,,
102,87,4328441.898,988315.075,2407.513,tr,7/11/2023,ds,3,rapid,,
103,758,4328441.952,988315.182,2407.539,tr,7/11/2023,ds,3,topo,,
104,759,4328441.943,988315.326,2407.302,tr,7/11/2023,ds,3,topo,,
105,760,4328441.835,988315.501,2407.189,tr,7/11/2023,ds,3,topo,,
106,761,4328441.793,988315.55,2407.182,tr,7/11/2023,ds,3,topo,,
107,762,4328441.714,988315.751,2407.156,tr,7/11/2023,ds,3,topo,,
108,763,4328441.678,988315.888,2407.118,tr,7/11/2023,ds,3,topo,,
109,764,4328441.656,988315.973,2407.086,tr,7/11/2023,ds,3,topo,,
110,765,4328441.645,988316.063,2407.059,tr,7/11/2023,ds,3,topo,,
111,766,4328441.611,988316.195,2407.021,tr,7/11/2023,ds,3,topo,,
112,767,4328441.562,988316.275,2406.978,tr,7/11/2023,ds,3,topo,,
113,768,4328441.547,988316.371,2406.956,tr,7/11/2023,ds,3,topo,,
114,769,4328441.502,988316.481,2406.95,tr,7/11/2023,ds,3,topo,,
115,770,4328441.444,988316.631,2406.88,tr,7/11/2023,ds,3,topo,,
116,771,4328441.391,988316.843,2406.85,tr,7/11/2023,ds,3,topo,,
117,772,4328441.322,988317.004,2406.838,tr,7/11/2023,ds,3,topo,,
118,773,4328441.268,988317.207,2406.881,tr,7/11/2023,ds,3,topo,,
119,774,4328441.208,988317.421,2406.922,tr,7/11/2023,ds,3,topo,,
120,775,4328441.146,988317.604,2406.886,tr,7/11/2023,ds,3,topo,,
121,776,4328441.037,988317.795,2406.847,tr,7/11/2023,ds,3,topo,,
122,777,4328440.986,988317.969,2406.726,tr,7/11/2023,ds,3,topo,,
123,778,4328440.918,988318.189,2406.615,tr,7/11/2023,ds,3,topo,,
124,779,4328440.859,988318.358,2406.544,tr,7/11/2023,ds,3,topo,,
125,780,4328440.804,988318.492,2406.558,tr,7/11/2023,ds,3,topo,,
126,781,4328440.774,988318.767,2406.54,tr,7/11/2023,ds,3,topo,,
127,782,4328440.725,988318.927,2406.551,tr,7/11/2023,ds,3,topo,,
128,783,4328440.614,988319.139,2406.615,tr,7/11/2023,ds,3,topo,,
129,784,4328440.554,988319.279,2406.628,tr,7/11/2023,ds,3,topo,,
130,785,4328440.527,988319.501,2406.839,tr,7/11/2023,ds,3,topo,,
131,786,4328440.471,988319.693,2406.841,tr,7/11/2023,ds,3,topo,,
132,787,4328440.419,988319.888,2406.818,tr,7/11/2023,ds,3,topo,,
133,788,4328440.352,988320.068,2406.786,tr,7/11/2023,ds,3,topo,,
134,789,4328440.235,988320.276,2406.888,tr,7/11/2023,ds,3,topo,,
135,790,4328440.234,988320.494,2406.882,tr,7/11/2023,ds,3,topo,,
136,791,4328440.151,988320.676,2406.873,tr,7/11/2023,ds,3,topo,,
137,792,4328440.069,988320.835,2406.882,tr,7/11/2023,ds,3,topo,,
138,793,4328440.033,988321.027,2406.853,tr,7/11/2023,ds,3,topo,,
139,794,4328439.95,988321.225,2406.854,tr,7/11/2023,ds,3,topo,,
140,795,4328439.957,988321.422,2406.86,tr,7/11/2023,ds,3,topo,,
141,796,4328439.791,988321.586,2406.844,tr,7/11/2023,ds,3,topo,,
142,797,4328439.744,988321.787,2406.814,tr,7/11/2023,ds,3,topo,,
143,798,4328439.722,988322.001,2406.802,tr,7/11/2023,ds,3,topo,,
144,799,4328439.686,988322.201,2406.794,tr,7/11/2023,ds,3,topo,,
145,800,4328439.678,988322.2,2406.778,tr,7/11/2023,ds,3,topo,,
146,801,4328439.608,988322.392,2406.704,tr,7/11/2023,ds,3,topo,,
147,802,4328439.551,988322.573,2406.691,tr,7/11/2023,ds,3,topo,,
148,803,4328439.538,988322.791,2406.691,tr,7/11/2023,ds,3,topo,,
149,804,4328439.424,988322.952,2406.708,tr,7/11/2023,ds,3,topo,,
150,805,4328439.384,988323.127,2406.733,tr,7/11/2023,ds,3,topo,,
151,806,4328439.31,988323.338,2406.751,tr,7/11/2023,ds,3,topo,,
152,807,4328439.261,988323.521,2406.749,tr,7/11/2023,ds,3,topo,,
153,808,4328439.178,988323.729,2406.741,tr,7/11/2023,ds,3,topo,,
154,809,4328439.183,988323.943,2406.737,tr,7/11/2023,ds,3,topo,,
155,810,4328439.16,988324.112,2406.724,tr,7/11/2023,ds,3,topo,,
156,811,4328439.014,988324.278,2406.693,tr,7/11/2023,ds,3,topo,,
157,812,4328438.95,988324.491,2406.647,tr,7/11/2023,ds,3,topo,,
158,813,4328438.884,988324.685,2406.624,tr,7/11/2023,ds,3,topo,,
159,814,4328438.847,988324.852,2406.581,tr,7/11/2023,ds,3,topo,,
160,815,4328438.813,988325.091,2406.567,tr,7/11/2023,ds,3,topo,,
161,816,4328438.725,988325.231,2406.535,tr,7/11/2023,ds,3,topo,,
162,817,4328438.703,988325.456,2406.527,tr,7/11/2023,ds,3,topo,,
163,818,4328438.615,988325.64,2406.504,tr,7/11/2023,ds,3,topo,,
164,819,4328438.561,988325.851,2406.475,tr,7/11/2023,ds,3,topo,,
165,820,4328438.535,988326.022,2406.459,tr,7/11/2023,ds,3,topo,,
166,821,4328438.451,988326.245,2406.548,tr,7/11/2023,ds,3,topo,,
167,822,4328438.363,988326.412,2406.597,tr,7/11/2023,ds,3,topo,,
168,823,4328438.36,988326.606,2406.632,tr,7/11/2023,ds,3,topo,,
169,824,4328438.227,988326.788,2406.654,tr,7/11/2023,ds,3,topo,,
170,825,4328438.177,988326.998,2406.647,tr,7/11/2023,ds,3,topo,,
171,826,4328438.172,988327.185,2406.614,tr,7/11/2023,ds,3,topo,,
172,827,4328438.052,988327.377,2406.611,tr,7/11/2023,ds,3,topo,,
173,828,4328437.991,988327.531,2406.607,tr,7/11/2023,ds,3,topo,,
174,829,4328437.945,988327.768,2406.578,tr,7/11/2023,ds,3,topo,,
175,830,4328437.846,988327.92,2406.594,tr,7/11/2023,ds,3,topo,,
176,831,4328437.817,988328.129,2406.615,tr,7/11/2023,ds,3,topo,,
177,832,4328437.801,988328.343,2406.628,tr,7/11/2023,ds,3,topo,,
178,833,4328437.746,988328.552,2406.642,tr,7/11/2023,ds,3,topo,,
179,834,4328437.625,988328.721,2406.64,tr,7/11/2023,ds,3,topo,,
180,835,4328437.534,988328.905,2406.681,tr,7/11/2023,ds,3,topo,,
181,836,4328437.503,988329.093,2406.717,tr,7/11/2023,ds,3,topo,,
182,837,4328437.417,988329.282,2406.744,tr,7/11/2023,ds,3,topo,,
183,838,4328437.35,988329.469,2406.792,tr,7/11/2023,ds,3,topo,,
184,839,4328437.288,988329.614,2406.844,tr,7/11/2023,ds,3,topo,,
185,840,4328437.262,988329.827,2406.859,tr,7/11/2023,ds,3,topo,,
186,841,4328437.16,988330.051,2406.911,tr,7/11/2023,ds,3,topo,,
187,842,4328437.138,988330.211,2406.96,tr,7/11/2023,ds,3,topo,,
188,843,4328437.058,988330.427,2407.018,tr,7/11/2023,ds,3,topo,,
189,844,4328437.032,988330.605,2407.055,tr,7/11/2023,ds,3,topo,,
190,845,4328436.991,988330.806,2407.092,tr,7/11/2023,ds,3,topo,,
191,846,4328436.908,988331,2407.113,tr,7/11/2023,ds,3,topo,,
192,847,4328436.847,988331.183,2407.136,tr,7/11/2023,ds,3,topo,,
193,848,4328436.783,988331.381,2407.152,tr,7/11/2023,ds,3,topo,,
194,849,4328436.729,988331.563,2407.169,tr,7/11/2023,ds,3,topo,,
195,850,4328436.666,988331.764,2407.19,tr,7/11/2023,ds,3,topo,,
196,851,4328436.615,988331.966,2407.229,tr,7/11/2023,ds,3,topo,,
197,852,4328436.604,988332.018,2407.261,tr,7/11/2023,ds,3,topo,,
198,853,4328436.587,988332.108,2407.535,tr,7/11/2023,ds,3,topo,,
199,854,4328436.527,988332.279,2407.698,tr,7/11/2023,ds,3,topo,,
200,855,4328436.484,988332.437,2407.767,tr,7/11/2023,ds,3,topo,,
201,856,4328436.418,988332.728,2407.831,tr,7/11/2023,ds,3,topo,,
202,857,4328436.333,988332.942,2407.841,tr,7/11/2023,ds,3,topo,,
203,88,4328436.175,988333.44,2407.823,tr,7/11/2023,ds,3,rapid,,
204,89,4328436.021,988334.083,2407.854,tr,7/11/2023,ds,3,rapid,,
205,90,4328435.869,988334.596,2407.856,tr,7/11/2023,ds,3,rapid,,
206,91,4328435.731,988335.324,2407.863,tr,7/11/2023,ds,3,rapid,,
207,92,4328435.604,988335.89,2407.83,tr,7/11/2023,ds,3,rapid,,
208,93,4328435.439,988336.67,2407.937,tr,7/11/2023,ds,3,rapid,,
209,94,4328435.31,988337.082,2407.902,tr,7/11/2023,ds,3,rapid,,
210,95,4328435.205,988337.61,2407.91,tr,7/11/2023,ds,3,rapid,,
211,96,4328435.056,988338.133,2407.908,tr,7/11/2023,ds,3,rapid,,
212,97,4328434.902,988338.633,2407.871,tr,7/11/2023,ds,3,rapid,,
213,98,4328434.703,988339.311,2407.911,tr,7/11/2023,ds,3,rapid,,
214,99,4328434.537,988339.786,2407.949,tr,7/11/2023,ds,3,rapid,,
215,100,4328434.309,988340.76,2407.987,tr,7/11/2023,ds,3,rapid,,
216,101,4328434.187,988341.269,2407.979,tr,7/11/2023,ds,3,rapid,,
217,102,4328434.033,988341.717,2407.995,tr,7/11/2023,ds,3,rapid,,
218,103,4328433.827,988342.346,2407.977,tr,7/11/2023,ds,3,rapid,,
219,104,4328433.67,988342.883,2407.965,tr,7/11/2023,ds,3,rapid,,
220,105,4328433.518,988343.299,2407.925,tr,7/11/2023,ds,3,rapid,,
221,106,4328433.319,988343.778,2408.008,tr,7/11/2023,ds,3,rapid,,
222,107,4328433.159,988344.263,2407.993,tr,7/11/2023,ds,3,rapid,,
223,108,4328432.986,988344.92,2408.048,tr,7/11/2023,ds,3,rapid,,
224,109,4328432.875,988345.565,2408.079,tr,7/11/2023,ds,3,rapid,,
225,110,4328432.74,988346.167,2408.133,tr,7/11/2023,ds,3,rapid,,
226,111,4328432.66,988346.832,2408.06,tr,7/11/2023,ds,3,rapid,,
227,112,4328432.474,988347.338,2408.064,tr,7/11/2023,ds,3,rapid,,
228,113,4328432.332,988347.878,2408.092,tr,7/11/2023,ds,3,rapid,,
229,114,4328432.121,988348.477,2408.112,tr,7/11/2023,ds,3,rapid,,
230,115,4328432.119,988348.499,2408.115,tr,7/11/2023,ds,3,rapid,,
231,116,4328432.037,988348.828,2408.125,tr,7/11/2023,ds,3,rapid,,
232,117,4328431.898,988349.124,2408.138,tr,7/11/2023,ds,3,rapid,,
233,118,4328431.459,988350.145,2408.227,tr,7/11/2023,ds,3,rapid,,
234,119,4328431.342,988350.688,2408.243,tr,7/11/2023,ds,3,rapid,,
235,120,4328431.192,988351.381,2408.302,tr,7/11/2023,ds,3,rapid,,
236,121,4328430.975,988352.223,2408.314,tr,7/11/2023,ds,3,rapid,,
237,122,4328430.734,988352.835,2408.33,tr,7/11/2023,ds,3,rapid,,
238,123,4328430.433,988353.359,2408.343,tr,7/11/2023,ds,3,rapid,,
239,124,4328430.298,988354.14,2408.368,tr,7/11/2023,ds,3,rapid,,
240,125,4328430.081,988354.701,2408.417,tr,7/11/2023,ds,3,rapid,,
241,126,4328429.844,988355.261,2408.419,tr,7/11/2023,ds,3,rapid,,
242,127,4328429.235,988356.291,2408.491,tr,7/11/2023,ds,3,rapid,,
243,128,4328428.923,988356.9,2408.476,tr,7/11/2023,ds,3,rapid,,
244,129,4328428.502,988357.622,2408.538,tr,7/11/2023,ds,3,rapid,,
245,130,4328428.137,988358.409,2408.619,tr,7/11/2023,ds,3,rapid,,
246,131,4328427.802,988359.056,2408.626,tr,7/11/2023,ds,3,rapid,,
247,132,4328427.46,988359.612,2408.588,tr,7/11/2023,ds,3,rapid,,
248,133,4328427.115,988360.307,2408.653,tr,7/11/2023,ds,3,rapid,,
249,134,4328426.679,988361.293,2408.657,tr,7/11/2023,ds,3,rapid,,
250,135,4328426.418,988362.212,2408.733,tr,7/11/2023,ds,3,rapid,,
251,136,4328425.82,988363.285,2408.76,tr,7/11/2023,ds,3,rapid,,
252,137,4328425.518,988364.064,2408.805,tr,7/11/2023,ds,3,rapid,,
253,138,4328425.292,988364.836,2408.805,tr,7/11/2023,ds,3,rapid,,
254,139,4328425.568,988365.244,2408.772,tr,7/11/2023,ds,3,rapid,,
255,140,4328425.41,988365.786,2408.835,tr,7/11/2023,ds,3,rapid,,
256,141,4328425.207,988366.565,2408.795,tr,7/11/2023,ds,3,rapid,,
257,142,4328424.96,988367.437,2408.814,tr,7/11/2023,ds,3,rapid,,
258,143,4328424.761,988368.147,2408.799,tr,7/11/2023,ds,3,rapid,,
259,144,4328424.577,988368.839,2408.807,tr,7/11/2023,ds,3,rapid,,
260,145,4328424.361,988369.607,2408.821,tr,7/11/2023,ds,3,rapid,,
261,146,4328424.147,988370.376,2408.863,tr,7/11/2023,ds,3,rapid,,
262,147,4328423.938,988371.153,2408.813,tr,7/11/2023,ds,3,rapid,,
263,148,4328423.705,988372.071,2408.874,tr,7/11/2023,ds,3,rapid,,
264,149,4328423.399,988373.133,2408.874,tr,7/11/2023,ds,3,rapid,,
265,150,4328423.136,988374.002,2408.886,tr,7/11/2023,ds,3,rapid,,
266,151,4328422.833,988375.083,2408.935,tr,7/11/2023,ds,3,rapid,,
267,152,4328422.42,988376.572,2409.01,tr,7/11/2023,ds,3,rapid,,
268,153,4328422.169,988377.508,2409.054,tr,7/11/2023,ds,3,rapid,,
269,154,4328421.864,988378.574,2409.077,tr,7/11/2023,ds,3,rapid,,
270,155,4328421.524,988379.94,2409.123,tr,7/11/2023,ds,3,rapid,,
271,156,4328421.234,988380.923,2409.163,tr,7/11/2023,ds,3,rapid,,
272,157,4328420.951,988381.909,2409.219,tr,7/11/2023,ds,3,rapid,,
273,158,4328420.682,988382.844,2409.24,tr,7/11/2023,ds,3,rapid,,
274,159,4328420.404,988383.856,2409.29,tr,7/11/2023,ds,3,rapid,,
275,160,4328420.171,988384.677,2409.328,tr,7/11/2023,ds,3,rapid,,
276,161,4328419.964,988385.518,2409.327,tr,7/11/2023,ds,3,rapid,,
277,162,4328419.733,988386.22,2409.394,tr,7/11/2023,ds,3,rapid,,
278,163,4328419.497,988387.065,2409.448,tr,7/11/2023,ds,3,rapid,,
279,164,4328419.235,988388.06,2409.472,tr,7/11/2023,ds,3,rapid,,
280,165,4328418.944,988389.104,2409.489,tr,7/11/2023,ds,3,rapid,,
281,166,4328418.691,988390.108,2409.553,tr,7/11/2023,ds,3,rapid,,
282,167,4328418.426,988391.004,2409.607,tr,7/11/2023,ds,3,rapid,,
283,168,4328418.248,988391.646,2409.652,tr,7/11/2023,ds,3,rapid,,
284,169,4328418.002,988392.503,2409.727,tr,7/11/2023,ds,3,rapid,,
285,170,4328417.777,988393.386,2409.781,tr,7/11/2023,ds,3,rapid,,
286,171,4328417.61,988393.967,2409.674,tr,7/11/2023,ds,3,rapid,,
287,172,4328417.418,988394.664,2409.692,tr,7/11/2023,ds,3,rapid,,
288,173,4328417.332,988395.023,2409.809,tr,7/11/2023,ds,3,rapid,,
289,174,4328417.144,988395.725,2409.829,tr,7/11/2023,ds,3,rapid,,
290,175,4328416.914,988396.558,2409.804,tr,7/11/2023,ds,3,rapid,,
291,176,4328416.619,988397.719,2409.805,tr,7/11/2023,ds,3,rapid,,
292,177,4328416.423,988398.535,2409.823,tr,7/11/2023,ds,3,rapid,,
293,178,4328416.126,988399.618,2409.938,tr,7/11/2023,ds,3,rapid,,
294,179,4328415.904,988400.604,2409.99,tr,7/11/2023,ds,3,rapid,,
295,180,4328415.667,988401.511,2409.959,tr,7/11/2023,ds,3,rapid,,
296,181,4328415.457,988402.353,2410.017,tr,7/11/2023,ds,3,rapid,,
297,182,4328415.219,988403.409,2410.035,tr,7/11/2023,ds,3,rapid,,
298,183,4328414.974,988404.381,2410.058,tr,7/11/2023,ds,3,rapid,,
299,184,4328414.769,988405.159,2410.118,tr,7/11/2023,ds,3,rapid,,
300,185,4328414.551,988405.992,2410.173,tr,7/11/2023,ds,3,rapid,,
301,186,4328414.325,988406.916,2410.418,tr,7/11/2023,ds,3,rapid,,
302,187,4328414.097,988407.844,2410.583,tr,7/11/2023,ds,3,rapid,,
303,188,4328413.978,988408.516,2410.672,tr,7/11/2023,ds,3,rapid,,
304,189,4328413.731,988409.199,2410.749,tr,7/11/2023,ds,3,rapid,,
305,190,4328413.46,988410.107,2410.803,tr,7/11/2023,ds,3,rapid,,
306,191,4328413.158,988411.044,2410.862,tr,7/11/2023,ds,3,rapid,,
307,192,4328412.869,988411.934,2410.789,tr,7/11/2023,ds,3,rapid,,
308,193,4328412.659,988412.685,2410.723,tr,7/11/2023,ds,3,rapid,,
309,194,4328412.414,988413.446,2410.686,tr,7/11/2023,ds,3,rapid,,
310,195,4328412.195,988414.121,2410.615,tr,7/11/2023,ds,3,rapid,,
311,196,4328411.997,988414.829,2410.628,tr,7/11/2023,ds,3,rapid,,
312,197,4328411.806,988415.367,2410.68,tr,7/11/2023,ds,3,rapid,,
313,198,4328411.55,988416.101,2410.611,tr,7/11/2023,ds,3,rapid,,
314,199,4328411.345,988416.751,2410.577,tr,7/11/2023,ds,3,rapid,,
315,200,4328411.174,988417.356,2410.42,tr,7/11/2023,ds,3,rapid,,
316,201,4328411.061,988417.694,2410.417,tr,7/11/2023,ds,3,rapid,,
317,202,4328410.865,988418.242,2410.35,tr,7/11/2023,ds,3,rapid,,
318,203,4328410.669,988418.932,2410.347,tr,7/11/2023,ds,3,rapid,,
319,204,4328410.424,988419.677,2410.32,tr,7/11/2023,ds,3,rapid,,
320,205,4328410.239,988420.321,2410.437,tr,7/11/2023,ds,3,rapid,,
321,206,4328410.036,988421.01,2410.671,tr,7/11/2023,ds,3,rapid,,
322,207,4328409.845,988421.631,2410.759,tr,7/11/2023,ds,3,rapid,,
323,208,4328409.519,988422.778,2410.85,tr,7/11/2023,ds,3,rapid,,
324,209,4328409.332,988423.411,2410.864,tr,7/11/2023,ds,3,rapid,,
325,210,4328409.126,988424.089,2410.91,tr,7/11/2023,ds,3,rapid,,
326,211,4328408.877,988424.997,2410.925,tr,7/11/2023,ds,3,rapid,,
327,212,4328408.636,988425.751,2410.976,tr,7/11/2023,ds,3,rapid,,
328,213,4328408.45,988426.377,2411.016,tr,7/11/2023,ds,3,rapid,,
329,214,4328408.178,988427.209,2411.023,tr,7/11/2023,ds,3,rapid,,
330,215,4328407.781,988428.417,2411.098,tr,7/11/2023,ds,3,rapid,,
331,216,4328407.556,988429.078,2411.069,tr,7/11/2023,ds,3,rapid,,
332,217,4328407.303,988429.857,2411.066,tr,7/11/2023,ds,3,rapid,,
333,218,4328407.042,988430.711,2411.031,tr,7/11/2023,ds,3,rapid,,
334,219,4328406.823,988431.354,2411.015,tr,7/11/2023,ds,3,rapid,,
335,220,4328406.561,988432.17,2411.041,tr,7/11/2023,ds,3,rapid,,
336,221,4328406.313,988432.924,2411.091,tr,7/11/2023,ds,3,rapid,,
337,222,4328406.09,988433.647,2411.135,tr,7/11/2023,ds,3,rapid,,
338,223,4328405.876,988434.41,2411.222,tr,7/11/2023,ds,3,rapid,,
339,224,4328405.636,988435.152,2411.293,tr,7/11/2023,ds,3,rapid,,
