number,point,easting,northing,elevationj,code,date,reach,transect,point_type,nb_sb,notes
340,225,4328405.401,988435.914,2411.308,tr,7/11/2023,ds,3,rapid,,
341,226,4328405.138,988436.724,2411.336,tr,7/11/2023,ds,3,rapid,,
342,227,4328404.923,988437.442,2411.324,tr,7/11/2023,ds,3,rapid,,
343,228,4328404.575,988438.51,2411.384,tr,7/11/2023,ds,3,rapid,,
344,229,4328404.357,988439.35,2411.451,tr,7/11/2023,ds,3,rapid,,
345,230,4328404.072,988440.152,2411.454,tr,7/11/2023,ds,3,rapid,,
346,231,4328403.775,988441.063,2411.547,tr,7/11/2023,ds,3,rapid,,
347,232,4328403.489,988441.974,2411.587,tr,7/11/2023,ds,3,rapid,,
348,233,4328403.175,988442.907,2411.642,tr,7/11/2023,ds,3,rapid,,
349,234,4328402.857,988443.901,2411.701,tr,7/11/2023,ds,3,rapid,,
350,235,4328402.547,988444.934,2411.776,tr,7/11/2023,ds,3,rapid,,
351,236,4328402.2,988446.079,2411.883,tr,7/11/2023,ds,3,rapid,,
352,237,4328401.906,988446.978,2411.959,tr,7/11/2023,ds,3,rapid,,
353,238,4328401.628,988447.843,2412.005,tr,7/11/2023,ds,3,rapid,,
354,239,4328401.227,988448.985,2412.085,tr,7/11/2023,ds,3,rapid,,
355,240,4328400.865,988449.99,2412.078,tr,7/11/2023,ds,3,rapid,,
356,241,4328400.582,988450.915,2412.079,tr,7/11/2023,ds,3,rapid,,
357,242,4328400.363,988451.736,2412.064,tr,7/11/2023,ds,3,rapid,,
358,243,4328400.009,988452.928,2412.101,tr,7/11/2023,ds,3,rapid,,
359,244,4328399.692,988453.962,2412.222,tr,7/11/2023,ds,3,rapid,,
360,245,4328399.337,988455.104,2412.309,tr,7/11/2023,ds,3,rapid,,
361,246,4328398.983,988455.984,2412.373,tr,7/11/2023,ds,3,rapid,,
362,247,4328398.588,988456.961,2412.432,tr,7/11/2023,ds,3,rapid,,
363,248,4328398.173,988457.917,2412.54,tr,7/11/2023,ds,3,rapid,,
364,249,4328397.771,988459.01,2412.624,tr,7/11/2023,ds,3,rapid,,
365,250,4328397.383,988460.121,2412.668,tr,7/11/2023,ds,3,rapid,,
366,251,4328397.031,988461.108,2412.667,tr,7/11/2023,ds,3,rapid,,
367,252,4328396.727,988461.888,2412.653,tr,7/11/2023,ds,3,rapid,,
368,253,4328396.412,988462.711,2412.562,tr,7/11/2023,ds,3,rapid,,
369,254,4328396.082,988463.651,2412.504,tr,7/11/2023,ds,3,rapid,,
370,255,4328395.838,988464.389,2412.524,tr,7/11/2023,ds,3,rapid,,
371,256,4328395.563,988465.146,2412.592,tr,7/11/2023,ds,3,rapid,,
372,257,4328395.248,988465.926,2412.709,tr,7/11/2023,ds,3,rapid,,
373,258,4328394.917,988466.783,2412.828,tr,7/11/2023,ds,3,rapid,,
374,259,4328394.56,988467.673,2412.962,tr,7/11/2023,ds,3,rapid,,
375,260,4328394.171,988468.634,2413.006,tr,7/11/2023,ds,3,rapid,,
376,261,4328393.895,988469.366,2413.105,tr,7/11/2023,ds,3,rapid,,
377,262,4328393.624,988470.033,2413.173,tr,7/11/2023,ds,3,rapid,,
378,263,4328393.385,988470.805,2413.235,tr,7/11/2023,ds,3,rapid,,
379,264,4328392.934,988471.733,2413.424,tr,7/11/2023,ds,3,rapid,,
380,265,4328392.683,988472.358,2413.546,tr,7/11/2023,ds,3,rapid,,
381,266,4328392.066,988474.688,2413.935,tr,7/11/2023,ds,3,rapid,,
382,new_sb_dn_3,4328391.763,988475.06,2414.053,ctl_new,7/11/2023,ds,3,observed control point,sb,
383,new_sb_dn_2,4328327.848,988266.694,2410.608,ctl_new,7/11/2023,ds,2,observed control point,sb,
384,267,4328332.012,988264.738,2409.134,tr,7/11/2023,ds,2,rapid,,
385,268,4328331.43,988264.976,2409.153,tr,7/11/2023,ds,2,rapid,,
386,269,4328330.887,988265.309,2409.286,tr,7/11/2023,ds,2,rapid,,
387,270,4328330.255,988265.597,2409.413,tr,7/11/2023,ds,2,rapid,,
388,271,4328329.844,988265.764,2409.527,tr,7/11/2023,ds,2,rapid,,
389,272,4328329.492,988265.942,2409.764,tr,7/11/2023,ds,2,rapid,,
390,273,4328329.067,988266.148,2409.943,tr,7/11/2023,ds,2,rapid,,
391,274,4328328.712,988266.341,2410.171,tr,7/11/2023,ds,2,rapid,,
392,275,4328328.338,988266.481,2410.321,tr,7/11/2023,ds,2,rapid,,
393,276,4328332.22,988264.67,2409.109,tr,7/11/2023,ds,2,rapid,,
394,277,4328332.656,988264.453,2409.114,tr,7/11/2023,ds,2,rapid,,
395,278,4328333.159,988264.22,2409.142,tr,7/11/2023,ds,2,rapid,,
396,279,4328333.682,988263.95,2408.95,tr,7/11/2023,ds,2,rapid,,
397,280,4328334.065,988263.771,2408.838,tr,7/11/2023,ds,2,rapid,,
398,281,4328334.63,988263.507,2408.78,tr,7/11/2023,ds,2,rapid,,
399,282,4328335.429,988263.033,2408.184,tr,7/11/2023,ds,2,rapid,,
400,283,4328335.884,988262.798,2407.996,tr,7/11/2023,ds,2,rapid,,
401,284,4328336.399,988262.614,2407.895,tr,7/11/2023,ds,2,rapid,,
402,285,4328336.894,988262.384,2407.8,tr,7/11/2023,ds,2,rapid,,
403,286,4328337.493,988262.24,2407.691,tr,7/11/2023,ds,2,rapid,,
404,287,4328337.951,988262.026,2407.626,tr,7/11/2023,ds,2,rapid,,
405,288,4328338.622,988261.61,2407.551,tr,7/11/2023,ds,2,rapid,,
406,289,4328337.076,988262.205,2405.809,tr,7/11/2023,ds,2,rapid,,
407,290,4328339.645,988261.2,2407.507,tr,7/11/2023,ds,2,rapid,,
408,291,4328340.398,988260.934,2407.417,tr,7/11/2023,ds,2,rapid,,
409,292,4328341.084,988260.571,2407.34,tr,7/11/2023,ds,2,rapid,,
410,293,4328341.687,988260.195,2407.315,tr,7/11/2023,ds,2,rapid,,
411,294,4328342.195,988259.959,2407.396,tr,7/11/2023,ds,2,rapid,,
412,295,4328342.907,988259.744,2407.39,tr,7/11/2023,ds,2,rapid,,
413,296,4328343.654,988259.326,2407.357,tr,7/11/2023,ds,2,rapid,,
414,297,4328344.21,988259.055,2407.394,tr,7/11/2023,ds,2,rapid,,
415,298,4328344.922,988258.729,2407.456,tr,7/11/2023,ds,2,rapid,,
416,299,4328345.589,988258.409,2407.527,tr,7/11/2023,ds,2,rapid,,
417,300,4328346.311,988258.088,2407.509,tr,7/11/2023,ds,2,rapid,,
418,301,4328346.968,988257.812,2407.5,tr,7/11/2023,ds,2,rapid,,
419,302,4328347.597,988257.496,2407.477,tr,7/11/2023,ds,2,rapid,,
420,303,4328348.165,988257.222,2407.521,tr,7/11/2023,ds,2,rapid,,
421,304,4328348.821,988256.876,2407.577,tr,7/11/2023,ds,2,rapid,,
422,305,4328349.495,988256.573,2407.604,tr,7/11/2023,ds,2,rapid,,
423,306,4328349.887,988256.364,2407.674,tr,7/11/2023,ds,2,rapid,,
424,307,4328350.492,988256.12,2407.722,tr,7/11/2023,ds,2,rapid,,
425,308,4328351.194,988255.764,2407.737,tr,7/11/2023,ds,2,rapid,,
426,309,4328351.992,988255.408,2407.699,tr,7/11/2023,ds,2,rapid,,
427,310,4328352.688,988255.093,2407.711,tr,7/11/2023,ds,2,rapid,,
428,311,4328353.206,988254.832,2407.678,tr,7/11/2023,ds,2,rapid,,
429,312,4328353.732,988254.544,2407.718,tr,7/11/2023,ds,2,rapid,,
430,313,4328354.491,988254.266,2407.661,tr,7/11/2023,ds,2,rapid,,
431,314,4328355.21,988253.952,2407.646,tr,7/11/2023,ds,2,rapid,,
432,315,4328355.755,988253.696,2407.604,tr,7/11/2023,ds,2,rapid,,
433,316,4328356.288,988253.469,2407.586,tr,7/11/2023,ds,2,rapid,,
434,317,4328356.802,988253.223,2407.504,tr,7/11/2023,ds,2,rapid,,
435,318,4328357.283,988252.979,2407.537,tr,7/11/2023,ds,2,rapid,,
436,319,4328357.854,988252.717,2407.583,tr,7/11/2023,ds,2,rapid,,
437,320,4328358.628,988252.39,2407.629,tr,7/11/2023,ds,2,rapid,,
438,321,4328359.187,988252.109,2407.613,tr,7/11/2023,ds,2,rapid,,
439,322,4328359.85,988251.848,2407.584,tr,7/11/2023,ds,2,rapid,,
440,323,4328360.451,988251.531,2407.56,tr,7/11/2023,ds,2,rapid,,
441,324,4328361.105,988251.251,2407.585,tr,7/11/2023,ds,2,rapid,,
442,325,4328361.684,988250.949,2407.632,tr,7/11/2023,ds,2,rapid,,
443,326,4328362.342,988250.647,2407.614,tr,7/11/2023,ds,2,rapid,,
444,327,4328363.021,988250.276,2407.591,tr,7/11/2023,ds,2,rapid,,
445,328,4328363.551,988250.038,2407.587,tr,7/11/2023,ds,2,rapid,,
446,329,4328364.144,988249.781,2407.649,tr,7/11/2023,ds,2,rapid,,
447,330,4328364.672,988249.52,2407.684,tr,7/11/2023,ds,2,rapid,,
448,331,4328365.383,988249.147,2407.704,tr,7/11/2023,ds,2,rapid,,
449,332,4328365.949,988248.952,2407.714,tr,7/11/2023,ds,2,rapid,,
450,333,4328366.582,988248.622,2407.782,tr,7/11/2023,ds,2,rapid,,
451,334,4328367.205,988248.276,2407.79,tr,7/11/2023,ds,2,rapid,,
452,335,4328367.924,988247.946,2407.818,tr,7/11/2023,ds,2,rapid,,
453,336,4328368.489,988247.666,2407.84,tr,7/11/2023,ds,2,rapid,,
454,337,4328369.109,988247.333,2407.764,tr,7/11/2023,ds,2,rapid,,
455,338,4328369.792,988247.044,2407.785,tr,7/11/2023,ds,2,rapid,,
456,339,4328370.376,988246.719,2407.807,tr,7/11/2023,ds,2,rapid,,
457,340,4328371.114,988246.391,2407.807,tr,7/11/2023,ds,2,rapid,,
458,341,4328371.657,988246.117,2407.78,tr,7/11/2023,ds,2,rapid,,
459,342,4328372.28,988245.837,2407.801,tr,7/11/2023,ds,2,rapid,,
460,343,4328372.844,988245.551,2407.8,tr,7/11/2023,ds,2,rapid,,
461,344,4328373.283,988245.374,2407.798,tr,7/11/2023,ds,2,rapid,,
462,345,4328373.928,988245.048,2407.773,tr,7/11/2023,ds,2,rapid,,
463,346,4328374.513,988244.821,2407.676,tr,7/11/2023,ds,2,rapid,,
464,858,4328375.229,988244.56,2407.509,tr,7/11/2023,ds,2,topo,,
465,859,4328375.008,988244.599,2407.612,tr,7/11/2023,ds,2,topo,,
466,860,4328375.355,988244.497,2407.492,tr,7/11/2023,ds,2,topo,,
467,861,4328375.452,988244.46,2407.305,tr,7/11/2023,ds,2,topo,,
468,862,4328375.571,988244.425,2407.24,tr,7/11/2023,ds,2,topo,,
469,863,4328375.769,988244.343,2407.171,tr,7/11/2023,ds,2,topo,,
470,864,4328375.939,988244.252,2407.129,tr,7/11/2023,ds,2,topo,,
471,865,4328376.099,988244.186,2407.09,tr,7/11/2023,ds,2,topo,,
472,866,4328376.305,988244.091,2407.03,tr,7/11/2023,ds,2,topo,,
473,867,4328376.498,988243.988,2407.002,tr,7/11/2023,ds,2,topo,,
474,868,4328376.689,988243.926,2406.959,tr,7/11/2023,ds,2,topo,,
475,869,4328376.851,988243.789,2407.014,tr,7/11/2023,ds,2,topo,,
476,870,4328377.057,988243.741,2407.013,tr,7/11/2023,ds,2,topo,,
477,871,4328377.208,988243.635,2407.028,tr,7/11/2023,ds,2,topo,,
478,872,4328377.356,988243.555,2407.061,tr,7/11/2023,ds,2,topo,,
479,873,4328377.521,988243.491,2407.078,tr,7/11/2023,ds,2,topo,,
480,874,4328377.705,988243.407,2407.104,tr,7/11/2023,ds,2,topo,,
481,875,4328377.906,988243.337,2407.101,tr,7/11/2023,ds,2,topo,,
482,876,4328378.071,988243.24,2407.08,tr,7/11/2023,ds,2,topo,,
483,877,4328378.263,988243.148,2407.032,tr,7/11/2023,ds,2,topo,,
484,878,4328378.429,988243.086,2406.985,tr,7/11/2023,ds,2,topo,,
485,879,4328378.594,988243.044,2406.904,tr,7/11/2023,ds,2,topo,,
486,880,4328378.859,988243.012,2406.796,tr,7/11/2023,ds,2,topo,,
487,881,4328379.019,988242.937,2406.741,tr,7/11/2023,ds,2,topo,,
488,882,4328379.162,988242.773,2406.7,tr,7/11/2023,ds,2,topo,,
489,883,4328379.382,988242.693,2406.658,tr,7/11/2023,ds,2,topo,,
490,884,4328379.525,988242.589,2406.642,tr,7/11/2023,ds,2,topo,,
491,885,4328379.736,988242.542,2406.641,tr,7/11/2023,ds,2,topo,,
492,886,4328379.924,988242.429,2406.648,tr,7/11/2023,ds,2,topo,,
493,887,4328380.087,988242.326,2406.636,tr,7/11/2023,ds,2,topo,,
494,888,4328380.28,988242.237,2406.644,tr,7/11/2023,ds,2,topo,,
495,889,4328380.457,988242.156,2406.671,tr,7/11/2023,ds,2,topo,,
496,890,4328380.658,988242.147,2406.697,tr,7/11/2023,ds,2,topo,,
497,891,4328380.838,988242.063,2406.698,tr,7/11/2023,ds,2,topo,,
498,892,4328380.977,988241.872,2406.757,tr,7/11/2023,ds,2,topo,,
499,893,4328381.181,988241.862,2406.779,tr,7/11/2023,ds,2,topo,,
500,894,4328381.357,988241.766,2406.827,tr,7/11/2023,ds,2,topo,,
501,895,4328381.523,988241.664,2406.867,tr,7/11/2023,ds,2,topo,,
502,896,4328381.726,988241.59,2406.906,tr,7/11/2023,ds,2,topo,,
503,897,4328381.905,988241.504,2406.877,tr,7/11/2023,ds,2,topo,,
504,898,4328382.075,988241.403,2406.929,tr,7/11/2023,ds,2,topo,,
505,899,4328382.28,988241.327,2406.936,tr,7/11/2023,ds,2,topo,,
506,900,4328382.451,988241.237,2406.904,tr,7/11/2023,ds,2,topo,,
507,901,4328382.635,988241.157,2406.894,tr,7/11/2023,ds,2,topo,,
508,902,4328382.799,988241.048,2406.91,tr,7/11/2023,ds,2,topo,,
509,903,4328382.991,988240.953,2406.918,tr,7/11/2023,ds,2,topo,,
510,904,4328383.167,988240.88,2406.922,tr,7/11/2023,ds,2,topo,,
511,905,4328383.367,988240.81,2406.943,tr,7/11/2023,ds,2,topo,,
512,906,4328383.528,988240.708,2406.913,tr,7/11/2023,ds,2,topo,,
513,907,4328383.727,988240.62,2406.866,tr,7/11/2023,ds,2,topo,,
514,908,4328383.916,988240.532,2406.923,tr,7/11/2023,ds,2,topo,,
515,909,4328384.088,988240.467,2406.919,tr,7/11/2023,ds,2,topo,,
516,910,4328384.474,988240.327,2406.915,tr,7/11/2023,ds,2,topo,,
517,911,4328383.486,988240.68,2406.937,tr,7/11/2023,ds,2,topo,,
518,912,4328384.809,988240.116,2406.882,tr,7/11/2023,ds,2,topo,,
519,913,4328384.602,988240.224,2406.917,tr,7/11/2023,ds,2,topo,,
520,914,4328385.002,988240.047,2406.902,tr,7/11/2023,ds,2,topo,,
521,915,4328385.192,988239.983,2406.95,tr,7/11/2023,ds,2,topo,,
522,916,4328385.352,988239.891,2406.971,tr,7/11/2023,ds,2,topo,,
523,917,4328385.561,988239.794,2406.977,tr,7/11/2023,ds,2,topo,,
524,918,4328385.785,988239.823,2406.989,tr,7/11/2023,ds,2,topo,,
525,919,4328385.963,988239.748,2407.006,tr,7/11/2023,ds,2,topo,,
526,920,4328386.145,988239.658,2407.024,tr,7/11/2023,ds,2,topo,,
527,921,4328386.304,988239.583,2407.031,tr,7/11/2023,ds,2,topo,,
528,922,4328386.46,988239.434,2407.051,tr,7/11/2023,ds,2,topo,,
529,923,4328386.631,988239.289,2407.033,tr,7/11/2023,ds,2,topo,,
530,924,4328386.812,988239.195,2407.015,tr,7/11/2023,ds,2,topo,,
531,925,4328386.996,988239.126,2407.02,tr,7/11/2023,ds,2,topo,,
532,926,4328387.194,988239.084,2407.047,tr,7/11/2023,ds,2,topo,,
533,927,4328387.385,988238.992,2407.037,tr,7/11/2023,ds,2,topo,,
534,928,4328387.53,988238.844,2407.039,tr,7/11/2023,ds,2,topo,,
535,929,4328387.729,988238.759,2407.015,tr,7/11/2023,ds,2,topo,,
536,930,4328387.893,988238.694,2407.003,tr,7/11/2023,ds,2,topo,,
537,931,4328388.076,988238.61,2406.967,tr,7/11/2023,ds,2,topo,,
538,932,4328388.287,988238.592,2406.951,tr,7/11/2023,ds,2,topo,,
539,933,4328388.475,988238.507,2406.941,tr,7/11/2023,ds,2,topo,,
540,934,4328388.643,988238.387,2406.909,tr,7/11/2023,ds,2,topo,,
541,935,4328388.803,988238.311,2406.879,tr,7/11/2023,ds,2,topo,,
542,936,4328389.004,988238.214,2406.912,tr,7/11/2023,ds,2,topo,,
543,937,4328389.163,988238.148,2406.915,tr,7/11/2023,ds,2,topo,,
544,938,4328389.37,988238.059,2406.905,tr,7/11/2023,ds,2,topo,,
545,939,4328389.578,988238.024,2406.875,tr,7/11/2023,ds,2,topo,,
546,940,4328389.719,988237.87,2406.907,tr,7/11/2023,ds,2,topo,,
547,941,4328389.917,988237.817,2406.895,tr,7/11/2023,ds,2,topo,,
548,942,4328390.076,988237.716,2406.899,tr,7/11/2023,ds,2,topo,,
549,943,4328390.281,988237.626,2406.857,tr,7/11/2023,ds,2,topo,,
550,944,4328390.452,988237.506,2406.802,tr,7/11/2023,ds,2,topo,,
551,945,4328390.628,988237.453,2406.801,tr,7/11/2023,ds,2,topo,,
552,946,4328390.843,988237.389,2406.791,tr,7/11/2023,ds,2,topo,,
553,947,4328391.004,988237.273,2406.8,tr,7/11/2023,ds,2,topo,,
554,948,4328391.174,988237.185,2406.816,tr,7/11/2023,ds,2,topo,,
555,949,4328391.374,988237.14,2406.775,tr,7/11/2023,ds,2,topo,,
556,950,4328391.537,988237.063,2406.861,tr,7/11/2023,ds,2,topo,,
557,951,4328391.716,988236.943,2406.929,tr,7/11/2023,ds,2,topo,,
558,952,4328391.915,988236.883,2406.979,tr,7/11/2023,ds,2,topo,,
559,953,4328392.102,988236.783,2407.007,tr,7/11/2023,ds,2,topo,,
560,954,4328392.261,988236.689,2407.075,tr,7/11/2023,ds,2,topo,,
561,955,4328392.449,988236.604,2407.087,tr,7/11/2023,ds,2,topo,,
562,956,4328392.625,988236.529,2407.121,tr,7/11/2023,ds,2,topo,,
563,957,4328392.74,988236.498,2407.131,tr,7/11/2023,ds,2,topo,,
564,958,4328392.837,988236.466,2407.152,tr,7/11/2023,ds,2,topo,,
565,959,4328393.029,988236.333,2407.676,tr,7/11/2023,ds,2,topo,,
566,960,4328393.15,988236.275,2407.707,tr,7/11/2023,ds,2,topo,,
567,961,4328393.34,988236.187,2407.745,tr,7/11/2023,ds,2,topo,,
568,962,4328393.499,988236.103,2407.733,tr,7/11/2023,ds,2,topo,,
569,963,4328393.649,988236.034,2407.792,tr,7/11/2023,ds,2,topo,,
570,347,4328394.056,988235.842,2407.835,tr,7/11/2023,ds,2,rapid,,
571,348,4328394.503,988235.609,2407.885,tr,7/11/2023,ds,2,rapid,,
572,349,4328394.89,988235.41,2407.814,tr,7/11/2023,ds,2,rapid,,
573,350,4328395.336,988235.216,2407.781,tr,7/11/2023,ds,2,rapid,,
574,351,4328395.755,988235.036,2407.814,tr,7/11/2023,ds,2,rapid,,
575,352,4328396.184,988234.847,2407.704,tr,7/11/2023,ds,2,rapid,,
576,353,4328396.565,988234.643,2407.708,tr,7/11/2023,ds,2,rapid,,
577,354,4328396.827,988234.51,2407.695,tr,7/11/2023,ds,2,rapid,,
578,355,4328397.405,988234.244,2407.684,tr,7/11/2023,ds,2,rapid,,
579,356,4328397.891,988234.013,2407.663,tr,7/11/2023,ds,2,rapid,,
580,357,4328398.451,988233.763,2407.66,tr,7/11/2023,ds,2,rapid,,
581,358,4328399.106,988233.459,2407.609,tr,7/11/2023,ds,2,rapid,,
582,359,4328399.66,988233.202,2407.521,tr,7/11/2023,ds,2,rapid,,
583,360,4328400.094,988232.996,2407.523,tr,7/11/2023,ds,2,rapid,,
584,361,4328400.588,988232.776,2407.507,tr,7/11/2023,ds,2,rapid,,
585,362,4328401.045,988232.552,2407.507,tr,7/11/2023,ds,2,rapid,,
586,363,4328401.464,988232.337,2407.525,tr,7/11/2023,ds,2,rapid,,
587,364,4328401.874,988232.174,2407.525,tr,7/11/2023,ds,2,rapid,,
588,365,4328402.315,988231.927,2407.562,tr,7/11/2023,ds,2,rapid,,
589,366,4328402.939,988231.649,2407.559,tr,7/11/2023,ds,2,rapid,,
590,367,4328403.443,988231.428,2407.599,tr,7/11/2023,ds,2,rapid,,
591,368,4328403.903,988231.19,2407.586,tr,7/11/2023,ds,2,rapid,,
592,369,4328404.405,988230.923,2407.562,tr,7/11/2023,ds,2,rapid,,
593,370,4328404.994,988230.637,2407.561,tr,7/11/2023,ds,2,rapid,,
594,371,4328405.547,988230.402,2407.568,tr,7/11/2023,ds,2,rapid,,
595,372,4328406.02,988230.185,2407.503,tr,7/11/2023,ds,2,rapid,,
596,373,4328406.572,988229.911,2407.512,tr,7/11/2023,ds,2,rapid,,
597,374,4328407.108,988229.715,2407.467,tr,7/11/2023,ds,2,rapid,,
598,375,4328407.694,988229.459,2407.502,tr,7/11/2023,ds,2,rapid,,
599,376,4328408.114,988229.183,2407.469,tr,7/11/2023,ds,2,rapid,,
600,377,4328408.592,988228.902,2407.447,tr,7/11/2023,ds,2,rapid,,
601,378,4328409.086,988228.638,2407.563,tr,7/11/2023,ds,2,rapid,,
602,379,4328409.708,988228.409,2407.607,tr,7/11/2023,ds,2,rapid,,
603,380,4328410.206,988228.236,2407.674,tr,7/11/2023,ds,2,rapid,,
604,381,4328410.73,988227.971,2407.595,tr,7/11/2023,ds,2,rapid,,
605,382,4328411.075,988227.805,2407.88,tr,7/11/2023,ds,2,rapid,,
606,383,4328411.621,988227.545,2407.938,tr,7/11/2023,ds,2,rapid,,
607,384,4328412.122,988227.267,2407.98,tr,7/11/2023,ds,2,rapid,,
608,385,4328412.497,988226.938,2408.048,tr,7/11/2023,ds,2,rapid,,
609,386,4328413.04,988226.659,2408.195,tr,7/11/2023,ds,2,rapid,,
610,387,4328413.024,988226.654,2408.202,tr,7/11/2023,ds,2,rapid,,
611,388,4328413.606,988226.322,2408.296,tr,7/11/2023,ds,2,rapid,,
612,389,4328414.117,988226.131,2408.333,tr,7/11/2023,ds,2,rapid,,
613,390,4328414.459,988225.885,2408.434,tr,7/11/2023,ds,2,rapid,,
614,new_nb_dn_2,4328414.629,988225.751,2408.48,ctl_new,7/11/2023,ds,2,observed control point,nb,
615,new_nb_dn_1,4328393.512,988203.659,2408.533,ctl_new,7/11/2023,ds,1,observed control point,nb,
616,391,4328392.99,988203.816,2408.43,tr,7/11/2023,ds,1,rapid,,
617,392,4328392.455,988203.878,2408.367,tr,7/11/2023,ds,1,rapid,,
618,393,4328391.674,988204.006,2408.321,tr,7/11/2023,ds,1,rapid,,
619,394,4328392.093,988203.988,2408.358,tr,7/11/2023,ds,1,rapid,,
620,395,4328391.26,988204.167,2408.268,tr,7/11/2023,ds,1,rapid,,
621,396,4328390.625,988204.295,2408.23,tr,7/11/2023,ds,1,rapid,,
622,397,4328390.035,988204.394,2408.222,tr,7/11/2023,ds,1,rapid,,
623,398,4328389.407,988204.54,2408.215,tr,7/11/2023,ds,1,rapid,,
624,399,4328388.934,988204.632,2408.128,tr,7/11/2023,ds,1,rapid,,
625,400,4328388.484,988204.723,2408.166,tr,7/11/2023,ds,1,rapid,,
626,401,4328387.939,988204.8,2408.19,tr,7/11/2023,ds,1,rapid,,
627,402,4328387.365,988204.925,2408.2,tr,7/11/2023,ds,1,rapid,,
628,403,4328386.583,988204.984,2408.252,tr,7/11/2023,ds,1,rapid,,
629,404,4328386.034,988205.105,2408.219,tr,7/11/2023,ds,1,rapid,,
630,405,4328385.418,988205.213,2408.194,tr,7/11/2023,ds,1,rapid,,
631,406,4328384.811,988205.307,2408.264,tr,7/11/2023,ds,1,rapid,,
632,407,4328384.242,988205.357,2408.23,tr,7/11/2023,ds,1,rapid,,
633,408,4328383.739,988205.45,2408.218,tr,7/11/2023,ds,1,rapid,,
634,409,4328383.06,988205.551,2408.164,tr,7/11/2023,ds,1,rapid,,
635,410,4328382.518,988205.619,2408.162,tr,7/11/2023,ds,1,rapid,,
636,411,4328381.991,988205.655,2408.181,tr,7/11/2023,ds,1,rapid,,
637,412,4328381.449,988205.727,2408.17,tr,7/11/2023,ds,1,rapid,,
638,413,4328380.918,988205.797,2408.145,tr,7/11/2023,ds,1,rapid,,
639,414,4328380.744,988205.801,2408.146,tr,7/11/2023,ds,1,rapid,,
640,964,4328380.301,988205.82,2408.081,tr,7/11/2023,ds,1,topo,,
641,965,4328380.11,988205.838,2408.056,tr,7/11/2023,ds,1,topo,,
642,966,4328379.907,988205.919,2407.972,tr,7/11/2023,ds,1,topo,,
643,967,4328379.685,988205.97,2407.93,tr,7/11/2023,ds,1,topo,,
644,968,4328379.528,988205.983,2408.009,tr,7/11/2023,ds,1,topo,,
645,969,4328379.326,988206.041,2407.951,tr,7/11/2023,ds,1,topo,,
646,970,4328379.142,988206.073,2407.906,tr,7/11/2023,ds,1,topo,,
647,971,4328378.935,988206.128,2407.543,tr,7/11/2023,ds,1,topo,,
648,972,4328378.758,988206.173,2407.892,tr,7/11/2023,ds,1,topo,,
649,973,4328378.556,988206.262,2407.885,tr,7/11/2023,ds,1,topo,,
650,974,4328378.352,988206.256,2407.688,tr,7/11/2023,ds,1,topo,,
651,975,4328378.131,988206.239,2407.552,tr,7/11/2023,ds,1,topo,,
652,976,4328377.94,988206.284,2407.48,tr,7/11/2023,ds,1,topo,,
653,977,4328377.66,988206.376,2407.377,tr,7/11/2023,ds,1,topo,,
654,978,4328377.376,988206.432,2407.304,tr,7/11/2023,ds,1,topo,,
655,979,4328377.198,988206.451,2407.323,tr,7/11/2023,ds,1,topo,,
656,980,4328376.989,988206.508,2407.222,tr,7/11/2023,ds,1,topo,,
657,981,4328376.81,988206.578,2407.111,tr,7/11/2023,ds,1,topo,,
658,982,4328376.582,988206.55,2407.138,tr,7/11/2023,ds,1,topo,,
659,983,4328376.404,988206.621,2407.095,tr,7/11/2023,ds,1,topo,,
660,984,4328376.215,988206.673,2407.08,tr,7/11/2023,ds,1,topo,,
661,985,4328376.017,988206.703,2407.021,tr,7/11/2023,ds,1,topo,,
662,986,4328375.874,988206.721,2406.93,tr,7/11/2023,ds,1,topo,,
663,987,4328375.642,988206.791,2406.748,tr,7/11/2023,ds,1,topo,,
664,988,4328375.424,988206.864,2406.735,tr,7/11/2023,ds,1,topo,,
665,989,4328375.228,988206.8,2406.861,tr,7/11/2023,ds,1,topo,,
666,990,4328375.009,988206.858,2406.753,tr,7/11/2023,ds,1,topo,,
667,991,4328374.793,988206.884,2406.745,tr,7/11/2023,ds,1,topo,,
668,992,4328374.603,988206.942,2406.774,tr,7/11/2023,ds,1,topo,,
669,993,4328374.456,988207.002,2406.798,tr,7/11/2023,ds,1,topo,,
670,994,4328374.257,988207.039,2406.805,tr,7/11/2023,ds,1,topo,,
671,995,4328374.039,988207.054,2406.688,tr,7/11/2023,ds,1,topo,,
672,996,4328373.838,988207.11,2406.754,tr,7/11/2023,ds,1,topo,,
673,997,4328373.672,988207.215,2406.789,tr,7/11/2023,ds,1,topo,,
674,998,4328373.444,988207.285,2406.831,tr,7/11/2023,ds,1,topo,,
675,999,4328373.264,988207.222,2406.906,tr,7/11/2023,ds,1,topo,,
676,1000,4328373.073,988207.332,2406.96,tr,7/11/2023,ds,1,topo,,
677,1001,4328372.899,988207.397,2406.97,tr,7/11/2023,ds,1,topo,,
678,1002,4328372.693,988207.478,2406.961,tr,7/11/2023,ds,1,topo,,
679,1003,4328372.494,988207.477,2406.986,tr,7/11/2023,ds,1,topo,,
680,1004,4328372.284,988207.435,2407.012,tr,7/11/2023,ds,1,topo,,
681,1005,4328372.102,988207.548,2407.037,tr,7/11/2023,ds,1,topo,,
