,index,Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,northing_adj,easting_adj,elevation_adj,geometry
110,110,111,,466237.536,4312206.703,2455.479,,-105.38967393,38.95816851,2441.489,Global,0.011,0.013,0.014,0.017,1.734,m,FIX,RTK,2025-07-16 10:25:47.0 UTC-06:00,2025-07-16 10:25:50.0 UTC-06:00,16,1.1,1.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,161.745,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,8,6,0,4312205.352,466239.141,2452.064,POINT Z (466239.141 4312205.352 2452.064)
111,111,112,,466237.413,4312206.78,2455.448,,-105.38967536,38.95816921,2441.458,Global,0.011,0.012,0.01,0.016,1.734,m,FIX,RTK,2025-07-16 10:26:03.4 UTC-06:00,2025-07-16 10:26:06.4 UTC-06:00,16,1.1,1.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,161.82,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,8,5,0,4312205.4290000005,466239.018,2452.033,POINT Z (466239.018 4312205.4290000005 2452.033)
112,112,113,,466237.388,4312206.964,2455.585,,-105.38967565,38.95817086,2441.595,Global,0.011,0.011,0.01,0.016,1.734,m,FIX,RTK,2025-07-16 10:26:12.8 UTC-06:00,2025-07-16 10:26:15.8 UTC-06:00,16,1.1,1.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,161.989,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,8,5,0,4312205.613,466238.99299999996,2452.17,POINT Z (466238.99299999996 4312205.613 2452.17)
113,113,114,,466237.262,4312207.149,2455.524,,-105.38967712,38.95817252,2441.534,Global,0.01,0.01,0.01,0.014,1.734,m,FIX,RTK,2025-07-16 10:26:37.0 UTC-06:00,2025-07-16 10:26:40.0 UTC-06:00,16,1.2,1.4,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,162.176,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,8,6,0,4312205.798,466238.86699999997,2452.109,POINT Z (466238.86699999997 4312205.798 2452.109)
114,114,115,,466237.05,4312207.294,2455.585,,-105.38967958,38.95817382,2441.594,Global,0.011,0.013,0.01,0.017,1.734,m,FIX,RTK,2025-07-16 10:26:47.0 UTC-06:00,2025-07-16 10:26:50.0 UTC-06:00,16,1.2,1.4,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,162.302,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,8,6,0,4312205.943,466238.65499999997,2452.17,POINT Z (466238.65499999997 4312205.943 2452.17)
115,115,116,,466236.917,4312207.372,2455.616,,-105.38968111,38.95817452,2441.626,Global,0.011,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-16 10:26:55.4 UTC-06:00,2025-07-16 10:26:58.4 UTC-06:00,16,1.1,1.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,162.374,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,8,5,0,4312206.021000001,466238.522,2452.201,POINT Z (466238.522 4312206.021000001 2452.201)
116,116,117,,466236.87,4312207.597,2455.666,,-105.38968167,38.95817655,2441.676,Global,0.01,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-16 10:27:06.2 UTC-06:00,2025-07-16 10:27:09.2 UTC-06:00,16,1.1,1.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,162.596,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,8,5,0,4312206.246,466238.475,2452.251,POINT Z (466238.475 4312206.246 2452.251)
117,117,118,,466236.632,4312207.787,2455.81,,-105.38968442,38.95817825,2441.82,Global,0.011,0.012,0.01,0.016,1.734,m,FIX,RTK,2025-07-16 10:27:18.8 UTC-06:00,2025-07-16 10:27:21.8 UTC-06:00,16,1.1,1.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,162.748,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,8,5,0,4312206.436,466238.23699999996,2452.395,POINT Z (466238.23699999996 4312206.436 2452.395)
118,118,119,,466236.483,4312207.856,2455.83,,-105.38968615,38.95817887,2441.839,Global,0.01,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-16 10:27:36.4 UTC-06:00,2025-07-16 10:27:39.4 UTC-06:00,16,1.1,1.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,162.823,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,8,5,0,4312206.505,466238.088,2452.415,POINT Z (466238.088 4312206.505 2452.415)
119,119,120,,466236.344,4312207.998,2455.916,,-105.38968776,38.95818014,2441.925,Global,0.012,0.01,0.011,0.015,1.734,m,FIX,RTK,2025-07-16 10:27:50.4 UTC-06:00,2025-07-16 10:27:53.4 UTC-06:00,16,1.1,1.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,162.951,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,8,5,0,4312206.647,466237.94899999996,2452.501,POINT Z (466237.94899999996 4312206.647 2452.501)
120,120,121,,466236.241,4312208.126,2455.941,,-105.38968895,38.95818128,2441.951,Global,0.01,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-16 10:28:11.8 UTC-06:00,2025-07-16 10:28:14.8 UTC-06:00,16,1.1,1.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,163.073,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,6,0,4312206.775,466237.84599999996,2452.526,POINT Z (466237.84599999996 4312206.775 2452.526)
121,121,122,,466236.183,4312208.148,2455.949,,-105.38968962,38.95818148,2441.958,Global,0.01,0.01,0.011,0.014,1.734,m,FIX,RTK,2025-07-16 10:28:39.0 UTC-06:00,2025-07-16 10:28:42.0 UTC-06:00,16,1.1,1.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,163.09,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,7,6,0,4312206.797,466237.788,2452.534,POINT Z (466237.788 4312206.797 2452.534)
122,122,123,,466236.104,4312208.22,2456.097,,-105.38969053,38.95818213,2442.106,Global,0.011,0.011,0.013,0.015,1.734,m,FIX,RTK,2025-07-16 10:28:54.8 UTC-06:00,2025-07-16 10:28:57.8 UTC-06:00,16,1.1,1.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,163.143,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,7,6,0,4312206.869,466237.709,2452.6820000000002,POINT Z (466237.709 4312206.869 2452.6820000000002)
123,123,124,,466235.969,4312208.427,2456.199,,-105.38969211,38.95818399,2442.208,Global,0.01,0.01,0.013,0.015,1.734,m,FIX,RTK,2025-07-16 10:29:11.6 UTC-06:00,2025-07-16 10:29:14.6 UTC-06:00,16,1.2,1.4,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,163.334,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,5,0,4312207.076,466237.57399999996,2452.784,POINT Z (466237.57399999996 4312207.076 2452.784)
124,124,125,,466235.837,4312208.573,2456.385,,-105.38969364,38.9581853,2442.395,Global,0.01,0.012,0.01,0.016,1.734,m,FIX,RTK,2025-07-16 10:29:29.0 UTC-06:00,2025-07-16 10:29:32.0 UTC-06:00,16,1.2,1.4,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,163.454,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,5,0,4312207.222,466237.442,2452.9700000000003,POINT Z (466237.442 4312207.222 2452.9700000000003)
125,125,126,,466235.758,4312208.732,2456.527,,-105.38969456,38.95818673,2442.537,Global,0.011,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-16 10:29:39.8 UTC-06:00,2025-07-16 10:29:42.8 UTC-06:00,16,1.1,1.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,163.608,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,10,5,7,5,0,4312207.381,466237.36299999995,2453.112,POINT Z (466237.36299999995 4312207.381 2453.112)
126,126,127,,466235.607,4312208.909,2456.571,,-105.38969632,38.95818832,2442.581,Global,0.01,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-16 10:29:54.0 UTC-06:00,2025-07-16 10:29:57.0 UTC-06:00,16,1.1,1.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,163.77,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,10,5,7,5,0,4312207.558,466237.212,2453.156,POINT Z (466237.212 4312207.558 2453.156)
127,127,128,,466235.457,4312209.048,2456.663,,-105.38969805,38.95818956,2442.673,Global,0.01,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-16 10:30:05.4 UTC-06:00,2025-07-16 10:30:08.4 UTC-06:00,16,1.1,1.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,163.903,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,5,0,4312207.697000001,466237.062,2453.248,POINT Z (466237.062 4312207.697000001 2453.248)
128,128,129,,466235.345,4312209.183,2456.704,,-105.38969935,38.95819077,2442.713,Global,0.01,0.01,0.011,0.015,1.734,m,FIX,RTK,2025-07-16 10:30:14.2 UTC-06:00,2025-07-16 10:30:17.2 UTC-06:00,16,1.1,1.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,164.03,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,7,5,0,4312207.832,466236.94999999995,2453.289,POINT Z (466236.94999999995 4312207.832 2453.289)
129,129,130,,466235.222,4312209.347,2456.756,,-105.38970077,38.95819225,2442.766,Global,0.015,0.011,0.013,0.019,1.734,m,FIX,RTK,2025-07-16 10:30:24.6 UTC-06:00,2025-07-16 10:30:27.6 UTC-06:00,16,1.2,1.4,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,164.178,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,5,0,4312207.996,466236.827,2453.341,POINT Z (466236.827 4312207.996 2453.341)
130,130,131,,466235.079,4312209.51,2456.813,,-105.38970243,38.95819372,2442.823,Global,0.011,0.011,0.01,0.016,1.734,m,FIX,RTK,2025-07-16 10:30:42.0 UTC-06:00,2025-07-16 10:30:45.0 UTC-06:00,16,1.1,1.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,164.339,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,6,0,4312208.159,466236.684,2453.398,POINT Z (466236.684 4312208.159 2453.398)
131,131,132,,466234.938,4312209.616,2456.911,,-105.38970406,38.95819466,2442.92,Global,0.011,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-16 10:31:03.0 UTC-06:00,2025-07-16 10:31:06.0 UTC-06:00,16,1.2,1.4,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,164.433,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,10,5,8,5,0,4312208.265000001,466236.543,2453.496,POINT Z (466236.543 4312208.265000001 2453.496)
132,132,133,,466234.932,4312209.617,2456.919,,-105.38970414,38.95819467,2442.928,Global,0.01,0.011,0.012,0.015,1.734,m,FIX,RTK,2025-07-16 10:31:18.6 UTC-06:00,2025-07-16 10:31:48.6 UTC-06:00,151,1.2,1.4,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,164.422,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,8,5,0,4312208.266,466236.53699999995,2453.504,POINT Z (466236.53699999995 4312208.266 2453.504)
133,133,134,,466234.795,4312209.559,2456.866,,-105.38970571,38.95819415,2442.875,Global,0.01,0.011,0.014,0.015,1.734,m,FIX,RTK,2025-07-16 10:32:08.0 UTC-06:00,2025-07-16 10:32:11.0 UTC-06:00,16,1.1,1.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,164.365,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,8,5,0,4312208.208000001,466236.39999999997,2453.451,POINT Z (466236.39999999997 4312208.208000001 2453.451)
134,134,135,,466235.014,4312209.52,2456.832,,-105.38970319,38.9581938,2442.842,Global,0.01,0.01,0.013,0.014,1.734,m,FIX,RTK,2025-07-16 10:32:17.4 UTC-06:00,2025-07-16 10:32:20.4 UTC-06:00,16,1.1,1.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,164.343,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,8,5,0,4312208.169,466236.619,2453.417,POINT Z (466236.619 4312208.169 2453.417)
135,135,136,,466235.082,4312209.76,2456.87,,-105.38970241,38.95819596,2442.879,Global,0.01,0.011,0.012,0.015,1.734,m,FIX,RTK,2025-07-16 10:32:30.4 UTC-06:00,2025-07-16 10:32:33.4 UTC-06:00,16,1.1,1.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,164.573,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,8,5,0,4312208.409,466236.687,2453.455,POINT Z (466236.687 4312208.409 2453.455)
136,136,137,,466234.841,4312209.737,2456.877,,-105.38970519,38.95819575,2442.887,Global,0.01,0.011,0.014,0.015,1.734,m,FIX,RTK,2025-07-16 10:32:44.0 UTC-06:00,2025-07-16 10:32:47.0 UTC-06:00,16,1.1,1.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,164.559,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,8,5,0,4312208.386,466236.446,2453.462,POINT Z (466236.446 4312208.386 2453.462)
137,137,138,,466234.931,4312209.618,2456.931,,-105.38970414,38.95819468,2442.94,Global,0.01,0.01,0.013,0.015,1.734,m,FIX,RTK,2025-07-16 10:32:58.8 UTC-06:00,2025-07-16 10:33:01.8 UTC-06:00,16,1.1,1.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,164.427,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,10,5,8,5,0,4312208.267,466236.53599999996,2453.516,POINT Z (466236.53599999996 4312208.267 2453.516)
138,138,139,,466229.366,4311985.331,2457.433,,-105.3897573,38.95617337,2443.441,Global,0.012,0.01,0.021,0.016,1.734,m,FIX,RTK,2025-07-16 11:58:54.0 UTC-06:00,2025-07-16 11:58:57.0 UTC-06:00,16,1.9,2.4,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.089,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,5,0,4311983.98,466230.97099999996,2454.018,POINT Z (466230.97099999996 4311983.98 2454.018)
139,139,140,,466229.366,4311985.325,2457.457,,-105.3897573,38.95617331,2443.465,Global,0.012,0.011,0.023,0.016,1.734,m,FIX,RTK,2025-07-16 11:59:06.6 UTC-06:00,2025-07-16 11:59:36.6 UTC-06:00,151,2.4,3.0,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.092,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311983.974,466230.97099999996,2454.042,POINT Z (466230.97099999996 4311983.974 2454.042)
140,140,141,,466229.417,4311985.177,2457.357,,-105.38975671,38.95617198,2443.364,Global,0.016,0.011,0.017,0.02,1.734,m,FIX,RTK,2025-07-16 11:59:49.2 UTC-06:00,2025-07-16 11:59:52.2 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.252,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,6,0,4311983.826,466231.022,2453.942,POINT Z (466231.022 4311983.826 2453.942)
141,141,142,,466229.285,4311985.302,2457.244,,-105.38975824,38.95617311,2443.252,Global,0.011,0.01,0.02,0.015,1.734,m,FIX,RTK,2025-07-16 11:59:57.6 UTC-06:00,2025-07-16 12:00:00.6 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.158,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,6,0,4311983.951,466230.88999999996,2453.829,POINT Z (466230.88999999996 4311983.951 2453.829)
142,142,143,,466229.344,4311985.447,2457.332,,-105.38975756,38.95617442,2443.339,Global,0.012,0.011,0.025,0.016,1.734,m,FIX,RTK,2025-07-16 12:00:06.6 UTC-06:00,2025-07-16 12:00:09.6 UTC-06:00,16,2.4,3.1,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,61.994,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4311984.096,466230.94899999996,2453.917,POINT Z (466230.94899999996 4311984.096 2453.917)
143,143,144,,466229.474,4311985.372,2457.452,,-105.38975606,38.95617374,2443.46,Global,0.013,0.011,0.017,0.017,1.734,m,FIX,RTK,2025-07-16 12:00:15.4 UTC-06:00,2025-07-16 12:00:18.4 UTC-06:00,16,1.9,2.4,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.05,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311984.021000001,466231.07899999997,2454.0370000000003,POINT Z (466231.07899999997 4311984.021000001 2454.0370000000003)
144,144,145,,466229.374,4311985.318,2457.465,,-105.3897572,38.95617325,2443.472,Global,0.011,0.015,0.025,0.018,1.734,m,FIX,RTK,2025-07-16 12:00:26.0 UTC-06:00,2025-07-16 12:00:29.0 UTC-06:00,16,2.4,3.1,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.092,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,5,0,4311983.967,466230.979,2454.05,POINT Z (466230.979 4311983.967 2454.05)
145,145,146,,466229.233,4311985.248,2457.222,,-105.38975884,38.95617261,2443.229,Global,0.013,0.012,0.016,0.017,1.734,m,FIX,RTK,2025-07-16 12:00:43.0 UTC-06:00,2025-07-16 12:00:46.0 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.22,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,5,0,4311983.897,466230.838,2453.8070000000002,POINT Z (466230.838 4311983.897 2453.8070000000002)
146,146,147,,466229.033,4311985.162,2457.027,,-105.38976114,38.95617183,2443.034,Global,0.011,0.013,0.027,0.017,1.734,m,FIX,RTK,2025-07-16 12:00:53.8 UTC-06:00,2025-07-16 12:00:56.8 UTC-06:00,16,2.4,3.1,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.348,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,5,0,4311983.811,466230.638,2453.612,POINT Z (466230.638 4311983.811 2453.612)
147,147,148,,466228.86,4311985.113,2456.944,,-105.38976313,38.95617139,2442.951,Global,0.017,0.011,0.026,0.02,1.734,m,FIX,RTK,2025-07-16 12:01:10.6 UTC-06:00,2025-07-16 12:01:13.6 UTC-06:00,16,2.4,3.1,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.414,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,5,0,4311983.762,466230.46499999997,2453.529,POINT Z (466230.46499999997 4311983.762 2453.529)
148,148,149,,466228.662,4311985.089,2456.877,,-105.38976541,38.95617116,2442.884,Global,0.011,0.012,0.015,0.016,1.734,m,FIX,RTK,2025-07-16 12:01:19.4 UTC-06:00,2025-07-16 12:01:22.4 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.453,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311983.738,466230.267,2453.462,POINT Z (466230.267 4311983.738 2453.462)
149,149,150,,466228.551,4311985.062,2456.804,,-105.38976669,38.95617091,2442.811,Global,0.011,0.01,0.016,0.015,1.734,m,FIX,RTK,2025-07-16 12:01:31.8 UTC-06:00,2025-07-16 12:01:34.8 UTC-06:00,16,1.9,2.4,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.504,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,5,0,4311983.711,466230.15599999996,2453.389,POINT Z (466230.15599999996 4311983.711 2453.389)
150,150,151,,466228.336,4311985.027,2456.741,,-105.38976917,38.95617059,2442.748,Global,0.011,0.01,0.021,0.015,1.734,m,FIX,RTK,2025-07-16 12:01:43.0 UTC-06:00,2025-07-16 12:01:46.0 UTC-06:00,16,2.0,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.561,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311983.676,466229.941,2453.326,POINT Z (466229.941 4311983.676 2453.326)
151,151,152,,466228.114,4311984.982,2456.792,,-105.38977174,38.95617017,2442.8,Global,0.011,0.011,0.023,0.015,1.734,m,FIX,RTK,2025-07-16 12:01:53.0 UTC-06:00,2025-07-16 12:01:56.0 UTC-06:00,16,2.0,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.601,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,5,0,4311983.631,466229.719,2453.377,POINT Z (466229.719 4311983.631 2453.377)
152,152,153,,466227.916,4311984.939,2456.642,,-105.38977401,38.95616978,2442.65,Global,0.01,0.01,0.017,0.015,1.734,m,FIX,RTK,2025-07-16 12:02:02.2 UTC-06:00,2025-07-16 12:02:05.2 UTC-06:00,14,2.0,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.687,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,5,0,4311983.588,466229.521,2453.227,POINT Z (466229.521 4311983.588 2453.227)
153,153,154,,466227.763,4311984.882,2456.807,,-105.38977579,38.95616926,2442.815,Global,0.012,0.011,0.015,0.016,1.734,m,FIX,RTK,2025-07-16 12:02:27.0 UTC-06:00,2025-07-16 12:02:30.0 UTC-06:00,16,1.9,2.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.717,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311983.531,466229.36799999996,2453.392,POINT Z (466229.36799999996 4311983.531 2453.392)
154,154,155,,466227.598,4311984.862,2456.876,,-105.38977768,38.95616907,2442.884,Global,0.01,0.011,0.014,0.015,1.734,m,FIX,RTK,2025-07-16 12:02:37.2 UTC-06:00,2025-07-16 12:02:40.2 UTC-06:00,16,1.9,2.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.717,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311983.511,466229.203,2453.4610000000002,POINT Z (466229.203 4311983.511 2453.4610000000002)
155,155,156,,466227.396,4311984.848,2456.617,,-105.38978002,38.95616894,2442.625,Global,0.011,0.011,0.014,0.016,1.734,m,FIX,RTK,2025-07-16 12:02:48.8 UTC-06:00,2025-07-16 12:02:51.8 UTC-06:00,16,2.0,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.804,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311983.497,466229.001,2453.202,POINT Z (466229.001 4311983.497 2453.202)
156,156,157,,466227.19,4311984.872,2456.585,,-105.38978239,38.95616915,2442.592,Global,0.011,0.01,0.012,0.015,1.734,m,FIX,RTK,2025-07-16 12:03:17.4 UTC-06:00,2025-07-16 12:03:20.4 UTC-06:00,16,2.0,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.786,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311983.521000001,466228.795,2453.17,POINT Z (466228.795 4311983.521000001 2453.17)
157,157,158,,466227.064,4311984.816,2456.602,,-105.38978384,38.95616864,2442.609,Global,0.011,0.011,0.012,0.015,1.734,m,FIX,RTK,2025-07-16 12:03:29.4 UTC-06:00,2025-07-16 12:03:32.4 UTC-06:00,16,2.0,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.846,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311983.465,466228.669,2453.187,POINT Z (466228.669 4311983.465 2453.187)
158,158,159,,466226.792,4311984.752,2456.756,,-105.38978698,38.95616805,2442.764,Global,0.011,0.013,0.011,0.017,1.734,m,FIX,RTK,2025-07-16 12:03:39.0 UTC-06:00,2025-07-16 12:03:42.0 UTC-06:00,16,2.0,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.893,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,6,0,4311983.401000001,466228.397,2453.341,POINT Z (466228.397 4311983.401000001 2453.341)
159,159,160,,466226.661,4311984.741,2456.759,,-105.38978849,38.95616795,2442.767,Global,0.011,0.01,0.012,0.015,1.734,m,FIX,RTK,2025-07-16 12:03:48.8 UTC-06:00,2025-07-16 12:03:51.8 UTC-06:00,16,2.0,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,62.909,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,6,0,4311983.390000001,466228.266,2453.344,POINT Z (466228.266 4311983.390000001 2453.344)
160,160,161,,466226.424,4311984.689,2456.521,,-105.38979122,38.95616747,2442.528,Global,0.011,0.01,0.016,0.015,1.734,m,FIX,RTK,2025-07-16 12:03:57.8 UTC-06:00,2025-07-16 12:04:00.8 UTC-06:00,16,2.0,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,63.023,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,5,0,4311983.338,466228.029,2453.106,POINT Z (466228.029 4311983.338 2453.106)
161,161,162,,466226.285,4311984.667,2456.543,,-105.38979283,38.95616727,2442.55,Global,0.011,0.016,0.011,0.019,1.734,m,FIX,RTK,2025-07-16 12:04:09.8 UTC-06:00,2025-07-16 12:04:12.8 UTC-06:00,16,1.8,2.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,63.059,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,6,6,0,4311983.316000001,466227.88999999996,2453.128,POINT Z (466227.88999999996 4311983.316000001 2453.128)
162,162,163,,466226.059,4311984.596,2456.704,,-105.38979543,38.95616661,2442.711,Global,0.011,0.012,0.012,0.016,1.734,m,FIX,RTK,2025-07-16 12:04:20.2 UTC-06:00,2025-07-16 12:04:23.2 UTC-06:00,16,1.8,2.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,63.1,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311983.245,466227.664,2453.289,POINT Z (466227.664 4311983.245 2453.289)
