,index,Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,northing_adj,easting_adj,elevation_adj,geometry
336,336,337,,466235.788,4311871.536,2457.669,,-105.38967758,38.95514819,2443.675,Global,0.021,0.01,0.017,0.023,1.734,m,FIX,RTK,2025-07-16 14:29:19.4 UTC-06:00,2025-07-16 14:29:22.4 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.112,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,4,4,5,0,4311870.1850000005,466237.393,2454.254,POINT Z (466237.393 4311870.1850000005 2454.254)
337,337,338,,466235.523,4311871.567,2457.652,,-105.38968063,38.95514845,2443.658,Global,0.014,0.011,0.014,0.018,1.734,m,FIX,RTK,2025-07-16 14:29:26.2 UTC-06:00,2025-07-16 14:29:29.2 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.084,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0,4311870.216,466237.12799999997,2454.237,POINT Z (466237.12799999997 4311870.216 2454.237)
338,338,339,,466235.411,4311871.565,2457.66,,-105.38968192,38.95514843,2443.666,Global,0.017,0.024,0.017,0.029,1.734,m,FIX,RTK,2025-07-16 14:29:34.4 UTC-06:00,2025-07-16 14:29:37.4 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.061,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,4,4,5,0,4311870.214000001,466237.016,2454.245,POINT Z (466237.016 4311870.214000001 2454.245)
339,339,340,,466235.154,4311871.514,2457.679,,-105.38968489,38.95514796,2443.685,Global,0.034,0.016,0.015,0.037,1.734,m,FIX,RTK,2025-07-16 14:29:41.8 UTC-06:00,2025-07-16 14:29:44.8 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.118,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,5,0,4311870.163000001,466236.75899999996,2454.264,POINT Z (466236.75899999996 4311870.163000001 2454.264)
340,340,341,,466234.917,4311871.475,2457.669,,-105.38968762,38.9551476,2443.676,Global,0.017,0.012,0.016,0.021,1.734,m,FIX,RTK,2025-07-16 14:29:49.4 UTC-06:00,2025-07-16 14:29:52.4 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.158,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,4,5,0,4311870.124,466236.522,2454.254,POINT Z (466236.522 4311870.124 2454.254)
341,341,342,,466234.712,4311871.575,2457.637,,-105.38968999,38.95514849,2443.643,Global,0.014,0.011,0.019,0.017,1.734,m,FIX,RTK,2025-07-16 14:29:56.0 UTC-06:00,2025-07-16 14:29:59.0 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.05,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,4,5,0,4311870.224,466236.317,2454.222,POINT Z (466236.317 4311870.224 2454.222)
342,342,343,,466234.559,4311871.534,2457.621,,-105.38969175,38.95514812,2443.628,Global,0.014,0.012,0.014,0.018,1.734,m,FIX,RTK,2025-07-16 14:30:02.6 UTC-06:00,2025-07-16 14:30:05.6 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.079,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,4,5,0,4311870.183,466236.164,2454.206,POINT Z (466236.164 4311870.183 2454.206)
343,343,344,,466234.354,4311871.506,2457.629,,-105.38969411,38.95514786,2443.635,Global,0.012,0.013,0.02,0.018,1.734,m,FIX,RTK,2025-07-16 14:30:09.2 UTC-06:00,2025-07-16 14:30:12.2 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.114,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,4,5,0,4311870.155,466235.959,2454.214,POINT Z (466235.959 4311870.155 2454.214)
344,344,345,,466234.162,4311871.515,2457.568,,-105.38969633,38.95514793,2443.574,Global,0.011,0.01,0.017,0.015,1.734,m,FIX,RTK,2025-07-16 14:30:17.2 UTC-06:00,2025-07-16 14:30:20.2 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.097,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,4,5,0,4311870.164,466235.767,2454.1530000000002,POINT Z (466235.767 4311870.164 2454.1530000000002)
345,345,346,,466233.989,4311871.59,2457.579,,-105.38969834,38.9551486,2443.585,Global,0.013,0.012,0.02,0.018,1.734,m,FIX,RTK,2025-07-16 14:30:23.6 UTC-06:00,2025-07-16 14:30:26.6 UTC-06:00,16,2.1,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.028,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,4,5,0,4311870.239,466235.594,2454.164,POINT Z (466235.594 4311870.239 2454.164)
346,346,347,,466233.754,4311871.644,2457.509,,-105.38970105,38.95514908,2443.515,Global,0.01,0.015,0.022,0.019,1.734,m,FIX,RTK,2025-07-16 14:30:31.4 UTC-06:00,2025-07-16 14:30:34.4 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.957,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0,4311870.2930000005,466235.359,2454.094,POINT Z (466235.359 4311870.2930000005 2454.094)
347,347,348,,466233.544,4311871.561,2457.484,,-105.38970347,38.95514832,2443.49,Global,0.013,0.01,0.023,0.017,1.734,m,FIX,RTK,2025-07-16 14:30:38.2 UTC-06:00,2025-07-16 14:30:41.2 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.053,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0,4311870.21,466235.149,2454.069,POINT Z (466235.149 4311870.21 2454.069)
348,348,349,,466233.367,4311871.552,2457.443,,-105.38970552,38.95514824,2443.449,Global,0.015,0.013,0.021,0.02,1.734,m,FIX,RTK,2025-07-16 14:30:45.0 UTC-06:00,2025-07-16 14:30:48.0 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.058,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,4,4,5,0,4311870.201,466234.972,2454.0280000000002,POINT Z (466234.972 4311870.201 2454.0280000000002)
349,349,350,,466233.234,4311871.551,2457.451,,-105.38970705,38.95514822,2443.457,Global,0.02,0.013,0.019,0.024,1.734,m,FIX,RTK,2025-07-16 14:30:51.8 UTC-06:00,2025-07-16 14:30:54.8 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.05,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,4,4,5,0,4311870.2,466234.839,2454.036,POINT Z (466234.839 4311870.2 2454.036)
350,350,351,,466233.089,4311871.555,2457.403,,-105.38970872,38.95514825,2443.409,Global,0.017,0.016,0.018,0.023,1.734,m,FIX,RTK,2025-07-16 14:30:58.6 UTC-06:00,2025-07-16 14:31:01.6 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.065,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0,4311870.204,466234.69399999996,2453.988,POINT Z (466234.69399999996 4311870.204 2453.988)
351,351,352,,466232.759,4311871.527,2457.368,,-105.38971253,38.95514799,2443.375,Global,0.014,0.01,0.02,0.018,1.734,m,FIX,RTK,2025-07-16 14:31:05.4 UTC-06:00,2025-07-16 14:31:08.4 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.081,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,4,5,0,4311870.176,466234.364,2453.953,POINT Z (466234.364 4311870.176 2453.953)
352,352,353,,466232.613,4311871.731,2457.3,,-105.38971422,38.95514982,2443.306,Global,0.011,0.012,0.015,0.016,1.734,m,FIX,RTK,2025-07-16 14:31:51.0 UTC-06:00,2025-07-16 14:31:54.0 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.886,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,5,0,4311870.38,466234.218,2453.885,POINT Z (466234.218 4311870.38 2453.885)
353,353,354,,466232.306,4311871.637,2457.279,,-105.38971776,38.95514896,2443.285,Global,0.014,0.012,0.019,0.018,1.734,m,FIX,RTK,2025-07-16 14:32:14.2 UTC-06:00,2025-07-16 14:32:17.2 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.969,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,4,4,5,0,4311870.286,466233.91099999996,2453.864,POINT Z (466233.91099999996 4311870.286 2453.864)
354,354,355,,466232.122,4311871.665,2457.198,,-105.38971988,38.9551492,2443.204,Global,0.012,0.013,0.019,0.018,1.734,m,FIX,RTK,2025-07-16 14:32:23.6 UTC-06:00,2025-07-16 14:32:26.6 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.961,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,5,6,4,5,0,4311870.314,466233.72699999996,2453.783,POINT Z (466233.72699999996 4311870.314 2453.783)
355,355,356,,466231.952,4311871.668,2457.13,,-105.38972184,38.95514923,2443.137,Global,0.011,0.011,0.018,0.016,1.734,m,FIX,RTK,2025-07-16 14:32:32.2 UTC-06:00,2025-07-16 14:32:35.2 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.953,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,4,6,0,4311870.317,466233.557,2453.715,POINT Z (466233.557 4311870.317 2453.715)
356,356,357,,466231.771,4311871.622,2457.096,,-105.38972393,38.95514881,2443.102,Global,0.011,0.013,0.019,0.017,1.734,m,FIX,RTK,2025-07-16 14:32:41.2 UTC-06:00,2025-07-16 14:32:44.2 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.995,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,4,4,5,0,4311870.271000001,466233.376,2453.681,POINT Z (466233.376 4311870.271000001 2453.681)
357,357,358,,466231.567,4311871.676,2457.092,,-105.38972629,38.95514928,2443.098,Global,0.012,0.012,0.023,0.018,1.734,m,FIX,RTK,2025-07-16 14:32:50.2 UTC-06:00,2025-07-16 14:32:53.2 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.941,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,5,0,4311870.325,466233.17199999996,2453.677,POINT Z (466233.17199999996 4311870.325 2453.677)
358,358,359,,466231.373,4311871.634,2457.026,,-105.38972853,38.9551489,2443.032,Global,0.012,0.014,0.027,0.019,1.734,m,FIX,RTK,2025-07-16 14:33:01.8 UTC-06:00,2025-07-16 14:33:04.8 UTC-06:00,16,1.8,2.1,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.995,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0,4311870.283,466232.978,2453.611,POINT Z (466232.978 4311870.283 2453.611)
359,359,360,,466231.089,4311871.659,2457.023,,-105.3897318,38.95514911,2443.03,Global,0.015,0.011,0.023,0.019,1.734,m,FIX,RTK,2025-07-16 14:33:14.2 UTC-06:00,2025-07-16 14:33:17.2 UTC-06:00,16,1.8,2.1,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.953,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0,4311870.308,466232.69399999996,2453.608,POINT Z (466232.69399999996 4311870.308 2453.608)
360,360,361,,466230.933,4311871.627,2457.005,,-105.3897336,38.95514882,2443.011,Global,0.014,0.012,0.022,0.018,1.734,m,FIX,RTK,2025-07-16 14:33:23.0 UTC-06:00,2025-07-16 14:33:26.0 UTC-06:00,16,1.8,2.1,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.987,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0,4311870.276000001,466232.538,2453.59,POINT Z (466232.538 4311870.276000001 2453.59)
361,361,362,,466230.733,4311871.584,2457.013,,-105.38973591,38.95514842,2443.019,Global,0.011,0.011,0.022,0.016,1.734,m,FIX,RTK,2025-07-16 14:33:33.0 UTC-06:00,2025-07-16 14:33:36.0 UTC-06:00,16,1.8,2.1,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.033,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,4,4,5,0,4311870.233,466232.338,2453.598,POINT Z (466232.338 4311870.233 2453.598)
362,362,363,,466230.516,4311871.628,2456.955,,-105.38973842,38.95514881,2442.961,Global,0.018,0.015,0.022,0.024,1.734,m,FIX,RTK,2025-07-16 14:33:44.2 UTC-06:00,2025-07-16 14:33:47.2 UTC-06:00,16,1.8,2.1,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.003,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,5,0,4311870.277,466232.121,2453.54,POINT Z (466232.121 4311870.277 2453.54)
363,363,364,,466230.345,4311871.63,2456.996,,-105.3897404,38.95514882,2443.002,Global,0.014,0.012,0.021,0.018,1.734,m,FIX,RTK,2025-07-16 14:33:54.0 UTC-06:00,2025-07-16 14:33:57.0 UTC-06:00,16,1.8,2.1,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.997,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0,4311870.279,466231.94999999995,2453.581,POINT Z (466231.94999999995 4311870.279 2453.581)
364,364,365,,466230.087,4311871.589,2457.137,,-105.38974337,38.95514844,2443.143,Global,0.011,0.017,0.015,0.02,1.734,m,FIX,RTK,2025-07-16 14:34:12.8 UTC-06:00,2025-07-16 14:34:15.8 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.008,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0,4311870.238,466231.692,2453.722,POINT Z (466231.692 4311870.238 2453.722)
365,365,366,,466229.792,4311871.59,2457.073,,-105.38974677,38.95514844,2443.08,Global,0.011,0.011,0.016,0.016,1.734,m,FIX,RTK,2025-07-16 14:34:38.4 UTC-06:00,2025-07-16 14:34:41.4 UTC-06:00,16,1.9,2.3,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.024,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0,4311870.239,466231.397,2453.658,POINT Z (466231.397 4311870.239 2453.658)
366,366,367,,466229.605,4311871.663,2457.087,,-105.38974894,38.95514909,2443.093,Global,0.011,0.011,0.014,0.016,1.734,m,FIX,RTK,2025-07-16 14:34:54.0 UTC-06:00,2025-07-16 14:34:57.0 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.95,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0,4311870.312,466231.20999999996,2453.672,POINT Z (466231.20999999996 4311870.312 2453.672)
367,367,368,,466229.281,4311871.707,2457.026,,-105.38975267,38.95514948,2443.032,Global,0.014,0.013,0.017,0.019,1.734,m,FIX,RTK,2025-07-16 14:35:05.4 UTC-06:00,2025-07-16 14:35:08.4 UTC-06:00,16,1.7,2.1,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.919,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0,4311870.356000001,466230.886,2453.611,POINT Z (466230.886 4311870.356000001 2453.611)
368,368,369,,466229.144,4311871.721,2457.008,,-105.38975426,38.9551496,2443.014,Global,0.017,0.016,0.015,0.023,1.734,m,FIX,RTK,2025-07-16 14:35:17.8 UTC-06:00,2025-07-16 14:35:20.8 UTC-06:00,16,1.7,2.1,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.911,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0,4311870.37,466230.74899999995,2453.593,POINT Z (466230.74899999995 4311870.37 2453.593)
369,369,370,,466228.822,4311871.725,2457.053,,-105.38975797,38.95514961,2443.059,Global,0.012,0.012,0.017,0.017,1.734,m,FIX,RTK,2025-07-16 14:35:25.8 UTC-06:00,2025-07-16 14:35:28.8 UTC-06:00,16,1.7,2.1,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.895,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,6,0,4311870.374,466230.42699999997,2453.638,POINT Z (466230.42699999997 4311870.374 2453.638)
370,370,371,,466228.665,4311871.698,2457.01,,-105.38975979,38.95514937,2443.017,Global,0.015,0.014,0.02,0.02,1.734,m,FIX,RTK,2025-07-16 14:35:34.0 UTC-06:00,2025-07-16 14:35:37.0 UTC-06:00,16,1.7,2.1,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.932,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0,4311870.347,466230.26999999996,2453.5950000000003,POINT Z (466230.26999999996 4311870.347 2453.5950000000003)
371,371,372,,466228.475,4311871.694,2457.033,,-105.38976198,38.95514933,2443.039,Global,0.013,0.013,0.017,0.019,1.734,m,FIX,RTK,2025-07-16 14:35:41.6 UTC-06:00,2025-07-16 14:35:44.6 UTC-06:00,16,1.7,2.1,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.934,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0,4311870.343,466230.07999999996,2453.618,POINT Z (466230.07999999996 4311870.343 2453.618)
372,372,373,,466228.27,4311871.685,2457.026,,-105.38976434,38.95514924,2443.032,Global,0.017,0.014,0.021,0.022,1.734,m,FIX,RTK,2025-07-16 14:35:49.0 UTC-06:00,2025-07-16 14:35:52.0 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.951,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,4,4,5,0,4311870.334,466229.875,2453.611,POINT Z (466229.875 4311870.334 2453.611)
373,373,374,,466228.029,4311871.688,2457.032,,-105.38976712,38.95514926,2443.038,Global,0.014,0.012,0.02,0.018,1.734,m,FIX,RTK,2025-07-16 14:35:56.6 UTC-06:00,2025-07-16 14:35:59.6 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.938,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,6,0,4311870.337,466229.63399999996,2453.617,POINT Z (466229.63399999996 4311870.337 2453.617)
374,374,375,,466227.85,4311871.676,2457.069,,-105.38976919,38.95514914,2443.076,Global,0.012,0.013,0.019,0.018,1.734,m,FIX,RTK,2025-07-16 14:36:05.4 UTC-06:00,2025-07-16 14:36:08.4 UTC-06:00,16,1.7,2.1,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.955,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,6,0,4311870.325,466229.45499999996,2453.654,POINT Z (466229.45499999996 4311870.325 2453.654)
375,375,376,,466227.725,4311871.621,2457.233,,-105.38977062,38.95514864,2443.239,Global,0.02,0.014,0.019,0.025,1.734,m,FIX,RTK,2025-07-16 14:36:13.4 UTC-06:00,2025-07-16 14:36:16.4 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.007,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,6,0,4311870.2700000005,466229.32999999996,2453.818,POINT Z (466229.32999999996 4311870.2700000005 2453.818)
376,376,377,,466227.558,4311871.626,2457.191,,-105.38977255,38.95514868,2443.197,Global,0.014,0.014,0.022,0.02,1.734,m,FIX,RTK,2025-07-16 14:36:24.6 UTC-06:00,2025-07-16 14:36:27.6 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.007,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,5,5,4,6,0,4311870.275,466229.163,2453.776,POINT Z (466229.163 4311870.275 2453.776)
377,377,378,,466227.345,4311871.598,2457.082,,-105.38977501,38.95514842,2443.088,Global,0.01,0.019,0.019,0.022,1.734,m,FIX,RTK,2025-07-16 14:36:37.0 UTC-06:00,2025-07-16 14:36:40.0 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.066,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,6,0,4311870.247,466228.94999999995,2453.667,POINT Z (466228.94999999995 4311870.247 2453.667)
378,378,379,,466227.153,4311871.669,2457.136,,-105.38977723,38.95514905,2443.142,Global,0.011,0.011,0.02,0.015,1.734,m,FIX,RTK,2025-07-16 14:36:48.8 UTC-06:00,2025-07-16 14:36:51.8 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.973,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,6,0,4311870.318,466228.758,2453.721,POINT Z (466228.758 4311870.318 2453.721)
379,379,380,,466226.963,4311871.645,2457.109,,-105.38977942,38.95514882,2443.115,Global,0.012,0.012,0.026,0.017,1.734,m,FIX,RTK,2025-07-16 14:37:01.6 UTC-06:00,2025-07-16 14:37:04.6 UTC-06:00,15,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.986,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,6,0,4311870.294,466228.56799999997,2453.694,POINT Z (466228.56799999997 4311870.294 2453.694)
380,380,381,,466226.756,4311871.704,2457.138,,-105.38978181,38.95514935,2443.145,Global,0.014,0.011,0.021,0.018,1.734,m,FIX,RTK,2025-07-16 14:37:14.2 UTC-06:00,2025-07-16 14:37:17.2 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.933,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0,4311870.353,466228.361,2453.723,POINT Z (466228.361 4311870.353 2453.723)
381,381,382,,466226.58,4311871.672,2457.121,,-105.38978385,38.95514906,2443.128,Global,0.01,0.014,0.014,0.018,1.734,m,FIX,RTK,2025-07-16 14:37:32.8 UTC-06:00,2025-07-16 14:37:35.8 UTC-06:00,16,1.7,2.0,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.973,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,6,0,4311870.321,466228.185,2453.706,POINT Z (466228.185 4311870.321 2453.706)
382,382,383,,466226.388,4311871.788,2457.112,,-105.38978606,38.95515009,2443.118,Global,0.01,0.014,0.013,0.018,1.734,m,FIX,RTK,2025-07-16 14:37:42.2 UTC-06:00,2025-07-16 14:37:45.2 UTC-06:00,16,1.7,2.0,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.877,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,6,0,4311870.437,466227.99299999996,2453.697,POINT Z (466227.99299999996 4311870.437 2453.697)
383,383,384,,466226.188,4311871.794,2457.09,,-105.38978837,38.95515014,2443.097,Global,0.013,0.015,0.015,0.02,1.734,m,FIX,RTK,2025-07-16 14:37:50.0 UTC-06:00,2025-07-16 14:37:53.0 UTC-06:00,16,1.7,2.0,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.861,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,4,4,6,0,4311870.443,466227.793,2453.675,POINT Z (466227.793 4311870.443 2453.675)
384,384,385,,466225.916,4311871.695,2457.15,,-105.38979151,38.95514923,2443.157,Global,0.02,0.019,0.013,0.028,1.734,m,FIX,RTK,2025-07-16 14:37:59.6 UTC-06:00,2025-07-16 14:38:02.6 UTC-06:00,16,1.7,2.0,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.987,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,6,0,4311870.3440000005,466227.521,2453.735,POINT Z (466227.521 4311870.3440000005 2453.735)
385,385,386,,466225.767,4311871.735,2457.158,,-105.38979323,38.95514959,2443.165,Global,0.012,0.018,0.014,0.022,1.734,m,FIX,RTK,2025-07-16 14:38:07.8 UTC-06:00,2025-07-16 14:38:10.8 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.946,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,5,0,4311870.384000001,466227.372,2453.743,POINT Z (466227.372 4311870.384000001 2453.743)
386,386,387,,466225.634,4311871.718,2457.351,,-105.38979476,38.95514943,2443.357,Global,0.016,0.012,0.011,0.02,1.734,m,FIX,RTK,2025-07-16 14:38:18.0 UTC-06:00,2025-07-16 14:38:21.0 UTC-06:00,16,1.7,2.0,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,174.934,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,4,4,5,0,4311870.367000001,466227.239,2453.936,POINT Z (466227.239 4311870.367000001 2453.936)
387,387,388,,466225.361,4311871.654,2457.338,,-105.38979791,38.95514884,2443.345,Global,0.014,0.014,0.013,0.02,1.734,m,FIX,RTK,2025-07-16 14:38:33.2 UTC-06:00,2025-07-16 14:38:36.2 UTC-06:00,16,1.7,2.0,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.0,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,5,0,4311870.303,466226.96599999996,2453.9230000000002,POINT Z (466226.96599999996 4311870.303 2453.9230000000002)
388,388,389,,466225.141,4311871.62,2457.322,,-105.38980045,38.95514853,2443.328,Global,0.013,0.011,0.018,0.017,1.734,m,FIX,RTK,2025-07-16 14:38:45.8 UTC-06:00,2025-07-16 14:38:48.8 UTC-06:00,16,1.7,2.0,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,175.043,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,4,4,5,0,4311870.269,466226.746,2453.907,POINT Z (466226.746 4311870.269 2453.907)
