Name,Code,Easting,Northing,OriginalElevation ,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,
128,,466234.818,4312209.094,2455.557,2435.557,,-105.3897054,38.95818996,2441.566,Global,0.017,0.011,0.01,0.02,1.934,m,FIX,2025-03-31 11:16:52.0 UTC-06:00,2025-03-31 11:16:55.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,164.306,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
129,,466234.827,4312209.321,2455.581,2435.581,,-105.3897053,38.958192,2441.591,Global,0.011,0.013,0.01,0.017,1.934,m,FIX,2025-03-31 11:17:03.2 UTC-06:00,2025-03-31 11:17:06.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,164.539,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
130,,466234.61,4312209.298,2455.594,2435.594,,-105.3897078,38.95819178,2441.604,Global,0.018,0.011,0.01,0.021,1.934,m,FIX,2025-03-31 11:17:16.4 UTC-06:00,2025-03-31 11:17:19.4 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,164.502,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
131,,466234.752,4312209.158,2455.637,2435.637,,-105.3897062,38.95819053,2441.647,Global,0.01,0.013,0.01,0.017,1.934,m,FIX,2025-03-31 11:17:30.4 UTC-06:00,2025-03-31 11:17:33.4 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,164.367,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
132,,466234.75,4312209.157,2455.63,2435.63,,-105.3897062,38.95819052,2441.64,Global,0.012,0.013,0.011,0.018,1.934,m,FIX,2025-03-31 11:17:55.4 UTC-06:00,2025-03-31 11:18:25.4 UTC-06:00,151,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,164.37,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,6,7,0,
133,,466234.431,4312209.561,2455.608,2435.608,,-105.3897099,38.95819415,2441.617,Global,0.016,0.014,0.01,0.021,1.934,m,FIX,2025-03-31 11:22:54.2 UTC-06:00,2025-03-31 11:22:57.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,164.773,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
134,,466234.11,4312209.913,2455.68,2435.68,,-105.3897136,38.9581973,2441.69,Global,0.013,0.012,0.01,0.018,1.934,m,FIX,2025-03-31 11:23:02.0 UTC-06:00,2025-03-31 11:23:05.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,165.103,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
135,,466233.772,4312210.256,2455.788,2435.788,,-105.3897176,38.95820039,2441.798,Global,0.013,0.012,0.01,0.017,1.934,m,FIX,2025-03-31 11:23:15.0 UTC-06:00,2025-03-31 11:23:18.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,165.433,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,10,6,7,7,0,
136,,466233.448,4312210.619,2455.834,2435.834,,-105.3897213,38.95820365,2441.844,Global,0.011,0.011,0.01,0.016,1.934,m,FIX,2025-03-31 11:23:28.6 UTC-06:00,2025-03-31 11:23:31.6 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,165.787,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,6,0,
137,,466233.079,4312210.96,2455.87,2435.87,,-105.3897256,38.9582067,2441.88,Global,0.01,0.012,0.011,0.016,1.934,m,FIX,2025-03-31 11:24:30.4 UTC-06:00,2025-03-31 11:24:33.4 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,166.105,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
138,,466232.714,4312211.297,2455.934,2435.934,,-105.3897298,38.95820972,2441.944,Global,0.018,0.011,0.01,0.021,1.934,m,FIX,2025-03-31 11:24:53.2 UTC-06:00,2025-03-31 11:24:56.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,166.443,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
139,,466232.369,4312211.68,2456.022,2436.022,,-105.3897338,38.95821316,2442.032,Global,0.011,0.012,0.012,0.017,1.934,m,FIX,2025-03-31 11:25:17.6 UTC-06:00,2025-03-31 11:25:20.6 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,166.808,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
140,,466232.107,4312212.088,2456.138,2436.138,,-105.3897369,38.95821683,2442.148,Global,0.01,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 11:25:40.2 UTC-06:00,2025-03-31 11:25:43.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,167.207,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
141,,466231.773,4312212.446,2456.142,2436.142,,-105.3897407,38.95822004,2442.151,Global,0.011,0.011,0.011,0.015,1.934,m,FIX,2025-03-31 11:25:57.0 UTC-06:00,2025-03-31 11:26:00.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,167.55,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
142,,466231.407,4312212.825,2456.166,2436.166,,-105.389745,38.95822345,2442.176,Global,0.01,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 11:26:14.4 UTC-06:00,2025-03-31 11:26:17.4 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,167.927,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,6,7,0,
143,,466231.126,4312213.19,2456.165,2436.165,,-105.3897482,38.95822672,2442.175,Global,0.013,0.015,0.01,0.02,1.934,m,FIX,2025-03-31 11:26:35.6 UTC-06:00,2025-03-31 11:26:38.6 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,168.276,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
144,,466230.762,4312213.537,2456.206,2436.206,,-105.3897525,38.95822984,2442.216,Global,0.011,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 11:26:55.5 UTC-06:00,2025-03-31 11:26:58.6 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,168.631,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
145,,466230.444,4312213.943,2456.22,2436.22,,-105.3897561,38.95823348,2442.23,Global,0.011,0.013,0.01,0.016,1.934,m,FIX,2025-03-31 11:27:13.0 UTC-06:00,2025-03-31 11:27:16.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,169.029,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
146,,466230.122,4312214.33,2456.21,2436.21,,-105.3897599,38.95823696,2442.22,Global,0.01,0.011,0.011,0.015,1.934,m,FIX,2025-03-31 11:27:42.4 UTC-06:00,2025-03-31 11:27:45.4 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,169.413,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,6,0,
147,,466229.784,4312214.693,2456.236,2436.236,,-105.3897638,38.95824022,2442.246,Global,0.011,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 11:28:00.0 UTC-06:00,2025-03-31 11:28:03.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,169.784,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
148,,466229.453,4312215.044,2456.281,2436.281,,-105.3897676,38.95824337,2442.291,Global,0.011,0.013,0.01,0.017,1.934,m,FIX,2025-03-31 11:28:17.0 UTC-06:00,2025-03-31 11:28:20.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,170.141,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
149,,466229.108,4312215.44,2456.28,2436.28,,-105.3897716,38.95824692,2442.29,Global,0.011,0.011,0.011,0.015,1.934,m,FIX,2025-03-31 11:28:38.0 UTC-06:00,2025-03-31 11:28:41.0 UTC-06:00,16,1.1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,170.527,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
150,,466228.769,4312215.8,2456.269,2436.269,,-105.3897756,38.95825015,2442.279,Global,0.01,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 11:28:57.8 UTC-06:00,2025-03-31 11:29:00.8 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,170.888,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
151,,466228.419,4312216.154,2456.299,2436.299,,-105.3897796,38.95825333,2442.309,Global,0.011,0.011,0.011,0.015,1.934,m,FIX,2025-03-31 11:29:16.8 UTC-06:00,2025-03-31 11:29:19.8 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,171.235,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
152,,466228.09,4312216.492,2456.306,2436.306,,-105.3897834,38.95825636,2442.316,Global,0.014,0.01,0.011,0.017,1.934,m,FIX,2025-03-31 11:29:32.2 UTC-06:00,2025-03-31 11:29:35.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,171.584,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
153,,466227.738,4312216.882,2456.303,2436.303,,-105.3897875,38.95825986,2442.313,Global,0.01,0.011,0.011,0.015,1.934,m,FIX,2025-03-31 11:29:47.0 UTC-06:00,2025-03-31 11:29:50.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,171.974,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,6,7,0,
154,,466227.409,4312217.223,2456.264,2436.264,,-105.3897913,38.95826292,2442.274,Global,0.011,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 11:30:04.2 UTC-06:00,2025-03-31 11:30:07.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,172.327,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
155,,466227.047,4312217.589,2456.284,2436.284,,-105.3897955,38.9582662,2442.294,Global,0.011,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 11:30:22.2 UTC-06:00,2025-03-31 11:30:25.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,172.686,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
156,,466226.693,4312217.95,2456.28,2436.28,,-105.3897996,38.95826944,2442.29,Global,0.011,0.01,0.011,0.015,1.934,m,FIX,2025-03-31 11:30:41.0 UTC-06:00,2025-03-31 11:30:44.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,173.06,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
157,,466226.345,4312218.283,2456.294,2436.294,,-105.3898037,38.95827244,2442.304,Global,0.01,0.01,0.011,0.015,1.934,m,FIX,2025-03-31 11:30:58.6 UTC-06:00,2025-03-31 11:31:01.6 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,173.403,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
158,,466225.985,4312218.645,2456.307,2436.307,,-105.3898079,38.95827568,2442.317,Global,0.011,0.011,0.011,0.015,1.934,m,FIX,2025-03-31 11:31:16.6 UTC-06:00,2025-03-31 11:31:19.6 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,173.778,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
159,,466225.627,4312218.997,2456.375,2436.375,,-105.389812,38.95827884,2442.385,Global,0.01,0.01,0.011,0.015,1.934,m,FIX,2025-03-31 11:31:30.8 UTC-06:00,2025-03-31 11:31:33.8 UTC-06:00,16,1.3,1.6,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,174.122,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,6,0,
160,,466225.298,4312219.325,2456.465,2436.465,,-105.3898158,38.95828178,2442.475,Global,0.012,0.011,0.011,0.016,1.934,m,FIX,2025-03-31 11:31:47.0 UTC-06:00,2025-03-31 11:31:50.0 UTC-06:00,16,1.3,1.6,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,174.451,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,6,0,
161,,466224.968,4312219.73,2456.507,2436.507,,-105.3898196,38.95828542,2442.518,Global,0.011,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 11:32:07.4 UTC-06:00,2025-03-31 11:32:10.4 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,174.869,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
162,,466224.675,4312220.12,2456.519,2436.519,,-105.389823,38.95828892,2442.53,Global,0.012,0.011,0.01,0.016,1.934,m,FIX,2025-03-31 11:32:25.2 UTC-06:00,2025-03-31 11:32:28.2 UTC-06:00,16,1.1,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,175.259,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
163,,466224.3,4312220.493,2456.606,2436.606,,-105.3898274,38.95829227,2442.616,Global,0.011,0.01,0.014,0.015,1.934,m,FIX,2025-03-31 11:32:40.6 UTC-06:00,2025-03-31 11:32:43.6 UTC-06:00,16,1.1,1.3,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,175.64,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
164,,466223.969,4312220.813,2456.616,2436.616,,-105.3898312,38.95829514,2442.626,Global,0.013,0.011,0.013,0.018,1.934,m,FIX,2025-03-31 11:32:55.8 UTC-06:00,2025-03-31 11:32:58.8 UTC-06:00,16,1.2,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,175.979,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,6,7,0,
165,,466223.601,4312221.146,2456.703,2436.703,,-105.3898355,38.95829813,2442.713,Global,0.01,0.012,0.013,0.016,1.934,m,FIX,2025-03-31 11:33:14.6 UTC-06:00,2025-03-31 11:33:17.6 UTC-06:00,16,1.1,1.3,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,176.303,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
166,,466251.038,4312190.826,2455.404,2435.404,,-105.3895173,38.95802596,2441.413,Global,0.01,0.011,0.015,0.015,1.934,m,FIX,2025-03-31 11:37:03.6 UTC-06:00,2025-03-31 11:37:06.6 UTC-06:00,16,1.3,1.6,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,147.54,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
167,,466251.286,4312190.594,2455.352,2435.352,,-105.3895145,38.95802388,2441.362,Global,0.011,0.011,0.014,0.015,1.934,m,FIX,2025-03-31 11:37:18.8 UTC-06:00,2025-03-31 11:37:21.8 UTC-06:00,16,1.3,1.6,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,147.361,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
168,,466251.587,4312190.198,2455.377,2435.377,,-105.389511,38.95802033,2441.387,Global,0.068,0.016,0.018,0.069,1.934,m,FIX,2025-03-31 11:37:40.8 UTC-06:00,2025-03-31 11:37:43.8 UTC-06:00,16,1.3,1.6,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,146.996,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,6,6,0,
169,,466251.854,4312189.798,2455.397,2435.397,,-105.3895079,38.95801673,2441.406,Global,0.012,0.011,0.011,0.016,1.934,m,FIX,2025-03-31 11:37:56.4 UTC-06:00,2025-03-31 11:37:59.4 UTC-06:00,16,1.4,1.6,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,146.641,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,7,0,
170,,466252.223,4312189.464,2455.429,2435.429,,-105.3895036,38.95801374,2441.438,Global,0.011,0.011,0.011,0.015,1.934,m,FIX,2025-03-31 11:38:19.4 UTC-06:00,2025-03-31 11:38:22.4 UTC-06:00,16,1.3,1.6,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,146.387,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
171,,466252.555,4312189.072,2455.408,2435.408,,-105.3894997,38.95801022,2441.417,Global,0.013,0.01,0.011,0.016,1.934,m,FIX,2025-03-31 11:38:44.0 UTC-06:00,2025-03-31 11:38:47.0 UTC-06:00,16,1.5,1.8,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,146.041,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
172,,466252.888,4312188.72,2455.452,2435.452,,-105.3894959,38.95800705,2441.461,Global,0.017,0.011,0.011,0.02,1.934,m,FIX,2025-03-31 11:39:08.0 UTC-06:00,2025-03-31 11:39:11.0 UTC-06:00,16,1.5,1.8,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,145.732,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
173,,466253.219,4312188.318,2455.438,2435.438,,-105.389492,38.95800345,2441.447,Global,0.012,0.012,0.014,0.017,1.934,m,FIX,2025-03-31 11:39:31.0 UTC-06:00,2025-03-31 11:39:34.0 UTC-06:00,16,1.3,1.6,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,145.386,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
174,,466253.561,4312187.99,2455.483,2435.483,,-105.3894881,38.9580005,2441.492,Global,0.017,0.012,0.01,0.021,1.934,m,FIX,2025-03-31 11:39:51.8 UTC-06:00,2025-03-31 11:39:54.8 UTC-06:00,16,1.5,1.8,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,145.135,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,6,6,0,
175,,466253.894,4312187.62,2455.459,2435.459,,-105.3894842,38.95799718,2441.468,Global,0.015,0.011,0.012,0.019,1.934,m,FIX,2025-03-31 11:40:14.4 UTC-06:00,2025-03-31 11:40:17.4 UTC-06:00,16,1.5,1.8,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,144.82,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,7,6,0,
176,,466254.236,4312187.218,2455.436,2435.436,,-105.3894802,38.95799357,2441.445,Global,0.012,0.012,0.014,0.017,1.934,m,FIX,2025-03-31 11:40:35.8 UTC-06:00,2025-03-31 11:40:38.8 UTC-06:00,16,1.7,2.1,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,144.483,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
177,,466254.585,4312186.872,2455.495,2435.495,,-105.3894762,38.95799047,2441.504,Global,0.011,0.011,0.013,0.015,1.934,m,FIX,2025-03-31 11:40:53.8 UTC-06:00,2025-03-31 11:40:56.8 UTC-06:00,16,1.4,1.6,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,144.198,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,8,6,0,
178,,466254.911,4312186.514,2455.506,2435.506,,-105.3894724,38.95798725,2441.515,Global,0.01,0.01,0.011,0.015,1.934,m,FIX,2025-03-31 11:41:12.4 UTC-06:00,2025-03-31 11:41:15.4 UTC-06:00,16,1.5,1.8,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,143.897,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
179,,466255.23,4312186.113,2455.554,2435.554,,-105.3894687,38.95798365,2441.563,Global,0.013,0.012,0.011,0.017,1.934,m,FIX,2025-03-31 11:41:36.8 UTC-06:00,2025-03-31 11:41:39.8 UTC-06:00,16,1.5,1.8,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,143.558,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,7,6,0,
180,,466255.571,4312185.764,2455.596,2435.596,,-105.3894648,38.95798052,2441.605,Global,0.01,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 11:41:53.4 UTC-06:00,2025-03-31 11:41:56.4 UTC-06:00,16,1.5,1.8,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,143.271,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,4,7,6,0,
181,,466255.905,4312185.375,2455.654,2435.654,,-105.3894609,38.95797703,2441.663,Global,0.012,0.011,0.011,0.016,1.934,m,FIX,2025-03-31 11:42:13.8 UTC-06:00,2025-03-31 11:42:16.8 UTC-06:00,16,1.5,1.8,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,142.944,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,8,6,0,
182,,466256.232,4312185.009,2455.653,2435.653,,-105.3894571,38.95797374,2441.662,Global,0.012,0.011,0.01,0.016,1.934,m,FIX,2025-03-31 11:42:33.8 UTC-06:00,2025-03-31 11:42:36.8 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,142.637,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,8,7,0,
183,,466256.549,4312184.645,2455.67,2435.67,,-105.3894534,38.95797048,2441.679,Global,0.011,0.012,0.011,0.016,1.934,m,FIX,2025-03-31 11:42:51.6 UTC-06:00,2025-03-31 11:42:54.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,142.349,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,7,0,
184,,466256.883,4312184.255,2455.686,2435.686,,-105.3894495,38.95796697,2441.695,Global,0.012,0.011,0.012,0.016,1.934,m,FIX,2025-03-31 11:43:09.6 UTC-06:00,2025-03-31 11:43:12.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,142.027,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,7,0,
185,,466257.206,4312183.868,2455.719,2435.719,,-105.3894458,38.9579635,2441.728,Global,0.011,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 11:43:26.8 UTC-06:00,2025-03-31 11:43:29.8 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,141.71,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,7,0,
186,,466257.525,4312183.498,2455.715,2435.715,,-105.3894421,38.95796018,2441.724,Global,0.011,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 11:43:43.0 UTC-06:00,2025-03-31 11:43:46.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,141.409,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,7,0,
187,,466257.854,4312183.123,2455.728,2435.728,,-105.3894383,38.95795681,2441.737,Global,0.012,0.014,0.01,0.019,1.934,m,FIX,2025-03-31 11:43:57.4 UTC-06:00,2025-03-31 11:44:00.4 UTC-06:00,16,1.5,1.8,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,141.11,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,4,7,7,0,
188,,466258.203,4312182.758,2455.741,2435.741,,-105.3894342,38.95795353,2441.75,Global,0.011,0.01,0.012,0.015,1.934,m,FIX,2025-03-31 11:44:15.2 UTC-06:00,2025-03-31 11:44:18.2 UTC-06:00,16,1.5,1.9,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,140.813,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,7,6,0,
189,,466258.521,4312182.368,2455.739,2435.739,,-105.3894305,38.95795004,2441.748,Global,0.011,0.013,0.01,0.016,1.934,m,FIX,2025-03-31 11:44:30.2 UTC-06:00,2025-03-31 11:44:33.2 UTC-06:00,16,1.5,1.8,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,140.497,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,7,6,0,
190,,466258.848,4312182,2455.745,2435.745,,-105.3894268,38.95794673,2441.754,Global,0.011,0.01,0.012,0.015,1.934,m,FIX,2025-03-31 11:44:48.4 UTC-06:00,2025-03-31 11:44:51.4 UTC-06:00,16,1.6,1.9,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,140.204,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
191,,466259.184,4312181.613,2455.769,2435.769,,-105.3894229,38.95794325,2441.778,Global,0.011,0.012,0.011,0.017,1.934,m,FIX,2025-03-31 11:45:03.0 UTC-06:00,2025-03-31 11:45:06.0 UTC-06:00,16,1.5,1.8,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,139.886,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,7,6,0,
192,,466259.509,4312181.257,2455.786,2435.786,,-105.3894191,38.95794006,2441.795,Global,0.012,0.011,0.011,0.017,1.934,m,FIX,2025-03-31 11:45:21.4 UTC-06:00,2025-03-31 11:45:24.4 UTC-06:00,16,1.5,1.8,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,139.613,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,4,7,6,0,
