siteID,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,Na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,flagBr,Br,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO21,TL5106SW,"2013-05-28 15:20","2013-06-04 13:30",201306,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.600,.254,.254,"  ","v           ",
CO21,TL5388SW,"2013-06-04 13:40","2013-06-11 15:10",201306,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,86.300,1.270,1.270,"  ","c           ",2014-07-25
CO21,TL5728SW,"2013-06-11 15:15","2013-06-18 14:20",201306,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,43.800,1.016,1.016,"  ","c           ",2014-07-25
CO21,TL5967SW,"2013-06-18 14:30","2013-06-25 15:05",201306,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.600,.000,.000,"d ","            ",
CO21,TL6220SW,"2013-06-25 15:15","2013-07-02 14:45",201306,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,265.200,3.810,3.810,"  ","c           ",2014-07-25
CO21,TL6481SW,"2013-07-02 15:00","2013-07-09 14:35",201307,6.310,8.700," ",.232," ",.031," ",.052," ",.028," ",.852," ",1.355," ",.073," ",.484,0,-9,1160.500,16.256,16.256,"w ","            ",2014-07-25
CO21,TL6772SW,"2013-07-09 14:45","2013-07-16 15:10",201307,5.410,9.100," ",.233," ",.032," ",.028," ",.018," ",.651," ",1.659," ",.052," ",.881,0,-9,1579.800,22.098,22.098,"w ","            ",2014-07-25
CO21,TL7079SW,"2013-07-16 15:15","2013-07-23 14:05",201307,6.440,34.000," ",1.300," ",.159," ",.097," ",.117," ",3.053," ",6.980," ",.307," ",1.977,0,-9,45.400,1.016,1.016,wd,"            ",2014-07-25
CO21,TL7319SW,"2013-07-23 14:25","2013-07-30 14:00",201307,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2441.400,34.290,34.290,"  ","u           ",2014-07-25
CO21,TL7557SW,"2013-07-30 14:15","2013-08-06 17:15",201308,4.710,20.800," ",.478," ",.064," ",.043," ",.106," ",.858," ",3.431," ",.188," ",1.756,0,-9,349.200,4.064,4.064,"w ","            ",2014-07-25
CO21,TL7845SW,"2013-08-06 17:20","2013-08-13 14:55",201308,4.740,14.300," ",.170," ",.023," ",.020," ",.024," ",.453," ",1.771," ",.076," ",1.056,0,-9,1018.200,12.700,12.700,"w ","            ",2014-07-25
CO21,TL8068SW,"2013-08-13 15:00","2013-08-20 14:15",201308,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.900,1.016,1.016,"  ","v           ",
CO21,TL8348SW,"2013-08-20 14:25","2013-08-27 15:15",201308,5.330,7.100," ",.140," ",.015," ",.020," ",.010," ",.418," ",1.004," ",.038," ",.590,0,-9,1502.200,21.336,21.336,"w ","            ",2014-07-25
CO21,TL8625SW,"2013-08-27 15:15","2013-09-03 15:50",201308,5.840,11.000," ",.366," ",.043," ",.038," ",.022," ",.929," ",2.274," ",.081," ",.988,0,-9,693.400,8.128,8.128,"w ","            ",2014-07-25
CO21,TL8894SW,"2013-09-03 16:00","2013-09-10 15:30",201309,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,302.400,1.524,1.524,"  ","u           ",2014-07-25
CO21,TL9149SW,"2013-09-10 15:40","2013-09-17 15:25",201309,5.190,4.100,<,.027,<,.009," ",.003,<,.002," ",.071," ",.351," ",.010," ",.174,0,-9,3527.400,49.022,49.022,"w ","            ",2014-07-25
CO21,TL9436SW,"2013-09-17 15:35","2013-09-24 15:25",201309,5.310,3.600," ",.047,<,.009," ",.008," ",.008," ",.083," ",.367," ",.022," ",.172,0,-9,1323.300,21.844,21.844,"w ","            ",2014-07-25
CO21,TL9683SW,"2013-09-24 15:30","2013-10-01 12:20",201309,5.160,6.100," ",.092," ",.017," ",.020," ",.049," ",.167," ",.530," ",.092," ",.376,0,-9,54.000,.762,.762,"w ","            ",2014-07-25
CO21,TL9947SW,"2013-10-01 12:35","2013-10-08 17:15",201310,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2.700,-7.000,.127,"t ","            ",
CO21,TM0068SW,"2013-10-08 17:25","2013-10-15 15:45",201310,5.620,3.500," ",.083," ",.016," ",.019," ",.012," ",.114," ",.255," ",.024," ",.175,0,-9,84.100,1.270,1.270,"w ","            ",2014-07-25
CO21,TM0335SW,"2013-10-15 15:55","2013-10-22 15:45",201310,5.470,10.300," ",.239," ",.030," ",.029," ",.013," ",.810," ",1.607," ",.042," ",1.076,0,-9,200.600,3.048,3.048,"w ","            ",2014-07-25
CO21,TM0616SW,"2013-10-22 16:00","2013-10-29 15:35",201310,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.800,.000,.000,"d ","            ",
CO21,TM0883SW,"2013-10-29 15:45","2013-11-05 17:25",201311,4.930,8.500," ",.126," ",.018," ",.015," ",.012," ",.340," ",.670," ",.034," ",.304,0,-9,80.300,1.270,1.270,"w ","            ",2014-07-25
CO21,TM1139SW,"2013-11-05 17:30","2013-11-12 17:15",201311,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.200,.000,.000,"d ","            ",
CO21,TM1410SW,"2013-11-12 17:25","2013-11-19 16:50",201311,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,3.500,-7.000,.127,"t ","            ",
CO21,TM1726SW,"2013-11-19 16:50","2013-11-26 17:45",201311,5.240,6.400," ",.068," ",.012," ",.010," ",.012," ",.387," ",1.427," ",.015," ",.200,0,-9,137.700,3.302,3.302,"w ","            ",2014-07-25
CO21,TM1944SW,"2013-11-26 17:45","2013-12-03 17:05",201311,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.500,.000,.000,"d ","            ",
CO21,TM2330SW,"2013-12-03 17:10","2013-12-10 17:20",201312,5.200,3.700," ",.032,<,.009," ",.005," ",.003," ",.057," ",.422," ",.017," ",.071,0,-9,166.100,3.810,3.810,"w ","            ",2014-07-25
CO21,TM2467SW,"2013-12-10 17:20","2013-12-17 16:20",201312,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2.600,.000,.000,"d ","            ",
CO21,TM2858SW,"2013-12-17 16:20","2013-12-24 17:40",201312,5.170,6.000," ",.051,<,.010," ",.009," ",.035," ",.241," ",1.186," ",.083," ",.057,0,-9,57.200,1.524,1.524,wd,"            ",2014-07-25
CO21,TM2974SW,"2013-12-24 17:40","2013-12-31 16:55",201312,5.610,3.300," ",.080," ",.009," ",.010," ",.016," ",.194," ",.570," ",.024," ",.074,0,-9,230.300,3.810,3.810,"w ","            ",2014-07-25
CO21,TM3218SW,"2013-12-31 16:55","2014-01-07 16:00",201401,5.540,3.600," ",.063," ",.007," ",.006," ",.015," ",.209," ",.482," ",.028," ",.162,0,-9,243.500,3.556,3.556,"w ","            ",2015-06-08
CO21,TM3499SW,"2014-01-07 16:00","2014-01-14 15:45",201401,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,7.700,.254,.254,"  ","v           ",
CO21,TM3756SW,"2014-01-14 15:45","2014-01-21 15:25",201401,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.500,.000,.000,"d ","            ",
CO21,TM4067SW,"2014-01-21 15:25","2014-01-28 16:45",201401,5.380,4.700," ",.170," ",.032," ",.027," ",.031," ",.133," ",.906," ",.055," ",.129,0,-9,174.200,3.556,3.556,"w ","            ",2015-06-08
CO21,TM4453SW,"2014-01-28 16:45","2014-02-04 17:40",201402,-9.000,-9.000,<,-9.000,<,-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,900.800,15.748,15.748,"  ","u           ",2015-06-08
CO21,TM4555SW,"2014-02-04 17:40","2014-02-11 16:10",201402,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,13.100,1.016,1.016,"  ","v           ",
CO21,TM4809SW,"2014-02-11 17:10","2014-02-18 16:00",201402,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.200,.000,.000,"d ","            ",
CO21,TM5083SW,"2014-02-18 16:30","2014-02-25 18:45",201402,5.520,5.200," ",.108," ",.026," ",.016," ",.020," ",.318," ",.417," ",.049," ",.177,0,-9,119.700,2.286,2.286,"w ","            ",2015-06-08
CO21,TM5427SW,"2014-02-25 18:45","2014-03-04 17:00",201403,5.270,4.800," ",.157," ",.035," ",.026," ",.023," ",.150," ",.407," ",.074," ",.188,0,-9,42.500,.762,.762,wd,"            ",2015-06-08
CO21,TM5670SW,"2014-03-04 17:00","2014-03-11 17:15",201403,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,406.400,9.652,9.652,"  ","u           ",2015-06-08
CO21,TM5943SW,"2014-03-11 17:15","2014-03-18 17:20",201403,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,70.800,2.032,2.032,"  ","c           ",2015-06-08
CO21,TM6151SW,"2014-03-18 17:20","2014-03-25 15:00",201403,5.610,4.700," ",.133," ",.034," ",.012," ",.023," ",.278," ",.651," ",.088," ",.188,0,-9,183.700,2.540,2.540,"w ","            ",2015-06-08
CO21,TM6440SW,"2014-03-25 15:00","2014-04-01 15:00",201403,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.700,-7.000,.127,"t ","            ",
CO21,TM6699SW,"2014-04-01 15:00","2014-04-08 19:55",201404,5.920,5.000," ",.238," ",.022," ",.016," ",.027," ",.343," ",.637," ",.049," ",.269,0,-9,659.800,10.414,10.414,"w ","            ",2015-06-08
CO21,TM7053SW,"2014-04-08 19:55","2014-04-15 17:40",201404,5.860,3.700," ",.145," ",.021," ",.013," ",.015," ",.248," ",.678," ",.035," ",.163,0,-9,191.100,2.794,2.794,"w ","            ",2015-06-08
CO21,TM7256SW,"2014-04-15 17:40","2014-04-22 15:00",201404,6.160,14.600," ",.738," ",.089," ",.071," ",.152," ",.960," ",2.510," ",.187," ",1.778,0,-9,418.000,4.826,4.826,"w ","            ",2015-06-08
CO21,TM7610SW,"2014-04-22 15:00","2014-04-29 17:00",201404,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,41.500,1.270,1.270,"  ","c           ",2015-06-08
CO21,TM7758SW,"2014-04-29 17:00","2014-05-06 12:35",201405,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2.500,-7.000,.127,"t ","            ",
CO21,TM8144SW,"2014-05-06 12:35","2014-05-13 13:30",201405,6.510,7.100," ",.694," ",.058," ",.048," ",.090," ",.239," ",.872," ",.098," ",.467,0,-9,1170.700,18.542,18.542,"w ","            ",2015-06-08
CO21,TM8424SW,"2014-05-13 13:30","2014-05-20 15:30",201405,6.530,14.000," ",.456," ",.081," ",.042," ",.055," ",1.208," ",2.432," ",.180," ",1.470,0,-9,81.400,1.270,1.270,"w ","            ",2015-06-08
CO21,TM8663SW,"2014-05-20 16:15","2014-05-27 17:15",201405,6.110,5.800," ",.323," ",.027," ",.029," ",.050," ",.378," ",.896," ",.057," ",.495,0,-9,1266.900,20.574,20.574,"w ","            ",2015-06-08
CO21,TM8875SW,"2014-05-27 17:15","2014-06-03 15:10",201405,5.720,11.800," ",.560," ",.078," ",.047," ",.044," ",.734," ",2.532," ",.127," ",1.097,0,-9,356.500,4.318,4.318,"w ","            ",2015-06-08
CO21,TM9093SW,"2014-06-03 15:10","2014-06-10 15:30",201406,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1565.200,25.654,25.654,"  ","c           ",2015-06-08
CO21,TM9452SW,"2014-06-10 15:30","2014-06-17 15:05",201406,5.610,6.500," ",.330," ",.053," ",.084," ",.078," ",.271," ",.833," ",.122," ",.652,0,-9,686.900,-9.990,10.117,"w ","            ",2015-06-08
CO21,TM9682SW,"2014-06-17 15:05","2014-06-24 15:20",201406,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,213.900,2.286,2.286,"  ","c           ",2015-06-08
CO21,TN0041SW,"2014-06-24 15:20","2014-07-01 12:30",201406,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,6.800,.000,.000,"d ","            ",
CO21,TN0218SW,"2014-07-01 12:30","2014-07-08 17:30",201407,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,171.300,4.064,4.064,"  ","c           ",2015-06-08
CO21,TN0422SW,"2014-07-08 17:30","2014-07-15 16:30",201407,5.580,7.700," ",.145," ",.021," ",.023," ",.012," ",.624," ",1.462," ",.054," ",.501,0,-9,1605.400,23.368,23.368,"w ","            ",2015-06-08
CO21,TN0705SW,"2014-07-15 16:30","2014-07-22 17:20",201407,5.560,7.900," ",.216," ",.030," ",.069," ",.028," ",.622," ",1.301," ",.077," ",.595,0,-9,3281.600,43.942,43.942,"w ","            ",2015-06-08
CO21,TN1071SW,"2014-07-22 17:20","2014-07-29 12:55",201407,5.400,9.700," ",.377," ",.044," ",.039," ",.030," ",.531," ",1.830," ",.080," ",.751,0,-9,1580.300,20.574,20.574,"w ","            ",2015-06-08
CO21,TN1340SW,"2014-07-29 12:55","2014-08-05 13:30",201408,5.050,7.500," ",.083," ",.010," ",.010,<,.005," ",.387," ",1.280," ",.041," ",.386,0,-9,1844.600,24.384,24.384,"w ","            ",2015-06-08
CO21,TN1503SW,"2014-08-05 13:50","2014-08-12 14:05",201408,5.010,8.000," ",.093," ",.014," ",.019," ",.012," ",.325," ",1.050," ",.050," ",.428,0,-9,1537.700,16.256,16.256,"w ","            ",2015-06-08
CO21,TN1876SW,"2014-08-12 14:05","2014-08-19 12:40",201408,5.760,8.000," ",.418," ",.042," ",.039," ",.025," ",.464," ",1.534," ",.078," ",.641,0,-9,1603.800,23.368,23.368,"w ","            ",2015-06-08
CO21,TN2079SW,"2014-08-19 12:40","2014-08-26 14:45",201408,5.610,11.900," ",.497," ",.051," ",.073," ",.051," ",.841," ",2.460," ",.143," ",.973,0,-9,203.600,3.048,3.048,"w ","            ",2015-06-08
CO21,TN2297SW,"2014-08-26 14:45","2014-09-02 14:20",201408,5.010,7.700," ",.098," ",.012," ",.016," ",.010," ",.248," ",1.086," ",.056," ",.307,0,-9,723.900,10.414,10.414,"w ","            ",2015-06-08
CO21,TN2578SW,"2014-09-02 14:20","2014-09-09 16:30",201409,5.800,5.500," ",.217," ",.024," ",.026," ",.036," ",.361," ",.917," ",.060," ",.460,0,-9,1784.400,24.384,24.384,"w ","            ",2015-06-08
CO21,TN2860SW,"2014-09-09 16:30","2014-09-16 17:15",201409,5.340,5.100," ",.125," ",.018," ",.014," ",.012," ",.221," ",.714," ",.034," ",.359,0,-9,448.800,6.350,6.350,"w ","            ",2015-06-08
CO21,TN3109SW,"2014-09-16 17:15","2014-09-23 18:30",201409,6.190,7.900," ",.280," ",.036," ",.039," ",.021," ",.711," ",1.343," ",.045," ",.632,0,-9,344.000,4.826,4.826,"w ","            ",2015-06-08
CO21,TN3472SW,"2014-09-23 19:00","2014-09-30 16:30",201409,5.720,5.200," ",.164," ",.027," ",.031," ",.019," ",.350," ",.633," ",.039," ",.605,0,-9,885.600,11.684,11.684,"w ","            ",2015-06-08
CO21,TN3698SW,"2014-09-30 16:30","2014-10-07 15:22",201410,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,11.300,.508,.508,"  ","v           ",
CO21,TN3893SW,"2014-10-07 15:30","2014-10-14 20:15",201410,5.760,3.400," ",.077," ",.006," ",.006," ",.005," ",.257," ",.377," ",.015," ",.241,0,-9,2129.700,33.782,33.782,"w ","            ",2015-06-08
CO21,TN4445SW,"2014-10-14 20:15","2014-10-21 17:00",201410,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,.000,.000,"d ","            ",
CO21,TN4619SW,"2014-10-21 17:00","2014-10-28 18:15",201410,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.900,.000,.000,"d ","            ",
CO21,TN4758SW,"2014-10-28 18:15","2014-11-04 18:25",201411,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.400,.000,.000,"d ","            ",
CO21,TN5027SW,"2014-11-04 18:25","2014-11-11 21:30",201411,5.790,5.000," ",.322," ",.053," ",.036," ",.031," ",.194," ",.552," ",.062," ",.225,0,-9,70.100,1.016,1.016,"w ","            ",2015-06-08
CO21,TN5239SW,"2014-11-11 21:30","2014-11-18 16:35",201411,4.910,9.900," ",.117," ",.024," ",.013," ",.029," ",.307," ",1.597," ",.060," ",.287,0,-9,53.100,1.270,1.270,"w ","            ",2015-06-08
CO21,TN5534SW,"2014-11-18 16:35","2014-11-25 16:00",201411,5.730,7.800," ",.133," ",.033," ",.027," ",.366," ",.521," ",.596," ",.570," ",.505,0,-9,147.000,2.032,2.032,"w ","            ",2015-06-08
CO21,TN5830SW,"2014-11-25 16:00","2014-12-02 19:26",201411,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.600,.000,.000,"d ","            ",
CO21,TN6064SW,"2014-12-02 19:26","2014-12-09 20:00",201412,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO21,TN6327SW,"2014-12-09 20:00","2014-12-16 19:30",201412,5.000,11.500," ",.177," ",.028," ",.020," ",.036," ",.566," ",2.081," ",.055," ",.645,0,-9,57.100,.762,.762,"w ","            ",2015-06-08
CO21,TN6598SW,"2014-12-16 19:30","2014-12-23 19:10",201412,5.130,6.500," ",.096," ",.017," ",.009," ",.044," ",.231," ",1.029," ",.083," ",.334,0,-9,437.200,6.858,6.858,"w ","            ",2015-06-08
CO21,TN6909SW,"2014-12-23 19:10","2014-12-30 17:55",201412,4.990,7.700," ",.092," ",.012," ",.027," ",.048," ",.172," ",1.322," ",.092," ",.095,0,-9,51.300,1.524,1.524,"w ","            ",2015-06-08
CO21,TN7062SW,"2014-12-30 17:55","2015-01-06 17:05",201501,5.150,5.000," ",.057," ",.007," ",.057," ",.058," ",.112," ",.622," ",.102," ",.097,0,-9,169.900,3.048,3.048,"w ","            ",2015-06-08
CO21,TN7354SW,"2015-01-06 17:05","2015-01-13 18:00",201501,4.790,11.700," ",.022," ",.003," ",.003," ",.017," ",.448," ",1.869," ",.035," ",.418,0,-9,85.300,1.270,1.270,"w ","            ",2015-06-08
CO21,TN7615SW,"2015-01-13 18:00","2015-01-20 17:20",201501,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.900,.000,.000,"d ","            ",
CO21,TN7890SW,"2015-01-20 17:20","2015-01-27 20:00",201501,5.360,7.000," ",.078," ",.019," ",.007," ",.029," ",.485," ",1.183," ",.094," ",.295,0,-9,47.600,1.778,1.778,"w ","            ",2015-06-08
CO21,TN8169SW,"2015-01-27 20:00","2015-02-03 18:20",201501,4.770,11.300," ",.093," ",.024," ",.008," ",.031," ",.211," ",1.370," ",.108," ",.225,0,-9,63.900,2.794,2.794,"w ","            ",2015-06-08
CO21,TN8423SW,"2015-02-03 18:20","2015-02-10 17:20",201502,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.500,.000,.000,"d ","            ",
CO21,TN8687SW,"2015-02-10 17:20","2015-02-17 19:50",201502,5.580,4.600," ",.080," ",.008," ",.007," ",.015," ",.348," ",.759," ",.035," ",.197,0,-9,662.700,10.668,10.668,"w ","            ",
CO21,TN8922SW,"2015-02-17 19:50","2015-02-24 15:45",201502,5.490,5.300," ",.171," ",.020," ",.010," ",.039," ",.320," ",.833," ",.054," ",.388,0,-9,405.500,7.620,7.620,"w ","            ",
CO21,TN9227SW,"2015-02-24 15:45","2015-03-03 18:20",201502,5.130,5.100," ",.038," ",.005," ",.006," ",.014," ",.171," ",.694," ",.028," ",.100,0,-9,187.800,3.048,3.048,"w ","            ",
CO21,TN9507SW,"2015-03-03 18:20","2015-03-10 15:38",201503,5.500,5.500," ",.123," ",.015," ",.005," ",.025," ",.348," ",1.002," ",.058," ",.208,0,-9,63.200,1.270,1.270,"w ","            ",
CO21,TN9794SW,"2015-03-10 15:38","2015-03-17 15:45",201503,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.200,.000,.000,"d ","            ",
CO21,TN9969SW,"2015-03-17 15:45","2015-03-24 14:15",201503,5.170,5.400," ",.064," ",.008," ",.008," ",.011," ",.215," ",.564," ",.019," ",.245,0,-9,1518.100,23.622,23.622,"w ","            ",
CO21,TO0284SW,"2015-03-24 14:15","2015-03-31 14:45",201503,5.720,4.900," ",.164," ",.027," ",.011," ",.024," ",.319," ",.592," ",.051," ",.333,0,-9,162.800,3.048,3.048,"w ","            ",
CO21,TO0626SW,"2015-03-31 14:45","2015-04-07 19:45",201504,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,64.800,1.778,1.778,"  ","c           ",
CO21,TO0822SW,"2015-04-07 19:45","2015-04-14 19:00",201504,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.800,.000,.000,"d ","            ",
CO21,TO1119SW,"2015-04-14 19:00","2015-04-21 16:50",201504,6.070,6.000," ",.450," ",.047," ",.019," ",.104," ",.303," ",.568," ",.114," ",.724,0,-9,2221.200,34.036,34.036,"w ","            ",
CO21,TO1326SW,"2015-04-21 16:50","2015-04-28 15:10",201504,5.930,4.600," ",.116," ",.015," ",.013," ",.029," ",.408," ",.732," ",.055," ",.305,0,-9,1241.900,19.812,19.812,"w ","            ",
CO21,TO1574SW,"2015-04-28 15:10","2015-05-05 19:05",201505,5.540,11.300," ",.444," ",.068," ",.050," ",.036," ",.778," ",2.408," ",.148," ",.877,0,-9,152.200,10.668,10.668,"w ","            ",
CO21,TO1803SW,"2015-05-05 19:05","2015-05-12 16:10",201505,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,3315.300,-9.990,48.833,"  ","u           ",
CO21,TO2090SW,"2015-05-12 16:10","2015-05-19 14:25",201505,5.380,5.100," ",.153," ",.018," ",.010," ",.021," ",.267," ",.753," ",.050," ",.461,0,-9,1674.200,23.876,23.876,"w ","            ",
CO21,TO2504SW,"2015-05-19 14:25","2015-05-26 18:05",201505,6.120,9.500," ",.230," ",.048," ",.210," ",.089," ",.827," ",.924," ",.141," ",1.018,0,-9,1815.100,23.114,23.114,"w ","            ",
CO21,TO2625SW,"2015-05-26 18:05","2015-06-02 13:35",201505,5.810,10.800," ",.423," ",.059," ",.069," ",.078," ",.796," ",1.918," ",.145," ",1.070,0,-9,509.500,7.366,7.366,"w ","            ",
CO21,TO2994SW,"2015-06-02 13:35","2015-06-09 16:00",201506,5.130,8.200," ",.238," ",.033," ",.089," ",.024," ",.240," ",1.010," ",.082," ",.748,0,-9,299.200,4.318,4.318,"w ","            ",
CO21,TO3147SW,"2015-06-09 16:35","2015-06-16 18:20",201506,5.440,7.400," ",.182," ",.062," ",.219," ",.012," ",.378," ",1.008," ",.063," ",.492,0,-9,1633.100,25.908,25.908,"w ","            ",
CO21,TO3525SW,"2015-06-16 18:25","2015-06-23 14:33",201506,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO21,TO3807SW,"2015-06-23 14:33","2015-06-30 16:18",201506,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,109.700,2.286,2.286,"  ","c           ",
CO21,TO3927SW,"2015-06-30 16:18","2015-07-07 19:10",201507,5.360,6.800," ",.122," ",.021," ",.049," ",.015," ",.465," ",1.059," ",.065," ",.380,0,-9,1093.400,17.526,17.526,"w ","            ",
CO21,TO4239SW,"2015-07-07 19:10","2015-07-14 18:45",201507,5.170,6.700," ",.094," ",.015," ",.029," ",.026," ",.312," ",.907," ",.068," ",.392,0,-9,1860.300,28.194,28.194,"w ","            ",
CO21,TO4483SW,"2015-07-14 18:45","2015-07-20 20:05",201507,5.070,8.000," ",.100," ",.015," ",.018," ",.023," ",.328," ",1.144," ",.061," ",.460,0,-9,1326.600,19.304,19.304,"w ","            ",
CO21,TO4742SW,"2015-07-20 20:07","2015-07-28 17:05",201507,5.040,10.900," ",.294," ",.048," ",.053," ",.044," ",.483," ",1.746," ",.117," ",.922,0,-9,517.100,9.144,9.144,"w ","            ",
CO21,TO5036SW,"2015-07-28 17:05","2015-08-04 18:55",201508,5.900,12.600," ",.632," ",.096," ",.085," ",.045," ",.901," ",2.365," ",.170," ",1.191,0,-9,228.400,3.556,3.556,"w ","            ",
CO21,TO5264SW,"2015-08-04 18:55","2015-08-11 14:40",201508,5.870,7.900," ",.151," ",.018," ",.034," ",.025," ",.767," ",1.306," ",.067," ",.645,0,-9,1444.500,22.352,22.352,"w ","            ",
